,Title,Abstract,Keywords,Conclusion,Authors,References
0,Managerial Solution For Hospital-Acquired Infections  Yasaman Parsia,"hospital-acquired infections are not only a major concern for hospitals, but also global health society. life and cost burden of the hospital-acquired infection is very much noticeable. it is widely stated that hospital-acquired infection is not a local issue; it is a challenging global health-related issue. it results a noticeable mortality rate. although many prevention policies and booklets were distributed by different hospital managers for staffs, visitors and patients use, the productivity of the hard-copy booklet method were not encouraging enough. hospital-acquired infection is still a serious problem faced by the ministry of health and hospital policy makers. the main objective of this study is to provide an applicable proposal to encourage mobile application software, active in hospital sites, in order to guide hospital staffs, visitors, and patients on hospital-acquired infections control methods. this study is with the use of qualitative approached in research. a literature review with additional site observations has been conducted by the researchers to achieve the main objective of this research. as the result of this study, we find that mobile health could be an effective method to solve the hospital-acquired infection issue. hospital managers with the support of the ministry of health could provide a free of charge mobile application software in the area of related hospital units for the visitors, staffs, and patients. the software could be planned to show prevention techniques based on each site unit. the users will easily install the application on their smartphone, for free and start reading the prevention methods to enhance their knowledge.",,,"faculty of industrial management universiti malaysia pahang gambang kuantan, 26300, pahang malaysia puteri fadzline muhamad tamyez faculty of industrial management universiti malaysia pahang gambang kuantan, 26300, pahang malaysia shahryar sorooshian faculty of industrial management universiti malaysia pahang gambang kuantan, 26300, pahang malaysia",
1,How Are Supply Chain Optimal Decisions Influenced By  Product Characteristics?,"this study explores how supply chain strategies should be aligned with demand/product characteristics and market requirements. a review of the product-driven supply chain literature suggests that there is a lack of analytically proven guidelines to help strategy makers confidently design their supply chains. in this paper, we provide a mathematical validation for fisher’s (1997) framework which is extensively cited in the literature and matches supply chain strategies (i.e., efficient or responsive) with product type (i.e., functional or innovative). specifically, we analyze the impact of demand variability, product life-cycle, and contribution margin on the supply chain capabilities, i.e., efficiency and responsiveness. our analysis starts with an initial discussion on the two inventory models, newsvendor and continuous review, and then develops the continuous review model into a multi-echelon supply chain structure where optimality is mathematically explored to demonstrate how it would change when product/demand characteristics change. the results confirm that optimal lead-time decreases in demand variability and contribution margin, but increases in product lifecycle. moreover, optimal order size increases in demand variability and contribution margin (and so does in average stock-out cost), but decreases in product lifecycle.",quality management,,"mojtaba mahdavi and tava lennon olsen the university of auckland business school auckland, new zealand m.mahdavi@auckland.ac.nz, t.olsen@auckland.ac.nz",
2,Leveraging Industrie 4.0 To Extend Lean Manufacturing  Gains.,,,,,"References 
Baudin, M., ""Working with Machines: The Nuts and Bolts of Lean Operations with Jidoka"", Productivity Press, UK 
(2007)  
Bonnie F. Daily, John W. Bishop, Jacob A. Massoud, (2012)   ""The role of training and empowerment in 
environmental performance: A study of the Mexican maquiladora industry"", International Journal of Operations & 
Production Management, Vol. 32 Issue: 5, pp.631-647 
Davies, R, ‘Industry 4.0 Digitalization for productivity and growth’, (EU Briefing paper) Available at:  
http://www.europarl.europa.eu/RegData/etudes/BRIE/2015/568337/EPRS_BRI(2015)568337_EN.pdf, (2015) 
Gilchrist, A., “Industry 4.0 The Industrial Internet of Things” (2016), available from:"
3,Time Series Forecasting For A Call Centre  Bahar Sennaroglu,"forecasting is an important tool in operations planning. determining resource requirements and scheduling of personnel at a call centre require accurate forecasts. this study includes analysis and forecasting of the number of calls of general type of customers at a private bank’s call centre. these customers are referred to as mass customers and their calls constitute more than 60% of all calls at the call centre. time series data contain double seasonality with intraday pattern for hourly calls within day and interday pattern within week. the data set of hourly calls of ten-week period is separated into a training set consisting of the first eight weeks and test set consisting of the last two weeks. the methods considered include seasonal autoregressive integrated moving average (arima) and regression with arima errors. two models out of different candidate models are identified through statistical inferences of the model parameters, diagnostic checking and fit indices by using the training set for the original series and logged series. forecasting performances of the models are evaluated with one-step ahead forecasts by using the test set and it is concluded that suggested models adequately predict hourly calls of the call centre.","call centre, seasonality, arima","It is vital to forecast arrivals accurately at call centres to be able to manage effectively the operations in terms of staffing, scheduling and quality of service. This study includes analysis and forecasting of the number of calls of general type of customers at a private bank’s call centre. The forecasting models obtained using seasonal ARIMA method and regression with ARIMA errors method adequately predict hourly calls of the call centre. Since the time series data of call centres have both a daily cycle and a weekly cycle, the forecasting methods chosen should capture these seasonal patterns. As a further study, artificial neural networks can be used with the same data by adding trigonometric dummy variables for seasonal cycles and the results can be compared with the results of this study.","department of industrial engineering marmara university istanbul, turkey department of engineering and the built environment anglia ruskin university chelmsford essex, uk bsennar@marmara.edu.tr, bahar.sennaroglu@anglia.ac.uk gokcag polat department of engineering management marmara university istanbul, turkey gokcagpolat@gmail.com",
4,A Network-Based Model For  Assigning Flights To Gates At Airports,"the gate assignment problem is an important operational issue (gap) faced by airlines at airports. the assignment schedule has implications for efficiencies in passenger transfer, baggage transfer, towing of unassigned aircraft, scheduling of ground logistics such as fueling, aircraft cleaning, and other maintenance functions, and overall passenger satisfaction. this paper presents a model for assigning flights to gates at airports that maximizes the total preference value of the flight-gate assignments subject to a number of constraints. the problem is formulated as a zero-one linear programming model which has a strong underlying acyclic network structure. the efficiency of the model is demonstrated on data obtained from air canada for the halifax international airport. a problem with 61 flights and 14 gates is solved optimally using cplex in 25 seconds of cpu time. 469",,,"harvey millar ph.d., p. eng. sobey school of business, saint mary’s university halifax, nova scotia, canada b3h-3c3 ph: 902-420-5721, fx: 902-496-8101, harvey.millar@smu.ca jichen zhang industrial engineering department, dalhousie university halifax, nova scotia, canada b3j-2x4",
5,Solving The Stochastic Multiple Level Warehouse Layout  Problem Using Simulation Of Ant Colony Optimization,"this research addresses the multiple level warehouse layout problem, which involves assigning items to cells and levels with the objective of minimizing transportation costs. a monthly demand and an inventory requirement are associated with every item type along with vertical and horizontal unit transportation costs. the warehouse has one port to transport items vertically from ground floor to the other levels, where each item must be assigned to exactly one cell on the assigned level. both the items’ demand and their inventory requirements are stochastic, following a uniform distribution. this np-complete problem is solved using an optimization-simulation-optimization approach. in particular, ant colony optimization (aco) algorithm is modeled using discrete event simulation to capture the randomness of the items’ demand and inventory requirements, then the simulated aco’s parameters are also optimized to guarantee superior solutions. this approach’s performance is evaluated by comparing its solutions to the ones obtained using deterministic data. the results show that simulation was able to identify better assignments of items to cells than the deterministic approach, as the latter did not capture the real randomness of demand and inventory requirements.",norfolk,,"algorithm jean-paul arnaout business administration department gulf university for science and technology mishref, kuwait arnaout.j@gust.edu.kw",
6,System Design And Organizational Management  Considerations For A Digital Factory,"in today’s digital era, accelerators such as technology and sustainability have necessitated the transformation of the manufacturing industry, to become adaptive, connected and cognizant of its own functioning. this paper provides a framework for analyzing the system design and organizational management considerations that need to be followed in adopting the digital factory idea with a specific focus on resource efficiency. one of the priorities of this paper is to develop a model to optimize the energy consumption on the production line of a discrete printed circuit board (pcb) manufacturing company in canada. energy efficiency in the manufacturing domain must be seen in a more holistic form, where resource optimizations are supported by information and communication technologies (ict) based infrastructure. this provides means to better understand how energy is being utilized in the factory floor and what could be done to reduce its usage and cost to the company. going beyond energy consumption optimization this paper draws a parallel between the data obtained from the model and the various levels of organizational management, to dynamically adapt the digital factory concept to business plans or goals thereby aiding manufacturing companies in thinking strategically and making informed decisions.","resource efficiency, system design, digital factory",,"pranav ketharam pattabi department of electrical and computer engineering university of toronto toronto, canada pranav.pattabi@mail.utoronto.ca",
7,978-1-5090-3924-1/17/$31.00 ©2017 Ieee Inspection Of Flatness Using Vision System,"evaluation of flatness of machined components has assumed considerable significance because of its role in predicting functionality during application. standard flatness assessment techniques used in industries as contact in nature which limits its measuring speed. though, contact measuring technique is very accurate, speed of inspection is not fast enough to be used as an online measurement technique. to overcome these drawbacks, many non-contact measurement techniques came into being. many of these techniques are electro optical in nature. these techniques are reasonably fast however; the method can be used only in laboratory environments. the proposed method uses a machine vision system for flatness measurements uses a relatively low-cost vision system and can be used in industrial environment. in this context, the proposed methods assume special significance. both the accuracy of measurement and speed are not available in online measurement of flatness. hence, the proposed method use as a vision system for flatness measurement the method is non-contacting in nature and hence higher inspection speed are possible and finds application in online assessment of flatness.","inspection, non-contact method","3.1 Side view method According to algorithm MATLAB will give three quantities maximum height of peak, minimum height and flatness value, here flatness value comes as a result is in pixel unit. Pixel values were calibrated according to distance of the camera from the object. As per shown in fig.3.1, pixel values are plotted against flatness value measured by standard method. However, method is showing insignificancy with measurement readings of standard method. It is due to the setup or camera orientation we may conclude that this method is better for lab environment where discharged light is vailable. . Fig 3.1 Scatter plot with regression line 2 Top view method Analysis of Variance Source DF Adj SS Adj MS F-Value P-Value Regression 1 0.006 0.00594 0.00 0.961 Standard Mehod 1 0.006 0.00594 0.00 0.961 Error 110 278.414 2.53103 Lack-of-fit 10 40.601 4.0601 1.71 0.089 Pure Error 100 237.812 2.37812 Total 111 278.420 Regression Equation Vm = 24.745 - 0.0008 Sm Fig 3.2 scatter plot with regression line As per the statistical result as shown above, null hypothesis is accepted that there is no significance difference between two methods. 0.040 0.035 0.030 0.025 0.020 0.015 0.010 66 65 64 63 62 61 60 59 Standard method Vision method Scatterplot of Vision method vs Standard method 4.0 3.5 3.0 2.5 2.0 1.5 1.0 0.10 0.09 0.08 0.07 0.06 0.05 0.04 0.03 0.02 0.01 pixel Standard Scatterplot of Standard vs pixel 477","kartik shah, department of industrial engineering, school of technology, pandit deendayal petroleum university, raisan, gandhinagar-382007, gujarat, india. kartik.sie13@sot.pdpu.ac.in dr.m.b. kiran, associate professor & head, department of industrial engineering, pandit deendayal petroleum university, raisan, gandhinagar-382007, gujarat, india. mb.kiran@sot.pdpu.ac.in","References 
 
[1] G. Moona, R. Sharma, U. Kiran and K. P. Chaudhary, Evaluation of Measurement Uncertainty for  Absolute 
Flatness Measurement by Using Fizeau Interferometer with Phase-Shifting Capability. 
 
[2] S.J. Swillo, M. Perzyk, Surface Casting Defects Inspection Using Vision System and Neural Network  
Techniques. 
 
[3] Vladan Radlovaˇcki, Miodrag Hadˇzistevi´c, Branko ˇStrbac, Milan Deli´c, Bato Kamberovi´c, evaluating  
minimum zone ﬂatness error using new method—Bundle of plains through one point. 
 
[4] Chin Y. Poon, Bharat Bhushan, Comparison of surface roughness measurements by stylus profiler, AFM and 
non-contact optical profiler. 
 
478"
8,"Dr. Basil Omar Al-Sasi, Assistant Professor At The Industrial Engineering Department Of King  Abdul-Aziz University In Jeddah Saudi Arabia.","interpretation of value in the saudi housing market value as a principle of lean thinking has great potential for an enhanced interpretation when perceived from the customer's perspective, particularly in the initiation phase of a product design activity and the customization of the product service attributes throughout the holistic value chain. the design of enterprise systems, provides various abstraction levels of any system understudy in the form of a constructed model, for example the construction of a model representing the housing market in saudi arabia. whereas, most models are of complex nature and ill-defined problem, ambiguous goals and unclear means to arrive the goals requiring more effort in scoping the design problem. particularly that many problems fit the definition of wicked problems, a class of social system problems which are ill-formulated, where the information is confusing, where there are many clients and decision makers with conflicting values which applies to the characteristic of the saudi housing market when carefully evaluating the gap found between the unit price of a housing product and the average purchasing power of potential consumers in need for the housing product offered by the developers, this inadequate interpretation of value as perceived by the customer in the housing products, that are made available by the saudi housing market developers, has great potential to be bridged when scoping the design problem on the consumer purchasing power abstraction level for the model representing the system. key words: value, lean thinking, enterprise systems 479",,,,
9,"Sociability As A Decision Model For Artificial Agents  Joaquín F Sánchez, Juan P Ospina, John E Gonzalez, Jorge E Ortiz",in this paper we propose the design of a multi-agent system which has the concept of sociability like the main feature in the behavior of artificial agents. we expose the concept of social-inspired computing and the design of an artificial agent like a finite-state machine as a way to modeling a set of behaviors and solve problems in interconnected systems,"artificial agent, ad hoc networks","In the presentation of this document a research proposal is made for the design of a multi-agent system based on the concept of sociability. The proposal shows the design of the agents as a finite-state machine as a way to give flexibility and adaptive mechanisms to a set of agents. To achieve this the concept of a knowledge base is used. However, the interesting thing about this proposal is that in definition of the interactions among agents and the exchange of information among knowledge bases works as the base base of sociability. As a proposal, a future work section is planned where the implementation of a layer model has the necessary conditions for the construction of the multi-agent system. All these concepts working together will be the base of social-inspired computing. Additionally it is assumed that the basis of this research are the needs of the interconnected systems. These conditions provide the framework for the development of the IoT and in response to solve problems related with these new technological approach. It is necessary start to think in new ways if we want to develop these technologies.","department of systems and industrial engineering faculty of engineering national university of colombia bogota colombia jofsanchezci@unal.edu.co , jpospinalo@unal.edu.co, joegonzalezor@unal.edu.co, jeortizt@unal.edu.co.",
