,Title,Abstract,Keywords,Conclusion,Authors,References
0,Analysis Model Of Communication Network  Under Complexity,"communication among members in an organization is an important research aspect in organizational processes. therefore, our research is based on communication networks and a series of studies is developed by applying the information theory and the markov chain to construct quantitative models that can grasp information distribution for infinitely repeated communication in an organization. however, the constructed models mainly focus on the aspect of randomness in information processing, and do not sufficiently deal with the concept of fuzziness. dual aspects of ambiguity exist for both randomness and fuzziness in human information processing complexity, which cannot be overlooked when discussing organizational communication. this study considers a memory communication channel, and proposes an estimation model for both randomness and fuzziness to analyze the prior information allocation ratio to each member in two different organizations. additionally, we conduct positive analyses on a communication network with isomorphic and non-isomorphic structures, and suggest an inter-organizational communication and the role among members of the organization. 78",,,"nyunho jung faculty of regional management, the university of fukuchiyama 3370, azahori, fukuchiyama-city, kyoto prefecture, japan jung-nyun-ho@fukuchiyama.ac.jp takaaki kawanaka institute for innovation in international engineering education, graduate school of engineering the university of tokyo 7-3-1 hongo, bunkyo-ku, tokyo, japan kawanaka@cce.t.u-tokyo.ac.jp hiroshi yamashita department of commerce, meiji university 1-1 kanda-surugadai, chiyoda-ku, tokyo, japan hyamas@meiji.ac.jp",
1,Systematic Review Of Literature On Lean And Six Sigma In  Healthcare And Directions For Future Research,"healthcare organizations have increasingly turned to lean and six sigma (lss) as management systems to achieve quality and efficiency in patient care. this study aims to classify this body of literature and to discover factors that enable and prevent successful lss implementations. peer-reviewed literature in journals that were published through 2018 in english language were sought through a search of multiple databases. the inclusion criterion was broad in that all areas of healthcare and interpretations of lss were considered. the literature search yielded 368 publications. one third of the studies present a u.s. affiliation and only 19% has been conducted in developing countries. the case study is the most popular study type but only represents around 52% of the body of literature. lean and the ed are preferred approach and setting, respectively. factors that enable and prevent successful implementation were grouped by managerial, preparation, people, and project relationships. there is a need for future literature to provide a longitudinal balanced view on the benefits and challenges of implementations, and for studies to follow experimental designs for statistical validity. this is the most inclusive review about lss in healthcare as it includes different study types, healthcare settings and lss tools together. 80",,,"rodrigo e. peimbert-garcía aschool of engineering and sciences tecnologico de monterrey monterrey, nl 64849, mexico rodrigo.peimbert@tec.mx bschool of engineering macquarie university sydney, nsw 2109, australia rodrigo.peimbert@mq.edu.au timothy matis department of industrial engineering texas tech university lubbock, tx 79409, usa. timothy.matis@ttu.edu jonathan cuevas-ortuño school of engineering and sciences tecnologico de monterrey guadalajara, jal 45138, mexico jonathan.cuevas@tec.mx samuel m. nucamendi-guillen department of industrial engineering universidad panamericana guadalajara, jal 45010, mexico. snucamendi@up.edu.mx","References 
 
Adams, R., Warner, P., Hubbard, B., & Goulding, T. Decreasing Turnaround Time Between General Surgery Cases: 
A Six Sigma Initiative. Journal of Nursing Administration, vol. 34, no. 3, pp. 140-148, 2004. 
Aij, K. H., Simons, F. E., Widdershoven, G. A., & Visse, M. Experiences of leaders in the implementation of Lean in 
a teaching hospital—barriers and facilitators in clinical practices: a qualitative study. BMJ open, vol. 3, no. 
10, 2013. 
Aij, K. H., Visse, M., & Widdershoven, G. A. Lean leadership: an ethnographic study. Leadership in Health Services, 
vol. 28, no. 2, pp. 119-134, 2015. 
Al-Balushi, S., Sohal, A. S., Singh, P. J., Al Hajri, A., Al Farsi, Y. M., & Al Abri, R. Readiness factors for lean 
implementation in healthcare settings--a literature review. Journal of Health Organization and Management, 
vol. 28, no. 2, pp. 135-153, 2014. 
Andersen, H., & Røvik, K. A. Lost in translation: a case-study of the travel of lean thinking in a hospital. BMC Health 
Services Research, vol. 15, pp. 401, 2015. 
Andersen, H., Røvik, K. A., & Ingebrigtsen, T. Lean thinking in hospitals: is there a cure for the absence of evidence? 
A systematic review of reviews. BMJ Open, vol. 4, no. 1, 2014. 
Antony, J., Downey-Ennis, K., Antony, F., & Seow, C. Can Six Sigma be the ""cure"" for our ""ailing"" NHS? Leadersh 
in Health Services, vol. 20, no. 4, pp. 242-253, 2007.  
Arbune, A., Wackerbarth, S., Allison, P., & Conigliaro, J. Improvement through Small Cycles of Change: Lessons 
from an Academic Medical Center Emergency Department. Journal for Healthcare Quality, vol. 0, no. 0, 
2015. 
Bhat, S., Gijo, E. V., & Jnanesh, N. A. Application of Lean Six Sigma methodology in the registration process of a 
hospital. International Journal of Productivity and Performance Management, vol. 63, no. 5, pp. 613-643, 
2014.  
Bhat, S., & Jnanesh, N. A. Application of Lean Six Sigma methodology to reduce the cycle time of out-patient 
department service in a rural hospital. International Journal of Healthcare Technology and Management, vol. 
14, no. 3, pp. 222-237, 2014. 
Bhat, S., & Jnanesh, N.A. Enhancing performance of the health information department of a hospital using lean Six 
Sigma methodology. International Journal of Six Sigma and Competitive Advantage, vol. 8, no. 1, 34-50, 
2013. 
Brackett, T., Comer, L., & Whichello, R. Do Lean Practices Lead to More Time at the Bedside? Journal for Healthcare 
Quality, vol. 35, no. 2, pp. 7-14, 2013. 
Burström, L., Letterstål, A., Engström, M. L., Berglund, A., & Enlund, M. The patient safety culture as perceived by 
staff at two different emergency departments before and after introducing a flow-oriented working model 
with team triage and lean principles: a repeated cross-sectional study. BMC Health Services Research, vol. 
14, pp. 296, 2014. 
Chassin, R. The Six Sigma initiative at Mount Sinai Medical Center. Mount Sinai Journal of Medicine, vol. 75, no. 1, 
pp. 45-52, 2008. 
Chiarini, A. Risk management and cost reduction of cancer drugs using Lean Six Sigma tools. Leadership in Health 
Services, vol. 25, no. 4, pp. 318-330, 2012. 
Christianson, J. B., Warrick, L. H., Howard, R., & Vollum, J. Deploying Six Sigma in a health care system as a work 
in progress. Joint Commission on Quality and Patient Safety, vol. 31, no. 11, pp. 603-613, 2005. 
D'Andreamatteo, A., Ianni, L., Lega, F., & Sargiacomo, M. Lean in healthcare: A comprehensive review. Health 
Policy, vol. 119, no. 9, pp. 1197-1209. 2015. 
Deblois, S., & Lepanto, L. Lean and Six Sigma in acute care: a systematic review of reviews. International Journal of 
Health Care Quality Assurance, vol. 29, no. 2, pp. 192-208, 2016. 
DelliFraine, J. L., Langabeer, J. R., & Nembhard, I. M. Assessing the Evidence of Six Sigma and Lean in the Health 
Care Industry. Quality Management in Health Care, vol. 19, no. 3, pp. 211-225, 2010. 
89"
2,Monitoring A Cold Rolling Process Using X &Ewma Charts  Mohammad Shamsuzzamana,"this article presents an optimization design of the x &ewma chart for monitoring a cold rolling process producing galvanized steel coils. using real data from industry, the results show that the detection effectiveness of the x &ewma charts is better than the optimal x chart and the optimal ewma chart in terms of expected average number of observation required to identify an out-of-control case (eanos) by about 36% and 10%, respectively. the optimization design of the x &ewma charts ensures that extra inspection resources will not be necessary, and the false alarm rate of the charts will not be increased.",online monitoring,"This article presents optimal X &EWMA charts, and explains the application of the proposed charts for monitoring a cold rolling process producing steel coils. The application of SPC charts can help to take timely action to reduce the number of defective items. The optimization design of the X &EWMA charts considers a wide range of mean shifts in the cold rolling process, which is more realistic in practice. The effectiveness of the proposed scheme is investigated through an example, which shows that the proposed optimal X &EWMA charts outperform (in terms of EANOS) the conventional X chart and the conventional EWMA chart by about 36%, and 10%, respectively. In the proposed design, the mean shift is characterized by a Rayleigh distribution. Future research could consider the effectiveness of the charts under different shift distributions such as Beta distributions.","sustainable engineering asset management (seam) research group department of industrial engineering and engineering management university of sharjah sharjah 27272, united arab emirates amshamsuzzaman@sharjah.ac.ae salah haridyb sustainable engineering asset management (seam) research group. department of industrial engineering and engineering management, university of sharjah, sharjah 27272, united arab emirates. benha faculty of engineering, benha university, benha, egypt. bsharidy@sharjah.ac.ae hamdi bashirc and imad alsyoufd sustainable engineering asset management (seam) research group department of industrial engineering and engineering management university of sharjah sharjah 27272, united arab emirates chbashir@sharjah.ac.ae; dialsyouf@sharjah.ac.ae",
3,Optimization Design Of Economic Ewma Control Chart  Based On Random Process Shifts,"this study presents a model for the optimization design of an economic exponentially weighted moving average (ewma) control chart based on random process shifts in the process mean. the optimization model aims to minimize the total expected cost involved with the charting scheme. the optimization process ensures that the false alarm rate of the charting scheme will not be increased, and no extra inspection resources will be required. the performance of the proposed optimal economic ewma chart is compared with that of the traditional economic x chart, optimal economic x chart, and traditional economic ewma chart. the results reveal that the total expected cost can be reduced by the optimal economic ewma chart compared to the other three charts by about 109%, 23%, and 95%, respectively.",ewma control chart,"This study presents an optimization model for the design of an economic EWMA control chart. The optimization process considers random process shifts instead of a single or a few shift values, which is more realistic from a practical viewpoint. The optimization process also ensures that the false alarm rate of the designed chart will not be increased, and extra inspection resources will not be needed. The proposed optimal economic EWMA chart outperforms (in terms of total expected cost per unit time) the traditional economic X chart, the optimal economic X chart, and the traditional economic EWMA chart by about 109%, 23%, and 95%, respectively, which highlights the importance of optimization design of the control charts. In this study, the optimal economic EWMA chart is designed for monitoring shifts in the process mean. Future research can consider shifts in both process mean and variance, and the randomness of the process shift can also be characterized by using other distributions such as uniform distribution instead of Rayleigh distribution.","mohammad shamsuzzamana sustainable engineering asset management (seam) research group department of industrial engineering and engineering management university of sharjah sharjah 27272, united arab emirates amshamsuzzaman@sharjah.ac.ae salah haridyb sustainable engineering asset management (seam) research group. department of industrial engineering and engineering management, university of sharjah, sharjah 27272, united arab emirates. benha faculty of engineering, benha university, benha, egypt. bsharidy@sharjah.ac.ae imad alsyoufc and hamdi bashird sustainable engineering asset management (seam) research group department of industrial engineering and engineering management university of sharjah sharjah 27272, united arab emirates cialsyouf@sharjah.ac.ae; dhbashir@sharjah.ac.ae",
4,System Dynamics Applications In Healthcare:  A Literature Review,"healthcare simulation allows management to make decisions based on a solid framework. continuous simulation is the foundation for systems dynamics, an approach to structure problems, understand those complex interactions within these problems and their changes over time. this paper reviews and resumes the state-of-the-art of system dynamics applications in healthcare. there are 74 publications related to system dynamics and healthcare that were identified in academic databases worldwide from 1999 to 2019. these articles were sorted by their characteristics, revealing that the applications of system dynamics have been broadly used in the healthcare to gain understanding about policy planning and public health decisions. the representation of patient behavior and technology advances, and the management of quality, staff and risk, are areas with potential application for systems dynamics in future research. the tendency to use continuous simulation in healthcare has been decreasing since 2014; however, the strength of hybrid simulation could exploit the innate power of the holistic view of system dynamics.","healthcare, simulation, system dynamics, review",,"jesús isaac vázquez-serrano school of engineering and sciences tecnologico de monterrey monterrey nl 64849, méxico a01262327@itesm.mx rodrigo e. peimbert-garcía aschool of engineering and sciences tecnologico de monterrey monterrey, nl 64849, mexico rodrigo.peimbert@tec.mx bschool of engineering macquarie university sydney, nsw 2109, australia rodrigo.peimbert@mq.edu.au",
5,"Optimal Integrated Maintenance, Production And Spare  Parts Strategy For Wind Turbines System","we consider an integrated maintenance/production and spare parts optimization problem for components of a wind turbine farm for which the degradation level is observable. degradation is modeled as a function of the current operating mode. the spare parts are stocked at a local inventory. the costs associated with spare parts deliveries and part replacements depend on the operating mode. our objective is to optimize the total discounted cost of maintenance, production and spare part related costs over a finite planning horizon. we formulate the problem the structure of the optimal policy, which is shown to be a bi-threshold policy in each operating mode. our numerical experiments show that the cost savings obtained by the integrated optimization of maintenance, production and spare parts are significant. key words: spare parts, optimal production and maintenance strategy, wind turbine functionality, fluctuating demand, preventive and corrective maintenance. 1574",,,"faker abderrahmane and bouslikhane salim electrical engineering department universiapolis agadir, morocco abderrahmane.faker@e-polytechnique.ma bouslikhane.salim@gmail.com hajej zied lgipm university of lorraine metz, france zied.hajej@univ-lorraine.fr",
6,Impact Of Intellectual Capital On The Performance Of Higher  Education Institutions,"the purpose of this study is to evaluate the performance of higher education institutions (heis) of india and examine the impact of intellectual capital and professional experiences on the performance of heis. in this study, two-stage dea (dea-regression) has been used, and the authors have collected the required data related to performance measures and determinants of efficiency from the national institutional ranking framework (nirf) web portal. in the first stage, data envelopment analysis method (banker, charnes, & cooper, 1984) has been used to obtain the efficiency scores of thirty-four management institutions of india. authors have used the output-oriented bcc (banker et al., 1984) dea model for the assessment of the efficiency of heis. further, tobit regression has been used to examine the impact of research publications/highly cited research works, professional experience of academic staff, etc. on the performance of these management institutions. the results of this study indicate that research publications and professional skills of academic staff are positively impacting the performance of management institutions. the findings of this study indicate the importance of intellectual capital/resources in educational institutions. these findings will also provide the direction for the benchmarking of the management institutions in india.","dea, higher education, apics",,"1chandan jha, 1amit sachan, 1arnab adhikari, and 2sayantan kundu 1operations management department , 2accounting and finance department indian institute of management ranchi ranchi, 834001, india chandan.jha16fpm@iimranchi.ac.in, amitsachan@iimranchi.ac.in, arnab.a@iimranchi.ac.in , sayantan.k@iimranchi.ac.in",
7,Modeling A Bi-Objective Multi-Skill Resource-Constrained  Project Scheduling Problem To Minimize Project Makespan,"in most of the multi-objective multi-skill resource-constrained project scheduling (mo-msrcpsp) research works, it has been assumed that a staff member is able to exhibit different skills with the same proficiency or expertise. however, this is not true in real life. usually, a person possessing various skills may be expert in one (or two) skill(s) but may only be moderately trained for performing other skills. the assignments of persons with less-skilled levels have to be kept as low as possible to achieve satisfactory quality targets. under this motivation, this paper develops a mathematical model for a msrcpsp with two objectives. in addition to the regular objective of minimizing the makespan, the second objective aims at minimizing the total time elapsed with the less-skilled resource assignments defined as ‘skill divergence span’. a weighted sum teaching-learning-based optimization (tlbo) algorithm is employed to solve this complex problem. in addition to the tlbo, a multi-objective genetic algorithm (ga) is also developed as an alternative metaheuristic for the comparison purposes. the computational results are performed on 36 test instances with varying level of skill factors, resource strength and network complexity. the average % deviation from critical path based lower bound obtained is comparatively lower for the mo-tlbo as compared to the mo- ga. it is 62.17% for the proposed mo-tlbo while for mo-ga its value is 75.11% which shows that tlbo is an effective metaheuristic for solving such problems.",,"This paper investigates a scarcely treated work in literature about multi-objective multi-skilled resource-constrained project scheduling problem (MO-MSRCPSP) by considering mixed skill proficiencies. A multi-objective mathematical formulation is presented for this problem which aims to minimize two time estimates; the project makespan and the total time elapsed with less-skilled resource assignments which has been conceptualized as total skill divergence span (SDS). To solve this complex problem, a priori-approach based on weighted-sum or scalarization method is used. The weights given to makespan and SDS function are 0.7 and 0.3 respectively which can be arbitrarily modified by decision maker. To solve this problem, two metaheuristics have been proposed namely MO-TLBO and MO-GA. The test instances developed for the MSRCPSP have been suitably modified with mixed proficiency levels of the staff members. The comprehensive test results reveal that the MO-TLBO has performed significantly better than the MO-GA and can be an effective metaheuristic for solving such real life problems.","and skill divergence span dheeraj joshi associate professor, deptt. of mechanical engineering, swami keshvanand institute of technology, management & gramothan, jaipur dheerajjoshi25@gmail.com m.l. mittal professor, deptt. of mechanical engineering, malaviya national institute of technology, jaipur mlmittal.mech@mnit.ac.in manish kumar research scholar, deptt. of mechanical engineering, malaviya national institute of technology, jaipur m81manishkumar@gmail.com",
8,An Investigation On Assessing Process Capability  Indices Under Weibull Distribution,"process capability indices (pcis) are widely-used statistical quality control tools for measuring process performance. in manufacturing industries, pcis can be used to help companies stay competitive by providing understanding of process capability and guidance for quality improvement. however, the normality assumption for traditional pcis, such as p c and pk c , might be violated in real-world manufacturing processes, and this can lead to erroneous conclusions of process capability and eventually financial losses for companies. hence, many researchers modify existing pcis or construct new pcis to evaluate the performance of non-normal processes. given various non-normal pcis that have been proposed, there is an interesting in knowing how well these methods are, and there are demands for a proper comparative analysis. in this study, we investigate four non-normal pcis, npk c , s c , y c and py c . we first compare these pcis in terms of their capability to reflect true process yields under different parameter combinations of weibull distribution, then examining their magnitude of estimation biases when implemented in different sample sizes. the result shows that y c is the most exceptional among the four pcis in the above two aspects, and has a recommended sampling size of 50 or more. moreover, we employ a well-known inference approach, bayesian inference with markov-chain monte carlo (mcmc), to review the sampling variation derived from parametric estimation of the weibull distribution. a series of simulations for establishing mcmc credibility intervals is conducted on y c with the adaptive rejection metropolis sampling (arms) algorithm. the coverage rates and average widths of credibility intervals are adopted as two criteria to assess the accuracy and precision of the mcmc method, respectively. it turns out that the mcmc credibility intervals perform satisfactorily in different sample sizes and under various parameter combinations of weibull distribution.",,,"chun-yi chang department of industrial engineering and engineering management national tsing hua university hsinchu, taiwan jasonzhang19950602@gmail.com chien-wei wu department of industrial engineering and engineering management national tsing hua university hsinchu, taiwan cweiwu@ie.nthu.edu.tw",
9,Developing A Two-Stage Sampling Plan For Products  With An Unilateral Specification Limit,"acceptance sampling plan is a statistical tool of quality control. it is a well-considered decision system that meets both consumers and producers need for product quality. the purpose of acceptance sampling plan is to provide a decision-making guideline, whether or not the lot is likely to be accepted. many efforts were directed to make sure that we are meeting the requirement in the most cost-efficient way. a common practice is single acceptance sampling plan, because of its simplistic. however, with its simplistic comes with a downside that a larger sample size is usually required to avoid making a judgment mistake, because there is only a chance to sentence the lot. in this paper, for the expectation of reducing the required sample size, we propose a two-stage sampling plan to give a questionable lot another chance of inspecting samples before deciding to accept or reject the lot. the propose plan is designed on the basis of one-sided capability index with the assumption of the quality characteristic follows a normal distribution. the concept of two-stage sampling is that decisions in the second-stage sampling inspection is independent to the first-stage sampling inspection, having the desired to operate on variables inspection. the optimal parameters are determined by optimization of the design model, which minimizes the average sample number (asn) and satisfies the producer's and the consumer's risks at the specified quality levels. the utility of the proposed sampling plan is shown through comparison with the single sampling plan in terms of sample size required for inspections under various combinations of quality levels and required risks. the result indicates that two-stage sampling plan involves smaller required sample than that corresponding to the single sampling plan. thus, the propose plan proceeds towards to help practitioners efficiently sentence the submitted lots.","oc curve, process yield 108",,"yu-ting won department of industrial engineering and engineering management national tsing hua university, hsinchu, taiwan email: hotpizza9889@gmail.com chien-wei wu department of industrial engineering and engineering management national tsing hua university, hsinchu, taiwan email: cweiwu@ie.nthu.edu.tw",
