,Title,Abstract,Keywords,Conclusion,Authors,References
0,Circular Economy As An Environmental Strategy Post  Covid-19 In A Bus Manufacturing Industry,"this research focuses on a bus industry in the state of mexico, sustainability is essential to preserve our planet; a circular economy is a transformative economy proposal that conserves and improves natural capital, optimizes the use of resources, and minimizes the risks of the system by managing a finite amount of existence and renewable flows. currently, the population is suffering the aftermath of covid-19, such as lung scars, chronic inflammatory processes, and a decrease in the level of oxygen saturation in the blood until; now it continues to evolve in different strains. the objective of this research is to develop a post-covid-19 environmental strategy based on the circular economy considering sustainable plastic manufacturing in the auto parts sector to include bioplastics as raw material in the bus industry in the state of mexico. to achieve this objective, it was carried out in 2 phases: situational analysis and determination-deployment of the strategy. the method used in research is deductive and applicative research. the main finding is identifying sustainable plastic materials such as bio-based pet (polyethylene terephthalate), soy foams, natural fibers such as rice husks, and coconut reinforcement used for molding plastic parts. in conclusion, the strategy presents the value that sustainability has for the market and customers, the environmental benefits of bioplastics, and a potential decrease in the cost of manufacturing auto parts, granting a greater appreciation of the brand image and the industry's environmental responsibility. key words: circular economy, environmental strategy; sustainable auto parts; bioplastics; bus industry. 1. introduction the automotive industry involves companies and activities in the design, development, manufacture, marketing and commercialization of motor vehicles; it is one of the most critical sectors in the world due to the economic income it generates (mortimore and barron 2005); the primary producers are china, the united states and japan; mexico is in seventh place (organization for the automotive industry 2021). 1",,,"in the state of mexico lila margarita bada-carbajal senior lecturer of management instituto tecnológico superior de álamo temapache tecnólogico nacional de méxico veracruz, mexico lila.bc@alamo.tecnm.mx gabriela guadalupe escobedo- guerrero; maría de los ángeles hernández-garcía escuela superior de comercio y administración, unidad santo tomás, instituto politécnico nacional, mexico city, mexico, gescobedog@ipn.mx; mariahernandez090588@gmail.com héctor alejandro jiménez-avalos , oscar eduardo rivas-aguilar instituto tecnológico superior de álamo temapache tecnólogico nacional de méxico veracruz, mexico hector.aj@alamo.tecnm.mx, oscar.re@alamo.tecnm.mx",
1,Automotive Aerodynamic Drag And Lift Analysis Using  Computational Fluid Dynamics Software : A Review,"the reduction of drag force is a complex and intricate challenge for the automotive manufacturing industry, as it has a direct impact on the overall performance of vehicles. reducing drag force on a car enhances its ability to efficiently disperse air separation, resulting in reduced impediment and increased maximum velocity. the air resistance, which acts as a hindrance to the vehicle's movement, is considered a crucial element for enhancing both car performance and safety. minimising air resistance contributes to the enhancement of the vehicle's ability to retain superior traction and stability. aerodynamic profiling is used in this study to illuminate the impact of the vehicle's shape and surface representation on its behaviour. results, reduce the drag force, and enhance the performance of the car. the primary objective of this study is to investigate the aerodynamic characteristics of a car by using computational fluid dynamics (cfd) software. additionally, the aim of this paper is to review and analyse relevant prior research in this field.","automobile, drag, aerodynamics","Based on the preceding discourse, it can be deduced that the utilisation of software-based computational fluid dynamics analysis serves as a supplementary instrument for quantifying aerodynamic forces. Computational Fluid Dynamics (CFD) is widely recognised as a rapid and precise method for quantifying aerodynamic forces. It is imperative to prioritise the exploration and implementation of diverse technological advancements aimed at mitigating aerodynamic forces, with the ultimate goal of enhancing the overall aerodynamic efficiency of automobiles. The fetched out data from the review papers and the analysis represents the accuracy of the researches. The addition of certain equipment to the car can effectively reduce the drag and lift force, thereby enhancing its overall performance.","jowad md madha , anika nawar, dr. md mizanur rahman department of mechatronics engineering, faculty of science and engineering world university of bangladesh dhaka, bangladesh - 1230 jowad.madha@icloud.com",
2,Nanobubble Technology And Biopolymer Composites:   A Review,"the review paper focuses on nanobubbles technology, biopolymer composites, and their applications in improving the technology, additives, and reinforcements. the biopolymers study is the core focus along with its properties, allied gains, and attached limitations in multiple industries. biopolymer composites are an eco-friendly option for conventional materials. the review will focus on delving into numerous areas, including the synthesis methods, and potential application to deliver valuable insights for these composites. then, the study will focus on nanobubbles tech, as it has gained a significant range of attention in the past decade from its unique features and its growth potential in various fields.","nylon-1010, polymer, degradation, varying",,"aryaveer pradeepkumar nair navrachana education society vadodara, gujarat aryaveernair@gmail.com",
3,Application Of Genetic Algorithms To Optimize Distribution  In Food Transport Companies: A Systematic,"the article applies genetic algorithms as a tool of artificial intelligence that provides optimal solutions to the problem of vehicle routing in the distribution chain by transport companies. the main problem in the food sector is transporting perishable goods with low life expectancy. the methodology used for the present work was a systematic literature review focused on applying genetic algorithms in transport companies. to achieve this goal, a massive search was made in scopus, web of science, and proquest databases. a total of 60 articles were compiled for this document. for the study of the extracted articles, they were categorized into three factors: total costs in distribution, profitability, and delivery times. for the findings section, the use of vosviewer software was used. the use of this software allowed us to demonstrate that genetic algorithms would have a positive influence on each of the factors mentioned.","genetic algorithm, optimization",,"literature review ayre rosales dylan anndrei and garcia-lopez yvan jesus facultad de ingeniería- carrera de ingeniería industrial universidad de lima lima, perú 20170131@aloe.ulima.edu.pe, ygarcia@ulima.edu.pe",
4,Solving Order Batching And Assignment Problem With  Multiple Pickers And Central Depot,"efficient and effective warehouse management is one of the most important issues in any supply chain. order picking, which occurs in a warehouse or distribution center (dc), is the most costly and labor-intensive operation. as a result, many researchers have focused on optimizing this process and finding near-optimal solutions. this study presents a heuristic solution approach to address the order batching and assignment problems in a warehouse with multiple pickers and a central depot. in the proposed method, order batching problem is solved using the proximity batching approach. additionally, a one-way s-shape routing strategy is implemented, as it is easy for order pickers to follow and reduces congestion in the aisles. in the literature, the majority of studies assume s-shape routing strategy in their solution approach. when assigning batches to pickers, workload balance among pickers is also taken into consideration. the proposed solution approach is applied to both a 6 aisle and 8-aisle warehouse layout. the performance of proposed solution approach is compared with first-come-first-served (fcfs) batching method and left-most depot location. the results indicate that constructing a central depot can slightly decrease the order picking distance. however, the followed batching strategy has a much greater impact on order picking performance when compared to the depot location. the proximity batching strategy can significantly reduce the order picking distance when compared to the fcfs batching approach. furthermore, pairwise comparisons demonstrate that a central depot location with a proximity batching strategy has the most positive effect on increasing order picking performance.","order batching, s-shape routing, assignment","and Future Research This study investigates the impact of depot location on order picking performance when employing a selected batching method with multiple pickers in 6-aisle and 8-aisle warehouses. Randomly generated order categories are used, with 10 experiments conducted for each category. The results of these experiments indicate that the selected batching method has a significant effect on decreasing order picking distance when compared different depot locations. In other words, batching methods significantly affect order picking performance. But the performance can also be increased a little by constructing central depot instead of left-most depot. As future research directions, the study suggests exploring the effects of storage strategies in conjunction with depot location and batching approaches, considering multiple pickers. Furthermore, investigating different routing strategies, such as largest gap or midpoint, in these future studies could be beneficial. Additionally, the development of constructive heuristics to achieve a more balanced workload among order pickers is worth exploring.","selma gülyeşil department of industrial engineering gaziantep islam science and technology university gaziantep, 27010, turkey selma.gulyesil@gibtu.edu.tr zeynep didem unutmaz durmuşoğlu department of industrial engineering gaziantep university gaziantep, 27310, turkey unutmaz@gantep.edu.tr",
5,Sagarsona-Mycorrhiza: A Miracle Bio-Fertiliser Combination  And Its Benefits In Agriculture For Sustainability,"the uniqueness of the present idea is to utilize the “combination of sagarsona and mycorrhiza” (de novo thinking product) for enhancing the productivity of paddy. the recent challenge in agriculture is how to regenerate and rejuvenate soils and stabilize production in the context of high chemical dependent production, and that will enable us to meet the goals of sustainable agriculture and provide safe and nutritious food security for all, especially the poor. sagarsona is an ideal organic manure prepared with locally available ingredients has been proved to be efficient at per with that of chemical fertilizers. while, the mutualistic associations between mycorrhiza (potent pesticide) and agriculturally important crops have shown the potential to increase crop productivity, thereby playing a key role in the functioning and sustainability of agro-ecosystem. the ultimate goal is to achieve sustainability by enabling local shg members along the ngo to support themselves financially in innovative ways instead of relying solely on grants and donations. essential of the success of social enterprise is an effective business model. sagar island is one of the epicenters of climatic hazards, by the recurrent cyclones (aila, etc.) in recent years and migration from the nearby island of ghoramara facing erosion into the sea and to plug them all by the recent corona pandemic and return influx of its people who ventured out for greener pastures. © ieom society international 48",,,"mahasweta guha 1* g-5/21, a.p. nagar, sonarpur, kolkata-700150, west bengal, india +919007717480; guhamahasweta2@gmail.com dr. amales misra 2 8/1b, raipur road east, jadavpur, kolkata-700032, west bengal, india +919002497090; amargram.pupa@gmail.com mahasweta guha 1* 1*asstt. teacher of pratapnagar giridhari high school, ph.d. scholar of zsi and wbsu active member of paribesh unnayan parisad (pupa). dr. amales misra 2 2retd. -scientist of zsi, secretary of paribesh unnayan parisad (pupa).",
6,Home Office Physical And Psychosocial Ergonomic Effects  On The Job Satisfaction Of Service Sector,"covid-19 pandemic brought several changes in the working conditions of employees, who had to adapt to new work modalities known as home office. the objective of this study was to identify the correlation between the physical and psychosocial ergonomic conditions of the home office environment of workers belonging to the service sector in peru and the effects of these conditions on their job satisfaction. for this purpose, a quasi-experimental methodology was designed with a mixed approach and a correlational scope, the ergonomic evaluation of the lest method and a job satisfaction questionnaire were used on a sample of 97 employees in the service sector in peru. after performing the pearson correlation using spss software, the hypothesis is rejected and, therefore, the alternative hypothesis is accepted, which confirms the existence of a correlation between the variables described before. an inverse and statistically significant correlation was found between the mental workload dimension of the lest method and job satisfaction.","ergonomics, job satisfaction, home office, lest method","that there is a significant inverse correlation between the two. This last correlation could be justified on the basis of arguments about work psychology, which consider the effects of workload in terms of stress, mental and emotional health, social interaction, among others. 5.2 Validation The finding of the present research is the inverse and statistically significant correlation between the job satisfaction variable and ergonomic conditions in the home office. Similar studies have not been found because this work modality is recent and there are still no articles about it. In this way, the importance of ergonomic conditions in the workspace is demonstrated, within the framework of a new work context that has arisen as a result of the pandemic. To expand this research, a more specific approach could be made, by studying the most covid affected sectors. The results obtained in the sample of 97 employees in the service sector in Peru, show that an average of 23% of respondents reported having average discomfort in the mental workload dimension, which compares with the study conducted in Spain by the National Institute of Safety and Hygiene at Work (INSHT). The latter establishes that 22.5% of employees consider that work has a considerable effect on their health, and 28% of these indicate stress as the determining cause and the second health problem at work (Aboitiz, X. 2008). This research has used the LEST method that is applied in face-to-face work which is originally designed for work where there is a physical and repetitive effort involved in face-to-face work... a specific tool could be developed. Based on the study. Finally, the LEST method questionnaire was used, but not in the home office. For this reason, a specific tool could be developed to evaluate the ergonomic conditions of the home office, since some companies will remain in this new modality. This is evidenced in a study by Adobe Forrester, which shows that 39% of companies state that they will adopt telework permanently. Likewise, the ILO states that the home office will not end with the end of the pandemic, as it will be part of the new normal in the future along with other digitalization tools (Forbes Staff, 2021). 6. Conclusion After performing the Pearson correlation between the results obtained in the evaluation of the LEST Method and the job satisfaction survey, it is concluded that there is a correlation between the physical and psychosocial ergonomic conditions of the home office and the job satisfaction of employees in the service sector in Peru. Finally, mental workload is the dimension of the LEST method that has the most significant correlation with job satisfaction, and since it is inverse, it indicates that the greater the mental workload, the lower the job satisfaction of the worker in the home office.","employees in peru nicolle guerinoni lahoud, lucienne valerie gygax iglesias facultad de ingeniería universidad de lima lima, peru 20170678@ulima.edu.pe; 20170698@ulima.edu.pe ezilda maria cabrera gil grados associate professor facultad de ingeniería universidad de lima lima, peru ecabrera@ulima.edu.pe",
7,Agriculture For Sustainability With Socio-Climatic  Protection With Quality Livelihood,"paribesh unnayan parishad (pupa), an ngo with its registered office in kolkata, operates mainly in sagar island, the biggest estuarian island in the sunderbans delta. the island is located in the south 24 parganas district of west bengal and is some 100 km away from kolkata. the island offers rich bio-diversity and is particularly known for its unique mangroves. the frontline activity of pupa is education, environmental education, and sets its vision of “environment for development’ and strives to achieve the same through its mission of “environmental conservation “. ""learning should be started from the very early age"", keeping this in mind, members of pupa dedicated to uplift the quality of life and livelihood of poor, vulnerable and downtrodden people of the sagar island and other coastal areas of sundarbans, and have given top priority on the support for the quality education (science education) of the children including their skill development. tolerate climatic vagaries, but the seeds are not available as per demand. collective & inclusive farming: considering the involvement of women groups, especially when women are the producers (farming activity), the advantage is access to food in the hands of those who need it (are food insecure). the proposed project villages (five in number, out of total 42 in the island) are selected in northern-most & backward areas of sagar island. total families in these villages are 1307 [sc families 496 (38%)] with a total population of 6379, of which sc population is 2460.","linkages with sdgs, mission life, sagar island",,"mahasweta guha 1* teacher; pratapnagar giridhari high school ph. d scholar; west bengal stated university barasat, kolkata-700150, west bengal, india guhamahasweta2@gmail.com https://orcid.org/0000-0003-4728-8374 dr. amales misra 2 ex-scientist of zoological survey of india 8/1b, raipur road east, jadavpur, kolkata-700032, west bengal, india amargram.pupa@gmail.com",
8,"Safety Model Based On 5S, Tpm And Work Standardization  To Reduce The Accident Rate In An Sme","the construction sector is an important driver of the economy and a generator of employment, but it has high occupational accident rates each year. in peru, small construction companies lack an occupational health and safety management system, which is reflected in the number of accidents reported each year, which is as high as 3,000. therefore, it is important to look after the welfare of the most valuable asset of each company: the worker. this paper presents a proposal for a safety model based on lean tools: 5s and tpm, and work standardization to reduce the accident rate in a peruvian construction sme. the proposed model is divided into three components that represent the application of each of the tools. it also consists of four phases and a duration of two months divided into four fortnights. finally, the results obtained were favorable, reducing the accident rate by 75% with respect to the initial situation.","security model, 5s, tpm","Due to the implementation of the proposed model in which the three methodologies are applied: 5s, TPM and work standardization, a reduction in the accident rate from 5.56 to 1.39 was obtained, exceeding the expected value; These results were significant for the analysis, since with this the correct functioning of the model could be verified. In addition, it managed to improve 100% in the correct use of PPEs and standardized activities, which allows the worker to feel safe, motivated and committed to their work. In addition, accident prevention reduces time lost due to sick leave, avoids delays in projects, prevents damage to company assets and avoids interruptions within work. Safety and health at work is a relevant issue within a construction company due to the need to protect workers and guarantee their well-being. The implementation of this type of safety model can help take appropriate safety measures and form occupational risk prevention to reduce the accident rate, protecting not only the physical and mental integrity of employees, but also reducing the costs associated with accidents. such as medical expenses and compensation for work disabilities.","in the construction sector lizbeth yahaira ostos-sánchez and renzo omar livia-chuzón facultad de ingeniería. universidad de lima. lima, perú. 20183008@aloe.ulima.edu.pe, 20182802@aloe.ulima.edu.pe martin fidel collao-diaz research professor facultad de ingeniería. universidad de lima. lima, perú. mcollao@ulima.edu.pe",
9,Service Model Based On Standardized Work And Supplier  Management To Increase The Nps In A Sme,"the growing boom of global gastronomy has been manifested in lima with a significant increase in japanese restaurants. despite this growth, customer satisfaction, a key factor for success, presents challenges. in the particular case of a restaurant, the problem lies in a net promoter score (nps) of -2%, considerably lower than the industry average (60%). this discrepancy, mainly motivated by the quality of the food, poses the challenge of raising the nps to the 60% standard. to address this challenge, a two-pronged approach is proposed: standardized work and supplier management. the first ensures consistent processes that guarantee quality consistency, while the second ensures the excellence of the ingredients used. the validation of this approach was carried out through a pilot test, based on surveys of 385 customers. the implementation of the model yielded significant improvements: an increase in nps to 62.5%, thus surpassing the industry average. additionally, the restaurant achieved a customer satisfaction score of 75% for food quality and 81% for waiting time. these results demonstrate the effectiveness of the model and its techniques, showcasing its ability to solve the identified problem and improve customer satisfaction.","standardized work, restaurant, net promoter score","According to the results obtained in the pilot test, it can be concluded that with the tools used, the NPS was increased to 62.5%, slightly above the industry standard of 60%. This means that customers were satisfied and would return, in addition to recommending the restaurant to others, resulting in an increase in new customers. Therefore, it is recommended that the restaurant prepares to meet higher demand. Another problem that was solved is the quality of the food, which was the main complaint of customers. This is reflected in the food CSAT, which was 53% before the implementation of the improvement, but increased to 75% after the improvement, meaning that 3 out of 4 customers are satisfied with the quality of the food. On the other hand, waiting time is one of the main issues that customers complained about, with 62% of customers being satisfied with it. Although the waiting times have not decreased, now 80% of customers are satisfied with the waiting time because they don't mind waiting a little longer in exchange for a good-quality product. It is important to note that this study was focused solely on the quality of the food, as there are other factors such as customer service and ambiance that influence customers' decisions. Finally, it is recommended to continue with surveys to gather more feedback and obtain even more precise data, as the pilot test had its limitations. Additionally, it is recommended to create a Best Practices Manual (BPM) to ensure the preservation of the implemented improvements and for future employees.","in the restaurant sector. luis ernesto morales-quevedo, mario mauricio delgado-leon facultad de ingeniería, universidad de lima, perú 20171011@aloe.ulima.edu.pe, 20172072@aloe.ulima.edu.pe martin fidel collao-diaz research professor facultad de ingeniería, universidad de lima, perú mcollao@ulima.edu.pe",
