,Title,Abstract,Keywords,Conclusion,Authors,References
0,Identifying Workers With Low Aptitude Toward Assembly  Tasks In Production Cells Based On General Aptitude Test,"major studies on cell production have placed an emphasis on technical factors such as machine order/layout, family part grouping, work-flow sequence, etc. however, it is still insufficient to investigate how human factors affect the productivity of production cells. although many companies have introduced cell production systems and realized that productivity of cells varies greatly with workers, there is no effective measure to access workers’ aptitude toward to assembly tasks in production cells. in order to assess the impact of workers’ aptitude on productivity, we have made a series of experimental studies and clarified that there are about 6% of workers who have very low aptitude and can be considered not suitable to assembly tasks in cell production. meanwhile, intending to find the worker’s aptitude closely relating to her/his productivity, we designed a laboratory experiment, and administered 11 paper-and-pencil tests of the japanese general aptitude test battery (gatb) to the workers to measure their seven work-related aptitudes. after examining the partial correlations between the workers’ gatb scores and their productivity, we have clarified that the gatb scores can’t directly measure a worker’s aptitude towards the assembly tasks in production cells, but we could apply principal component analysis to obtain a component score that correlates significantly with the workers’ productivity in cell production. however, this component score still can't be used to measure workers’ aptitude perfectly, in particular it can’t be used to identify the workers with very low aptitude. this paper intends to propose an effective classification model to identify the workers with very low aptitude based on workers’ gatb scores. we pay special attention to make several new contributions to cell production research through the following examinations: (1) based on workers’ gatb scores, we apply linear discriminant analysis and decision tree to construct several classification models and demonstrate that these models can’t identify the workers with very low aptitude with acceptable accurate. (2) as the number of workers with very low aptitude is much less than the workers else, we treat this identifying problem as a classification problem on class imbalanced datasets. we apply random forest method to construct a classification model and examine its effectiveness, as well as the best choice of the parameters. (3) we investigate the relationship between the detailed aptitude scores or standard aptitude scores of gatb and the workers’ classification, and clarify the aptitude scores that have a heaver impact on the classification. proceedings of the international conference on industrial engineering and operations management harbin, china, july 9-11, 2021 © ieom society international 1",,,"battery score yanwen dong cluster of science and technology fukushima university fukushima city, japan dong@sss.fukushima-u.ac.jp jiali du graduate school of symbiotic systems sciences and technology, fukushima university fukushima city, japan s2070033@ipc.fukushima-u.ac.jp",
1,E-Parking Management For Smart Cities,"the development of computer applications has influenced the needs of modern society. various facilities can be used from the applications that are available. the use of computer applications has grown rapidly both in the form of web online and online android. the ease of application has been widely used by the community, government and private institutions. applications have also been used in the transportation sector in realizing a smart city. the problem that is often faced by the community is the need for easy and inexpensive parking applications. this study aims to determine the need for applications that can be used by the community easily. the use of applications can also facilitate continuous parking management as well as cost efficiency. the method is carried out by conducting interviews with the community. it is hoped that the study can produce an effective parking management application to support a smart city and its residents.","e-parking, management",,"sri wiwoho mudjanarko and rizal bahaswan departement of civil engineering narotama university east java, indonesia sri.wiwoho@narotama.ac.id rizal.bahaswan@narotama.ac.id i putu artaya* and firman aditya departement of economics and business narotama university east java, indonesia putu.artaya@narotama.ac.id firman.aditya@narotama.ac.id zulkifli lubis departement of civil engineering universitas islam lamongan east java, indonesia zulkiflilubiz@unisla.ac.id",
2,Investigation Of Comparability Over Time Of Data And Its  Impact On Credit Rating Model,"almost all of statistical models and machine learning models are to be built based on a known dataset (learning dataset) that was collected from past or other regions/domains. the precondition for applying these models to new instances is that the data of the new instances are comparable to the learning dataset. the comparability between the new instances and the learning dataset has also a strong impact on the performance of statistical models and machine learning models. there are mainly three types of comparability: comparability over region (geographical comparability), comparability over other domains and comparability over time. comparability over time refers to the extent to which statistics are comparable or reconcilable over time. in particular, some social or economic indexes are affected clearly by changes over time of economic or social phenomena, comparability over time is an important aspect to improve the quality of various models in the social and economic fields. as major studies have put the emphasis on analysis methods or algorithms, there are lacks of researches dealing with comparability over time. this study intends to address the issue of comparability over time, our emphasis is put on (1) proposing a method to assess the comparability over time among datasets collected in different periods; (2) clarifying the impact of comparability over time on statistical models through examining how the performance of statistical models changes when the extent of comparability between the learning dataset and fitting datasets is different. as an example of statistical models, we consider the credit rating problem of japanese regional banks. we collect financial indicators of japanese regional banks in 2012 (r2012), 2015 (r2015) and 2017 (r2017) respectively, conduct the following examinations and make several new contributions to data analytics research: (1) there are no researches published to assess comparability over time, this study is to demonstrate that the number of variables with significantly different means or/and variances can provide a measure to assess to which extent that the two datasets are comparable. (2) we apply linear discriminant analysis (lda) method to construct two credit rating models based on the r2012 (model a) and r2015 (model b) respectively, and then use these two models to obtain the credit rating for each bank in r2017. through comparing the forecasting results of model a and model b, and examining the extent of the comparability among these three datasets, we can clarify the impact of comparability over time on the performance of credit rating models. (3) as a data preprocessing tool, data normalization has been applied widely in various fields. the main goal of data normalization is to guarantee the quality of the data, scale the data in the same range of values for each feature in order to minimize bias for one feature to another. in this study, we propose a proceedings of the international conference on industrial engineering and operations management harbin, china, july 9-11, 2021 © ieom society international 5",,,"jiali du graduate school of symbiotic systems sciences and technology, fukushima university fukushima city, japan s2070033@ipc.fukushima-u.ac.jp yanwen dong cluster of science and technology fukushima university fukushima city, japan dong@sss.fukushima-u.ac.jp",
3,Utilizing Various Statistical Models On Time Series  Temperature Data,"this stem paper will study the time series data file raleigh temps.jmp in the jmp sample library, which contains maximum monthly temperatures measured in degrees fahrenheit from 1980 to 1990. the objective of this paper is to forecast the raleigh temperature for 1990 to 2010. among the four stem components, the science studied is climatology or the study of the earth’s weather patterns; technology is used to predict the raleigh max monthly temperature for the next twenty years; engineering focuses on comparing different statistical models on the time series data, and mathematical tools like statistics are applied. most traditional and modern data mining platforms can visualize the data distribution, normal quantile, normal mixture, outliers very well, detect process capability and process stability, build multiple regression model and identify month as the main factor, detect clusters or principal components through eigen analysis, and use neural network or partition trees to build the transfer function profiler. the major findings among these non-time series platforms are that there is month to month cyclic behavior within each year but no year-to-year trend pattern is detected. however, there are several limitations among these non-time series platforms. it cannot decompose the seasonal component (cyclic month-month) from the trend component (year to year), cannot determine the relative strength of the “seasonal” and “trend” components, cannot determine the optimal smoothing setting if the curve is highly modulated, and cannot forecast or predict future points. jmp time series and forecast platform were further used on the same time series data file. the time series decomposition statistics were utilized to separate the seasonal component from the trend component, and the smoothing technique cleaned the forecasting error. seasonal lag was detected and confirmed by the autocorrelation function (acf) plot and variogram plot. the time series forecast platform can help predict raleigh temperature for 1990 to 2010 based on the 1980 to 1990 data. authors are also continuing this time series stem project on the following areas – decomposition and smoothing statistics, non-seasonal and seasonal arima models, and forecasting and prediction interval statistics. time series analysis is not just popularly used in finance forecasting but also powerful for predicting any future uncertainty from the time series data.","time series, forecast, statistics, climatology","The STEM approach is adopted on analyzing the Time Series data file regarding the Raleigh Temperature records from 1980 to 1990. Neither Traditional Engineering and Statistics platforms nor Modern Data Mining platforms could not decompose the Time Series Components. Time Series Analysis can decompose the Seasonal and Trend Components, smooth out the Error Component for enhancing Forecasting capability, and help predict Raleigh Temperature for 1990 to 2010 based on the 1980 to 1990 data. Future Work Authors are continuing current Raleigh Temperature project to learn more about Advanced Time Series Techniques such as Decomposition and Smoothing Statistics, Non-Seasonal and Seasonal ARIMA Models, Forecasting and Prediction Interval Statistics, and more. Acknowledgements The authors would like to thank JMP Advisor Patrick Giuliano and IEOM STEM Co-Chairs Dr. Ali and Dr. Reimer.","mason chen stanford online high school san jose, ca 95131 mason05@ohs.stanford.edu charles chen steams san jose, ca 95131 charles.chen.training@gmail.com",
4,Studying The Antarctic Glacier Melting Rate Through Time  Series Decomposition And Smoothing,"this stem paper will study the time series antarctic glacier mass from april 2002 to march 2021. the objective of this paper is to forecast the antarctic glacier mass level for 2021 to 2041. among the four stem components, the science studied is the geoscience of glaciers, technology included is the grace-fo satellites to collect glacier ice sheet mass data, engineering focuses on the covid-19 impact on the glacier melting rate, and mathematical models like time series decomposition and smoothing were implemented. several time series decomposition methods such as the detrended, season-adjusted, and differencing were utilized to detect the strength of time series “trend” and “seasonal” components. 12-month seasonal pattern and long-term year to year trend were significantly observed. although the glacier meting rate sped up recently before 2020, the covid-19 situation has slowed down the rate of glacier melting in 2020 in both antarctic and greenland. smoothing models were also utilized to smooth out the random noise component to enhance the forecasting model. several smoothing models were compared using their forecasting capability regarding both the trend and seasonal components. the prediction interval for forecasting glacier mass for 2021 to 2041 would become too wide to predict the future glacier melting rate for more than 5 years in advance. this stem time series analysis methodology can be commonly applied to any time series data in several fields such as climatology, geoscience, finance, economics, production quality, real estate.","time series, forecast, geoscience, glacier","The STEM approach is adopted on analyzing the Time Series Glacier Mass data file from 2002-2021. Earth science and geoscience regarding the glacier melting crisis were learned, and the impact of COVID-19 on the rate of melting was also studied. The Time Series Analysis can decompose the Seasonal and Trend Components and smooth out the Error Component for enhancing the Forecasting capability for 2021 to 2041. Acknowledgements Thanks to our JMP Advisor Patrick Giuliano and IEOM STEM Co-Chairs Dr. Ali and Dr. Reimer.","mason chen stanford online high school san jose, ca 95131 mason05@ohs.stanford.edu charles chen steams san jose, ca 95131 charles.chen.training@gmail.com",
5,Advanced Robotics And Artificial Intelligence With The  Digital Twin Of Production For The Factory Of The Future,"starting with a brief review of the history of manufacturing system, we explore possibilities of the factories of tomorrow with advanced robotics. we discuss the challenges in design, validate, and commission robotics for a non-deterministic working environment that is necessary to achieve the level of flexibility in the future manufacturing industry. as siemens digital industries software has been providing software with cutting edge technologies to the manufacturing industry and robotics users for decades, we therefore lay out a potential evolution roadmap of the manufacturing system with robotics in four phases: entrants, veterans, pioneers and visionaries, with most companies today in the first two phases. entrants widely adopt available fixed automation robotics or similar technology and most of their operations are performed manually using shopfloor teach in or offline programming tools. veterans begin adding some higher-level features such as virtual commissioning in addition to what is available in the entrant phase. pioneers of their industries begin to automate and accelerate their production design and deployment with more advanced technologies such as smart sensors and artificial intelligence. visionaries in their field are those that implement advanced robotics trying to reach the goal of flexibility in the production processes and manufacturing systems. we then show examples in each phase of the evolution roadmap to indicate how the industry can advanced in technology and innovation, orchestrated by the digital twin of production. partnerships and ecosystem comprised of industry world, entrepreneurship, and research institutions are extremely important to form the driving force of the journey towards the factory of the future.","advanced robotics, low code, sensor",,"xin guo strategy and portfolio management, digital manufacturing segment siemens digital industries software shanghai, 200082, p. r. china guoxin@siemens.com moshe schwimmer strategy and portfolio management, digital manufacturing segment siemens digital industries software 2 negev st. airport city 7010000, israel moshe.schwimmer@siemens.com",
6,Design And Implementation Of A Real-Time Control System For  Industrial Robots Based On Virtual Reality Technology,"in today’s global trend of intelligent manufacturing, intuitive and efficient industrial robot control system is essential to facilitate high-quality automation and intelligent transformation in industry. in order to solve the control difficulties of industrial robots such as complex application environment and high technology integration, virtual reality (vr) technology is widely used because the application is not limited by environment and is characterized of convenient interaction. however, the current applications of virtual reality technology on industrial robots are not able to realize the real-time control of the robot since the virtual reality technology is only used during the motion set compiling process, which also increases the difficulty of the interaction between workers and the system. therefore, this paper aims at proposing a real-time control system of industrial robots based on virtual reality technology to achieve efficient human-robot collaboration. the modelling process uses solidworks, 3dsmax and unity3d engine. then, the operating mechanism of the system is introduced. a practical case is performed and the result shows that the system has obtained the real-time control objective, which can guide the human-robot collaboration process in different scenarios of industrial robots.","industrial robot, virtual reality, real-time control, china","This paper introduces a real-time control system for industrial robot based on virtual reality technology, including the modeling process, operation principle and practical application process of the system. SolidWorks, 3dsmax and Unity3D engine are employed in the modelling process of the cyber system. The control strategy of the system is featured by the mapping of the coordinate system and setting of the control points with bounds. Proceedings of the International Conference on Industrial Engineering and Operations Management Harbin, China, July 9-11, 2021","jihong yan*, ph.d. professor in industrial engineering deputy dean of school of mechatronics engineering head of intelligent manufacturing scientific research team harbin institute of technology harbin, china jyan@hit.edu.cn yuemin chen, bachelor school of mechatronics engineering harbin institute of technology harbin, china chenyuemin98@outlook.com","References 
Heer, C., Press Release World Robotics 2019 Industrial Robots, Available: 
https://ifr.org/downloads/press2018/2019-09-
18_Press_Release_IFR_World_Robotics_2019_Industrial_Robots_English.pdf. 
Dröder, K. et al, A Machine Learning-Enhanced Digital Twin Approach for Human-Robot-Collaboration, Procedia 
CIRP, vol. 76, pp. 187-192, 2018. 
DIN Deutsches Institut für Normung, ISO/TS 15066, Berlin: Beuth Verlag.   
DIN Deutsches Institut für Normung, DIN EN ISO 10218, Berlin: Beuth Verlag. 
Burdea, G. C. and Coiffet, P., Virtual Reality Technology, 2nd ed., John Wiley & Sons, Inc, 2003. 
Nagy, B. G. et al., Towards Human-Robot Collaboration: An Industry 4.0 VR Platform with Clouds Under the 
Hood, 2019 IEEE 27th International Conference on Network Protocols (ICNP), pp. 1-2, 2019. 
Ben, F., Research on motion simulation and control of industrial robot based on virtual reality, Harbin: Harbin 
University of science and technology, 2019. 
Jiang, H. X., Integrated control system of industrial robot based on Virtual Reality Technology, Guangdong: 
Guangdong University of Technology, 2011. 
Mao, F.F. and Zhu, R. Y., Simulation of path tracking control for industrial robot based on virtual reality, Journal 
of Qiqihar University (Natural Science Edition), vol. 37, no. 1, pp. 11-15, 2021. 
Crespo, R., García R., and Quiroz S., Virtual Reality Simulator for Robotics Learning, Proc. Int. Conf. Interactive 
Collaborative and Blended Learning, Mexico City, pp. 61–65, 2015. 
Zhang, X.H., Dong, R.L. and Ma, H.W., VR-based remote control system for rescue detection robot in coal mine, 
2017 14th International Conference on Ubiquitous Robots and Ambient Intelligence (URAI), pp. 863-867, 
2017. 
Stotko, P. et al., A VR System for Immersive Teleoperation and Live Exploration with a Mobile Robot, 2019 
IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS), pp. 3630-3637, 2019. 
Luo, Y. and Cao, J.L., Research on Telecontrol Robot Control System Simulation based on Virtual Reality, New 
technology and new process, vol. 07, pp. 44-46, 2010. 
Khrueangsakun, S., Nuratch, S. and Boonpramuk, P., Design and Development of Cyber Physical System for Real-
Time Web-based Visualization and Control of Robot Arm, 2020 5th International Conference on Control and 
Robotics Engineering (ICCRE), pp. 11-14, 2020."
7,Road Traffic Accident Hot Spots Situation And Potential     Countermeasures Development In Tunisia,"in tunisia, knowledge of how road traffic accidents vary geographically by different locations provides indices to understand their determinants. in addition, some locations on road network are characterized by a high concentration of accidents more than others. focusing on how hot spot mapping can predict spatial patterns of accidents and how different mapping approaches compare will help to better inform their application in practice, our methodologies consist of two main steps. the first consist on the identification and ranking of accidents hot spots based on dangerosity index using a spatial autocorrelation approach (local moran index vs local getis-ord index) to investigate the high density of accident in the region of sousse, tunisia and to compare our results with the public authority’s results. then once a hotspot is identified, the analysis of the problems and prospective treatments will be proposed. this will involve the development of planning rules of road environment, identify shortcomings in the regulation and make recommendations to identify solutions for the elimination of hotspot and better management of the road environment. we hope that the information and details mentioned in this paper could help the public decision-maker in terms of road safety.","accident hotspots, local moran index",,"ouni fedy department of transportation and logistics higher institute of transport and logistics of sousse. university of sousse, tunisia fedy.ouni@gmail.com attig ines department of economics faculty of economic sciences and management of sousse university of sousse, tunisia attigines2@gmail.com harizi riadh department of business administration. university of bisha, bisha, saudi arabia college of business, po. box 1113, bisha, 61922, saudi arabia rharizi@ub.edu.sa",
8,Multi-Person Detection And Identification Method In  Complex Industrial Sites Under Intelligent Manufacturing,"under the trend of intelligent manufacturing and flexible manufacturing, human-machine collaboration has been the mainstream in production. therefore, as a key factor affecting the efficiency of human-machine collaboration, it is very important to identify and analyze human actions in production line. however, cameras are often unable to get close to the operators considering the complex environment of industrial sites, while the identification accuracy reduces greatly because multi-person wearing the same uniform in industrial sites at the same time. therefore, this paper proposes an automatic multi-person detection and pose estimation method based on object detection and pose estimation framework, which not only effectively distinguishes the identity information of the multiple operators, but also provides accurate body joint features for identifying the actions of multiple target operators.",pose estimation,"and future work By integrating both frameworks of YOLOv3 and OpenPose, desirable detection and identification outcomes of people on complex industrial sites are achieved. This method has obvious significance for analyzing worker's action and improving production efficiency. However, this method is faced with the problems of huge computation and requirement of high performance hardware. In the future, we will further integrate the advantages of the two identification methods and use data enhancement methods to further improve their application capability on industrial sites. At the same time, the model size is to be reduced to carry out more efficient detection and identification for human targets. Acknowledgements This work was supported in part by the JCKY Project of China (#JCKY2019603C016).","jihong yan* school of mechatronics engineering harbin institute of technology harbin 150001, china jyan@hit.edu.cn chao chen school of mechatronics engineering harbin institute of technology harbin 150001, china chenchao97@foxmail.com",
9,3D Display Of Virtual Assembly Of The Large Mechanical  Structure Based On Vr,"virtual assembly technology has been widely used in the fields of mechanical equipment and industrial simulations. however, the current virtual assembly is mainly centered on function and technology, without considering human interaction experience. aiming at the realization, analysis and display of virtual assembly of large and complex mechanical structure, a complete set of technical solutions is introduced. 3d model establishment and assembly animation simulation are carried out based on ug and tecnomatix platforms; through vr technology, a human-computer interaction mode for structure-oriented virtual assembly process is built, which enables users to simulate the operations of assembly objects; shutter 3d technology is used to output the experience picture of a single user in vr through a high-definition 3d projector, which can satisfy the immersive experience of multiple users in the 3d virtual assembly process at the same time. this technical route has a positive significance for simulating the assembly process of large complex mechanical structures more truly, verifying and improving the assembly scheme, and realizing the human-computer interaction oriented to the assembly process. proceedings of the international conference on industrial engineering and operations management harbin, china, july 9-11, 2021 © ieom society international 48",,"The virtual assembly 3D display technology based on VR can vividly and intuitively display the assembly technical route of large mechanical structure, the composition and layout planning of the equipment used in the assembly, as well as the entire dynamic assembly process. In the design stage of virtual assembly technology scheme, the combination of 3D engineering modeling technology and virtual reality technology can quickly produce the virtual display video of the technical scheme of large mechanical structure, which provides an effective mean for the demonstration of its technical scheme. The method proposed in this paper is a summary of the 3D video generation process of the virtual assembly demonstration of the nozzle section base of a large wind tunnel which is a universality way. Using this method is devoted to effectively shorten the demonstration time of the assembly technology scheme, enhance the reliability of the assembly scheme, and provide a","lizhong zhao, ph.d. school of mechatronics engineering harbin institute of technology harbin, china zhaolzh@hit.edu.cn li zhang, bachelor school of mechatronics engineering harbin institute of technology harbin, china lizhang0325@126.com huaqiu ding , master school of mechatronics engineering harbin institute of technology harbin, china hding@hit.edu.cn jihong yan*, ph.d. professor in industrial engineering deputy dean of school of mechatronics engineering head of intelligent manufacturing scientific research team harbin institute of technology harbin, china jyan@hit.edu.cn",
