,Title,Abstract,Keywords,Conclusion,Authors,References
0,Supply Chain Differentiation: A Quantitative Fuzzy  Application To Segment Demand Driven Supply Chains,"companies are confirming that in a vuca (volatile, uncertain, complex, and ambiguous) world, it is possible to gather improvements from becoming demand driven. to achieve this, it is important for organizations to be aware of the supply chains present on its operations to apply different segmentation approaches in managing them. we analyzed several segmentation models in order to adapt one of them to identify a demand driven supply chain (ddsc) in a company object of study. the objective was to quantify the percentage of produced volume which has ddsc characteristics, based on the buying behavior of two previously identified customers group. the proposed model enabled the organization to identify that 47,94% of group a volume and 85,07% of group b volume were adherent to a ddsc. by using gathered data from a real application, the model strongly supports the use of a quantitative fuzzy methodology to segment supply chains, since the results were coherent to the reality pointed by the experts from the studied industry. the adapted model contributed to the alignment of the supply chain of the studied industry, providing a more accurate evaluation methodology than other proposed models in literature, facilitating the indication of strategic paths to realignment.",,"This work main proposal was to adapt a supply chain segmentation model to assess the identification of DDSCs in industries. It is important to develop new approaches to enable companies to better positioning themselves and to guide them into finding new methods and tools to thrive in this more turbulent and dynamic markets. This study illustrates the adaptation and application of a fuzzy methodology to identify a DDSC in a fertilizer mixing industry. Aligned with the main objective, the proposed model was able to evaluate the current patterns in the clients and company behavior from a quantitative set of data. According to the data obtained from the model application, 47,94% of the demand from Group A and 85,07% of the demand from Group B were adherent to a DDSC. There are many segmentation models, but none of them seeks to identify the Demand Driven environment. This work adapted a model that, according to Ferreira (2017), united two strong and different schools in supply chain segmentation (the lean-agile and the dynamic alignment schools), in order to accomplish the objective of identify the DDSC. The results confirmed the initial affirmation of two distinct customer segments, deepening the understanding that, besides clients, the supply chains were significantly different. Another objective of the work was to propose strategies for the company to align their operations with the supply chain. As previously shown, the model proposed by Ptak and Smith (2018) called DDAE might be a solution for the company to adapt their strategy to the DDSC identified in the study. Despite the results, we recognize that our study is not a definitive model for quantitatively segmenting supply chains. It is needed further research and exploration in order to accomplish important and necessary advancements. As proposed future research, we suggest (1) a better characterization of the DDSC; (2) tests with another segmentation models in order to seek a faster result and (3) the creation of methods to remove the human judgment in the creation of the parameters for the membership functions, such as Neurofuzzy techniques, making the segmentation happen in real time.","lucas alves s. santos¹ and kleber francisco espôsto² department of production engineering são carlos school of engineering university of são paulo são carlos, brazil ¹lucassantos@usp.br ²kleberesposto@usp.br",
1,Cylinder Management Flexibilization For Rotogravure  Processtransition For Industry 4.0,"business benefits can be generated from analyzing large amounts of information in real time, reflecting on an efficient way of managing processes. although not is a reality for most companies, the concepts of industry 4.0 are already being characterized as a trend for the future. in this way, the purpose of this study was to optimize the delivery time of cylinders for rotogravure print shop process, through the technologies of industry 4.0. the study was focused on the impacts and the benefits that industry 4.0 can add to the process. as a method, an observational study was carried out to identify the process reality. after, was developed an adaptation proposal with modeling and simulation for the cylinder management process, based on industry 4.0 technologies. was considered only a process in order to not generate complex simulations. the proposed model optimizes resources, bringing satisfactory and immediate results, as well as providing the implantation of this new technology in a gradual way, for the other process steps.","rotogravure, simulation",,"leonardo moraes aguiar lima dos santos, matheus becker da costa, ronaldo bastos dos santos; ricardo silva de souza; sandra elisia lemoes iepsen and liane mahlmann kipper* postgraduate program in industrial systems and processes *mba hybrid education, active methodologies and learning management university of santa cruz do sul santa cruz do sul, rio grande do sul, brazil lmsantos@mx2.unisc.br; matheusbcosta@mx2.unisc.br; rbastos@mx2.unisc.br; ricardos1@mx2.unisc.br; siepsen@mx2.unisc.br; liane@unisc.br","References 
 
Ahuett-Garza, H., and Kurfess, T., A brief discussion on the trends of habilitating technologies for Industry 4.0 
and Smart manufacturing. Manufacturing Letters, 15, 60-63, 2018. 
Babiceanu, R. F., and Seker, R., Big Data and virtualization for manufacturing cyber-physical systems: A survey 
of the current status and future outlook. Computers in Industry, 81, 128-137, 2016. 
Banks, J., et al., Discrete-event system simulation: Pearson new international edition, Pearson Higher Ed, 2013. 
Bär, K., Herbert-Hansen, Z. N. L., and Khalid, W., Considering Industry 4.0 aspects in the supply chain for an 
SME. Production Engineering, 12(6), 747-758, 2018.  
Bibby, L., and Dehe, B., Defining and assessing industry 4.0 maturity levels–case of the defence 
sector, Production Planning & Control, 29(12), 1030-1043, 2018. 
Blanchet, M., et al., Industry 4.0: The new industrial revolution-How Europe will succeed. Hg. v. Roland Berger 
Strategy Consultants GmbH, München. Abgerufen am 11.05. 2014, unter http://www. rolandberger. 
com/media/pdf/Roland_Berger_TAB_Industry_4_0_2014 0403. pdf, 2014. 
Bohan, M. F. J., Claypole, T. C., and Gethin, D. T., The effect of process parameters on product quality of 
rotogravure printing,"
2,Scientific Mapping Of Project Management And  Educational Perspectives For Industry 4.0,"the research aimed to carry out a scientific mapping, in scopus and science direct, about project management and educational perspectives for industry 4.0. for this was used the method preferred reporting items for systematic reviews and meta-analyses (prisma). we conduced a systematic literature review on the topics industry 4.0, project management, skills and engineering education. from the results found, it is highlighted that the project management theme will be very important in view of the new industrial revolution being considered a professional, methodological and operational competence. authors highlight the importance of the theme for the information technology (it) sectors facing the transformations caused by the fourth industrial revolution. however, in the area of education, there is a paradigm regarding the project management discipline as it is neglected in engineering courses, not arousing student interest. to minimize this problem, a partnership between governments, universities and companies is mentioned. another possible solution to reduce this educational gap is the creation of learning factories, which enable the union between theory and practice, arousing greater interest of students and assisting in the development of skills required by industry 4.0.","skill, industry 4.0",,"dantom guilherme helfer, liane mahlmann kipper and sandra elisia lemões iepsen graduate department in industrial systems and processes university of santa cruz do sul santa cruz do sul, rio grande do sul, brazil dantom@mx2.unisc.br, liane@unisc.br, siepsen@mx2.unisc.br",
3,Education In The Anthropocene: Disinformation And Power  Relations On Environmental Education,"the change in the use of natural resources on our planet is a most urgent topic to be addressed in the environmental agendas of all governments and discussed by civil society and the academic community. as consequence of this period known as anthropocene, global warming is one of the most critical issues on the environmental agenda in the 21st century as it affects biogeochemical cycles and planetary biodiversity. in terms of sustainability, higher education can introduce new trends in the domains of education, research, and extension. however, understanding the environmental agenda requires a more careful analysis of information, stakeholder dynamics, public management and conflict of interest. how to counter desinformation about environmental education in heis (higher education institutions)? this qualitative research based on the federal network of professional scientific and technological teaching (rfepct) seeks, through the proposal of a digital platform, to present a means of greening education.","hei, desinformation, not sustainable","As consequence of this recently called Anthropocene period, climate change is one of the most significant axes of the environmental agenda in the 21st century, as it affects biogeochemical cycles and planetary biodiversity. However, it should not be forgotten that we are embedded in a consumer society that promotes, encourages or reinforces the choice of a consumerist lifestyle and existential strategy, and rejects all alternative cultural options. Questioning the growth society implies questioning capitalism, the current planetary crisis elicits different responses in individuals, groups and governments, ranging from denial, misunderstanding and indifference to a yearning for engagement and activism. At first glance, it seems impossible to build 'sustainable development' without an education for greening. Regarding the educational, scientific and academic field, this context requires commitment to the search for technical and political-economic solutions that meet the material and symbolic needs that structure contemporary society, without ignoring the conflicts of interest in this and its contradictions. The relationship between environment and citizenship education takes on an increasingly challenging role, demanding the emergence of new knowledge to grasp social processes that are becoming more complex every day. At this point, there needs to be an educational process capable of positioning itself politically and conducting a critical analysis of the various social and environmental projects that dispute social and political-pedagogical goals. Proceedings of the International Conference on Industrial Engineering and Operations Management Sao Paulo, Brazil, April 5 - 8, 2021","ursula maruyama business administration department cefet/rj rio de janeiro, brazil maruyama.academic@hotmail.com, ursula.maruyama@cefet-rj.br liz-rejane issberner postgraduate program in information science ppgci, ibict/ufrj rio de janeiro, brazil liris@gmail.com wladmir henriques motta production engineering department/dippg cefet/rj rio de janeiro, brazil mottaw@gmail.com, wladmir.motta@cefet-rj.br marcelo sampaio dias maciel business administration department cefet/rj rio de janeiro, brazil msdmaciel@gmail.com, marcelo.maciel@cefet-rj.br","references of knowledge and practices integrating 
technology with content, promoting the awareness of the student so that one builds a new awareness about the 
environmental impacts. 
 
Acknowledgements 
 
RFEPCT managers and Conif FDI committee for allowing to investigate their data and interview their members. 
 
References 
 
Bauman, Z.  Capitalismo parasitário: e outros temas contemporâneos. Rio de Janeiro: Zahar, 2010. 
Giddens, A. Mundo em descontrole. 3 ed.  Rio de Janeiro: Record, 2007. 
Issberner, L-R; Lená, P. Anthropocene: the vital challenges of a scientific debate In: The Unesco Currier, Abril/June 
2018. 
Jacobi, P.; Maia, R. Challenges and strategies to strengthen relationship between science and politics regarding climate 
change. Ambiente & Sociedade. v.XIX, n.4, p.235-248, 2016. 
Latouche, S. Pequeno tratado do decrescimento sereno. São Paulo: Martins Fontes, 2009. 
Leff, E. Ecologia, capital e cultura: a territorialização da racionalidade ambiental. Petrópolis, RJ: Vozes, 2009. 
Léna, P.; Issberner, L. Desafios para o Brasil em Tempos de Antropoceno. In: MAY, H. Peter. (Org.). Economia do 
meio ambiente: Teoria e prática. 3a.ed. Rio de Janeiro: Elsevier, 2018, p. 205-230. 
Lewandowsky, S. et al. Misinformation and Its Correction: Continued Influence and Successful Debiasing, 
Psychological Science in the Public Interest, v.13, n.3, pp. p.106–131, 2012. 
Lipovetsky, G. A felicidade paradoxal: ensaio sobre a sociedade de hiperconsumo. São Paulo: Cia das Letras, 2007. 
Maruyama, U. et al. Nurturing the Seeds of Sustainability Governance: Rio+25 Brazilian Higher Education Institution 
Case Study. In: 4th World Symposium on Sustainable Development at Universities, 2018, Penang. Following-
up the UN Conference on Sustainable Development (Rio+20), 2018. v. 1. 
Maruyama, U. Filtro invisível ou miopia informacional? Reflexões acerca das ferramentas de busca na internet sob a 
perspectiva do Marketing e da Ciência da Informação. In: XII CONGRESSO NACIONAL DE EXCELÊNCIA 
EM GESTÃO & III INOVARSE, 2016, Rio de Janeiro. Transformação Organizacional para a Sustentabilidade, 
2016. 
Metzger, M.; Flanagin, A.J. Credibility and trust of information in online environments: The use of cognitive 
heuristics. Journal of Pragmatics, n.59, p. 210-220, 2013. 
Paulson, S. Political ecology. In: D’ALISA, G. et al. Degrowth: a vocabular of a new era. New York: Routledge, 2015. 
Peci, G. et al., Biodiversity redistribution under climate change: Impacts on ecosystems and human well-being. 
Science, v.355, n.1389, Mar. 2017. 
Proctor, R.; Schiebinger, L. Agnotology: the making and unmaking of ignorance. Palo Alto, CA: Stanford University, 
2008."
4,Financial Analysis Of A Small Scale Mining Organization,in this study a financial analysis of a small scale gold producing and selling company was done to determine the liquidity of the organization. the gearing ratio was found to be as high as 44.5% with a company equity of $412 000. the debtor’s collection period was 34.7 days with debtor’s turnover ratio of 5.73. the creditor’s turnover ratio was 1.67 with an inventory turnover of 0.83 and a net profit margin of 6.3% was realized. the analysis indicated that the organization’s liquidity was depressed.,"debtors, creditors, gearing, inventory",,"m. m. manyuchi department of operations and quality management, faculty of engineering and the built environment, university of johannesburg, south africa mercy.manyuchi@gmail.com t. mudamburi department of technoprenuership, school of business sciences and management, harare institute of technology, zimbabwe tmudamburi@hit.ac.zw n. sukdeo department of operations and quality management, faculty of engineering and the built environment, university of johannesburg, south africa nsukdeo@uj.ac.za",
5,Response Profiles In The Rose Survey,"science, technology, engineering and mathematics (stem) are not particularly popular disciplines among university applicants. in addition, there is high rate of dropouts in the first years of these programs. since motivation is a very important factor in the selection of a university program as well as in students´ success or failure, we have included the national university of hurlingham to the relevance of science education (rose) project. in order to know more about students´ attitudes, a survey was carried out among 359 high school students in argentina. a four- point likert scale was used to analyze answers on the basis of the principal component analysis (pcm). four profile related components were obtained: • c1. topics in the sections: “what i would like to learn”. 109 context-related topics in natural sciences (environmental protection, common affairs, natural phenomena, health, mysteries, cts, nos, etc.). of these, this profile includes aspects related to health and reproduction, in particular sexual health, sex, growth and maturation and diseases. • c2. aspects the sections: “what i would like to learn” related with technology (functions of technological objects, substances such as petroleum, explosives). items from the section “my future work” appear less often (such as work with machines, tools or technology, creation or repair of technological objects). • c3. topics related with “what i would like to learn” mostly appear in two subject groups: mysteries, outer space objects and extraterrestrial life on the one hand; and on the other recent inventions and discoveries. protection of endangered species is also mentioned. • c4. in the section “my experiences outside school”, the following are mentioned: use of levers, wheelbarrows and binoculars, garbage separation and tire repair. proceedings of the international conference on industrial engineering and operations management sao paulo, brazil, april 5 - 8, 2021 © ieom society international 245",,,"diego petrucci universidad nacional de hurlingham. instituto de educación. av. vergara 2222, b1688gez villa tesei, buenos aires, argentina. departamento de ciencias básicas, facultad de ingeniería, universidad nacional de la plata, 1 y 47, cp 1900, la plata, buenos aires, argentina. diego.petrucci@unahur.edu.ar, diegope@gmail.com monica giuliano universidad nacional de hurlingham. instituto de tecnología e ingeniería. av. vergara 2222, (b1688gez), villa tesei, buenos aires, argentina. departamento de ingeniería e investigaciones tecnológicas, universidad nacional de la matanza, buenos aires, argentina. monica.giuliano@unahur.edu.ar, mgiuliano@unlam.edu.ar juan pedrosa universidad nacional de hurlingham. instituto de tecnología e ingeniería. av. vergara 2222, (b1688gez), villa tesei, buenos aires, argentina. juan.pedrosa@unahur.edu.ar",
6,Using E-Status For Assist Learning In A Probability And  Statistics Subject,"in the subject probability and statistics for engineering careers at national university of la matanza, argentina, a high number of dropouts and disapprovals are observed. taking this into account, the professors of this subject started some years ago to use an automatic self-correcting web platform called e-status. this platform has the free software r as a calculation engine and allows parameterizing problems so that students can solve it several times, with variations. the students have an active repository of problems to practice the contents proposed by their teachers, obtaining immediate correction of their results. although the results obtained in previous publications of this research group show a clear incidence of the practice in e-status on the approval of the subject, it was observed the need to accompany the numerical exercises with others of conceptual or theoretical type to favor reflection and metacognition of the contents. students require more guidance for learning in e- learning spaces that favor the questioning of their conceptual assumptions and their way of appropriating the contents. to take these aspects into account, we worked on the contents of the platform and offered students a course in metacognitive strategies. the monitoring carried out from 2016 to 2018 shows a statistically significant academic improvement in favor of those who use the platform. additionally, the increase in the use of the platform is an indicator of the value given by students and teachers to it, with a positive effect on the approval of the subject and consequently on the decrease in dropouts.","e-learning, web-based tools",,"silvia noemí perez department of engineering and technological research national university of la matanza buenos aires, argentina sperez@unlam.edu.ar monica giuliano department of engineering and technological research national university of la matanza, buenos aires, argentina universidad nacional de hurlingham. instituto de tecnología e ingeniería. av. vergara 2222, (b1688gez), villa tesei, buenos aires, argentina. mgiuliano@unlam.edu.ar, monica.giuliano@unahur.edu.ar",
7,Analyzing Factors Responsible For Energy Use In The  Construction Industry,"this study emphasized on the famous factors (activity, structure and intensity) responsible for energy consumed in the south african construction and building industry between 1994 and 2016. a famous technique in the understanding of such factors was employed – logarithmic mean divisia index (lmdi). structure effect was inconsequential on its impact on the change in energy consumption. intensity on the other hand played its role to affecting the energy consumption positively but could not overturn the increase experienced during the period of study. activity effect was the major contributor to the 88.7% increase in the energy consumed. improvement on energy efficiency within this industry requires not just investment on new technologies but improvement on existing technologies will improve the various activities/operations needed within the industry.","lmdi, energy consumption","In this study, factors responsible for the increase in South Africa’s energy consumption at the building construction and civil engineering and the construction industrial sectors was analysed between 1994 and 2016. These factors include activity, structure and intensity. Analysis was carried out using the additive LMDI. It can be concluded that (1) activity was the most responsible factor leading to 88.7% increase of energy from 1994 to 2016. Most of the activities involved in the industry are the extraction, processing and manufacture, transportation and assembly. Production of a concrete would require approximately 2.775 MJ of energy. The amount of energy is a lot especially with the number of concretes to be manufactured by these industries in the promotion of economic growth. (2) Intensity had a positive effect on the energy consumption through its reduction proving efficient use of energy though not sufficient enough to reduce the total consumption of energy. (3) Structure effect was unrecognizable in its impact made towards the increase of energy consumption during the period of study. To improve on the energy efficiency as it concerns the various activities, not just investment on new technologies are important but an improvement of existing technologies would go a long way. This will lead to an improvement in the operational efficiency and optimization of the allocation of resources (in this case – energy) as it is required for the industry processes. Acknowledgements The author will like to acknowledge Eskom Tertiary Education Support Programme (TESP) for providing financial support.","oludolapo akanni olanrewaju industrial engineering department durban university of technology durban, south africa oludolapoo@dut.ac.za",
8,Process Capability In Lgpd Context: Characterization And  Potential Future Directions,"given the importance of data and information, it is also important to treat and develop data as a core business asset. this means that data needs to be actively managed at all stages of the data lifecycle (i.e collected, stored, analyzed, shared, and archived) through defined data practices, standards, and policies. law 13.709 / 2018 impacts on private and public companies nationwide, considering any size and market segment, while taking into account the need to meet the requirements efficiently and sustainably. the aim of this paper is to characterize the main areas of contribution to the evaluation of the process capability for digital transformation in relation to cybersecurity in the context of the general data protection law and to present some topics in which field research could be further developed. to this end, a citation / citation analysis of the literature related to process capability and process improvement models published in the main journals from 2000 to 2019 is made. the main authors are identified and a field is analyzed, with the objective of identifying the areas of contribution. the results show that contributions can be characterized in areas such as business processes, iso, maturity models, risk management, decision support.","lgpd, data protection, machines",,"gianfranco muncinelli, edson pinheiro de lima, fernando deschamps, sergio e. gouvea da costa, juliana lara souza, alexandre dos santos pereira, josé marcelo a. p. cestari industrial and systems engineering graduate program pontifical catholic university of parana curitiba, pr, brazil gmunci@hotmail.com; e.pinheiro@pucpr.br; fernando.deschamps@pucpr.br; s.gouvea@pucpr.br; julianalara9828@gmail.com; ale952@gmail.com; cestari@ufpr.br",
9,Applying Data Mining Techniques And Analytic Hierarchy  Process To The Food Industry: Estimating Customer Lifetime,"customer segmentation is increasingly needed in a context where customer interests are vital for companies to survive. this study proposes the use of the weighted rfm (recency, frequency, monetary) supported by data mining techniques and the analytic hierarchy process (ahp), to classify the customers according to their lifetime value (clv). the customer segments obtained can be used to boost marketing strategies, as these segments enable to differentiate the customers. each segment of customers is described by a set of rules based on the customers’ purchasing patterns. the methodology developed is validated by using a real case study, i.e. a food industry company, whose core business is the production of biscuits.","ahp, clustering","and Future Work This paper aims at demonstrating how a customer-centric analysis can be created through the application of data mining techniques and AHP. Two segmentation models were presented, being the first one selected, considering the feasibility of implementation. Subsequently, the respective CLV for each segment of customers was estimated. The objective of the customers segmentation is not only to identify segments, but to discover how they can articulate and integrate into the 4P strategy (Price, Place, Product and Promotion). As a next step, it is necessary to explore the development of the strategy to be launched, resulting from the segmentation process. With the information resulting from this study, the company could define a different strategy depending on the type of clusters. For the segment referring to the lowest value, marketing campaigns and discounts could be launched to stimulate buying, make current products known (for example, by providing samples), promote experimentation, dispose of products or blur seasonality of consumption. For clusters that currently have a higher value, premium treatment and a closer relationship with the customers, is recommended to maintain customer value. Given the company's focus on innovation and the consequent launch of new products, it could be interesting to involve the most valuable customers in the ideation and/or to guarantee exclusive sales, in order to reinforce their special nature. Throughout the development of this project, most of the time was spent on processing the information provided by the company, which corroborates with several data mining studies that emphasize that the preparation stage is one of the most relevant and often time-consuming aspects of these type of projects (Khajvand, Zolfaghar et al. 2011, Bunnak, Thammaboosadee et al. 2015). This reinforces the importance of keeping information organized and up to date, providing a central point of consultation and record of information. Proceedings of the International Conference on Industrial Engineering and Operations Management Sao Paulo, Brazil, April 5 - 8, 2021","value fátima carneiro kaizen institute western europe, faculty of engineering of the university of porto r. manuel alves moreira 207, vila nova de gaia, portugal rua dr. roberto frias, 4200-465 porto, portugal fcarneiro@kaizen.com vera miguéis faculty of engineering of the university of porto, inesc tec rua dr. roberto frias, 4200-465 porto, portugal vera.migueis@fe.up.pt","References  
 
Assael, H. and A. M. Roscoe Jr (1976). ""Approaches to market segmentation analysis."" The Journal of Marketing. 
Bauer, C. L. (1988). ""A direct mail customer purchase model."" Journal of Direct Marketing 2(3): 16-24. 
Benesty, J., J. Chen, Y. Huang and I. Cohen (2009). Pearson correlation coefficient. Noise reduction in speech 
processing, Springer: 1-4. 
Berson, A., S. Smith and K. Thearling (2000). Building data mining applications for CRM, McGraw-Hill  
Birant, D. (2011). Data mining using RFM analysis. Knowledge-oriented applications in data mining, InTech. 
Bult, J. R. and T. Wansbeek (1995). ""Optimal selection for direct mail."" Marketing Science 14(4): 378-394. 
Bunnak, P., S. Thammaboosadee and S. Kiattisin (2015). Applying Data Mining Techniques and Extened RFM Model 
in Customer Loyalty Measurement, Mahidol University. 
Chen, D., S. L. Sain and K. Guo (2012). ""Data mining for the online retail industry: A case study of RFM model-
based customer segmentation using data mining."" Journal of Database Marketing & Customer Strategy 
Management. 
Cheng, C.-H. and Y.-S. Chen (2009). ""Classifying the segmentation of customer value via RFM model and RS theory."" 
Expert systems with applications 36(3): 4176-4184. 
Constantinides, E. and M. C. Zinck Stagno (2011). ""Potential of the social media as instruments of higher education 
marketing: A segmentation study."" Journal of marketing for higher education 21(1): 7-24. 
Fader, P. S., B. G. Hardie and K. L. Lee (2005). ""RFM and CLV: Using iso-value curves for customer base analysis."" 
Journal of marketing research 42(4): 415-430. 
Fitzpatrick, M. (2001). ""Statistical Analysis for Direct Marketers--In Plain English."" Direct Marketing 64(4): 54-56. 
Gupta, S. and D. R. Lehmann (2003). ""Customers as assets."" Journal of interactive Marketing 17(1): 9-24. 
Hautamäki, V., S. Cherednichenko, I. Kärkkäinen, T. Kinnunen and P. Fränti (2005). Improving k-means by outlier 
removal. Scandinavian Conference on Image Analysis, Springer. 
Hosseini, S. M. S., A. Maleki and M. R. Gholamian (2010). ""Cluster analysis using data mining approach to develop 
CRM methodology to assess the customer loyalty."" Expert Systems with Applications 37(7): 5259-5264. 
Hughes, A. M. (1996). ""Boosting response with RFM."" Marketing Tools: 4-8. 
Ishizaka, A. and A. Labib (2009). ""Analytic hierarchy process and expert choice: Benefits and limitations."" Or Insight. 
Kaymak, U. (2001). Fuzzy target selection using RFM variables. IFSA World Congress and 20th NAFIPS 
International Conference, 2001. Joint 9th, IEEE. 
Kesavaraj, G. and S. Sukumaran (2013). A study on classification techniques in data mining. Computing, 
Communications and Networking Technologies (ICCCNT), 2013 Fourth International Conference on, IEEE. 
Khajvand, M., K. Zolfaghar, S. Ashoori and S. Alizadeh (2011). ""Estimating customer lifetime value based on RFM 
analysis of customer purchase behavior: Case study."" Procedia Computer Science 3: 57-63. 
Kotler, P. (1974). ""Marketing during periods of shortage."" The Journal of Marketing: 20-29. 
Kotler, P. (2000). ""Marketing management, millennium ed."" Prentic Hall. 
Kumar, V. (2008). ""Customer lifetime value—the path to profitability."" Foundations and Trends® in Marketing. 
Lamb, C., J. Hair, C. McDaniel, C. Boshoff and N. Terblanche (2008). ""Marketing Johannesburg: Oxford University 
Press."" 
Lee Rodgers, J. and W. A. Nicewander (1988). ""Thirteen ways to look at the correlation coefficient."" The American 
Statistician 42(1): 59-66. 
Li, D.-C., W.-L. Dai and W.-T. Tseng (2011). ""A two-stage clustering method to analyze customer characteristics to 
build discriminative customer management: A case of textile manufacturing business."" Expert Systems with 
Applications 38(6): 7186-7191. 
Liu, D.-R. and Y.-Y. Shih (2005). ""Hybrid approaches to product recommendation based on customer lifetime value 
and purchase preferences."" Journal of Systems and Software 77(2): 181-191."
