,Title,Abstract,Keywords,Conclusion,Authors,References
0,Analysis Of Scientific Initiation In Brazil With Emphasis On  Regional Disparities And Distribution Between Public And,"the advance in the production and dissemination of scientific knowledge around the world has been causing an increase in public actions to contribute to decision makers at specific levels of competence. within this context, this study aims to analyze the impact of investments in public policies at the beginning of the academic research chain in brazil, that is, scientific initiation and regional disparities about it. this research has a qualitative nature and is based on information obtained from the national council for scientific and technological development. as a result of this analysis, it was found that, despite the existence of a legal basis that protects the north, northeast and midwest regions, regional disparities are still critical. additionally, the participation of private higher education institutions in the scientific initiation scholarship system is still low, which is mainly due to the low quality of the projects presented by these institutions. thus, more effective actions to reduce disparities and increase the quality of research in private higher education institutions, such as, for example, the use of clear criteria and scripts in the notices for the evaluation of research projects, must be adopted by the governmental sphere of public policies to foster research in brazil.","public policy, that is","When analyzing the information on investments in public policies for scientific initiation in Brazil, in the existing model, we find that, despite the legal basis that protects the North, Northeast and Midwest regions, regional disparities are still critical. In addition, the participation of private HEIs in the scientific initiation scholarship system is still low, which is mainly due to the low quality of the projects presented by these institutions, especially due to the low focus of these HEIs in the research field. Thus, more effective actions to reduce disparities and increase the quality of research in HEIs must be adopted by the governmental sphere of public policies to promote research in Brazil. In this sense, the objective of the research was met by making a critical analysis of the impact of investments in public policies at the beginning of the academic research chain in Brazil, that is, scientific initiation and regional disparities about this process. The research found difficulties in compiling the total of scientific initiation proposals submitted by all HEIs in the country, due to their scope and diversity. Thus, the analysis points to the need for a more in-depth study of the mechanisms that guide the distribution of resources for scientific initiation in Brazil.","private institution fábio aquino da silva1 geisa meirelles drumond2 marcelo jasmim meiriño3 mirian picinini méxas4 engineering school fluminense federal university niterói, rj, brazil faquin98@gmail.com1, meirellesdrumond@gmail.com2, marcelojm@id.uff.br3, mirian_mexas@id.uff.br 4 haydée maria correia da silveira batista civil engineering department federal university of rio de janeiro rio de janeiro, brazil haydeemcsb@gmail.com",
1,Blockchain Technology And Supply Chain:  An Application Review,"the market of oil and gas encompasses long-term, high-risk projects, which leads companies to search for solutions that can bring more reliability and efficiency to their processes. blockchain technology has emerged in the financial market but has expanded to other fields where one of the most promising markets for its use is in the supply chains of materials and services. by means of bibliographical research, it has been possible to identify the main applications of this technology, as well as to evaluate its current stage of deployment and its main aspects. it was possible to investigate replacement automation, modelling of logistics and supply operations, digitalization, costing, payment systems and smart contracts, which from a pool of several hundred publications, demonstrated to be the most important ones about the usage of blockchain in the supply chain.","blockchain, oil and gas",,"alexandre do valle faria professor and research fluminense federal university rio de janeiro, brazil e-mail: avalle.faria@gmail.com carlos eduardo r. b. barateiro department of engineering estácio de sá university macaé, brazil e-mail: cerbb@terra.com.br josé rodrigues de farias filho professor and research fluminense federal university rio de janeiro, brazil e-mail: fariasfilho@gmail.com",
2,Reducing Imposter Detection Time Of Web Applications  Using Continuous Authentication,"mouse dynamic-based behavioral biometrics can provide an extra layer of security for web applications while ensuring the usability of the application. it also minimizes the password-sharing issue faced by web-based service providers. researchers have achieved this with two different models, namely continuous authentication (ca) and periodic authentication (pa). pa model authenticates the user regularly after a set of actions or a certain time duration whereas ca model authenticates the user after every single action. these models are evaluated based on accuracy metrics such as false acceptance rate (far), false rejection rate (frr), and area under the curve (auc). however, the imposter detection time is also an important factor for evaluating ca and pa models. the main two metrics that have been introduced related to imposter detection time are the average number of genuine actions (anga) and the average number of imposter actions (ania). according to the literature, most of the ca models have been developed to authenticate the user while using the computer for general purposes. however, only a few models are have been proposed to authenticate users when they are using web applications. further, the data sets that are used to develop the above ca models are also classified into two categories as web application-based activities and general application-based activities considering the way of data collection. patterns and variations that occur naturally when users are interacting with their web applications using mouse are called web-based mouse dynamics which are mainly captured during navigating, and reading. among the few research conducted on web application-based mouse dynamic continues authentication models, the imposter detection time-based matrices such as anga and ania have not been considered. this paper we therefore present an approach to increase the confidentiality of web applications using a continuous authentication model optimized to reduce imposter detection time based on the user’s mouse dynamics. the proposed approach first identifies the best mouse movement features to reduce the number of mouse movements and based on those identified features, then a ca model is developed to reduce the imposter detection time. bogazici mouse dynamic dataset is used for the training and development of the ca model since this data set contains the details such as timestamp, pointer position, and interacted application. the input data set is trained using the best models that are identified from the literature, particularly the ones with high performance for accuracy and minimal block size. finally, an evaluation is conducted related to the accuracy and response time, and those models are compared with existing models to identify the most optimal model for web applications which reduces the imposter detection time based on mouse behavior.",mouse dynamic,,"h.p.n. hettiarachchi, b. jayawardena and k. wijayasiriwardhane department of industrial management, faculty of science, university of kelaniya, sri lanka priyakanisal@hotmail.com, buddhikaj@kln.ac.lk, thareen@kln.ac.lk",
3,Impact Of Supply Chain Collaboration On The Tanzanian  Agri-Food Supply Chain. Intervening Effect Of Partner,"this study aims to explore the antecedents of supply chain collaboration (scc) and then the relationship of the multidimensional construct of scc with supply chain performance. the paper also delves into the mediating and moderating impact of commitment and transactional cost economics at the nexus of scc and supply chain performance. a theoretical model and associated hypotheses were established, drawing upon the systematic review of the extant literature, transactional cost economic and resource-based theories. the model was empirically validated using structural equation modelling on survey data from 635 managers of the agri-food supply chain in tanzania. results revealed that the most influencing scc antecedents in the agri-food supply chain include incentive alignment, goal congruence, joint knowledge creation, and decision synchronisation. we also find that scc as a higher-order construct significantly positively impacts supply chain performance (scp). further, the mediation-moderation test shows that the impact of scc on supply chain performance is partially mediated by partners commitment while significantly moderated by transactional costs management. supply chain partners who manage transactional costs recognise potential problems, monitor deviations, and halt the possibility of partners taking advantage of the relationship, enhancing better performance. our study synthesised social exchange, resource based-view, transaction cost economies and resources dependency theories to explain how supply chain collaboration affects supply chain performance. as a result, supply chain collaboration construct and transaction cost economies have also been improved. this study is one of the first to uncover the role of transactional cost management in moderating the relationship between collaboration and supply chain performance. the findings show that chain partners who manage transactional costs recognise potential problems, monitor deviations, and the possibility of partners taking advantage of the relationship, resulting in better performance. furthermore, this study addresses the literature's recurrent demand for broadening the analytical unit beyond dyadic relationships. as a result, this study broadens the scope of collaboration research beyond specific business and buyer-supplier relationships to a three-stage supply chain. the results inform managers that full benefits of collaboration can be reaped when firms share accurate, complete and relevant crops/products information, share ownership of expensive resources, especially agricultural equipment, storage and transport facilities; and set goals on issues such as transport and storage efficiency, production/sales efficiency and projected level of returns. regarding collaborative communication, this study verifies that open and frequent adjusted and standardised two-way, multilevel correspondence is, for the most part, a better way of enhancing joint decisions and inter-connections. the causal influence of supply chain collaboration on supply chain performance is partially conveyed through partners commitment. therefore, supply chain managers are advised to institute a commitment ethos in their respective organisations to enhance performance.",supply chains,,"commitment and transaction cost management bajjet sylvester naresho, imran ali and delwar akbar school of business and law, central queensland university australia. bajjet.naresho@cqumail.com, i.ali@cqu.edu.au, d.akbar@cqu.edu.au",
4,Production Of Bio Fertilizer From Blending Coal Fly Ash And  Vermicompost,"this work focused on the evaluation of the potential to produce a bio fertilizer from the blending of vermicompost and leached coal fly ash. a blended bio fertilizer with nitrogen (3.8-4.8%), phosphorous (3.3-4.5%) and potassium (3.7- 6.2%) was produced. the use of vermicompost fertilizer for blending will stabilize fly ash and give it novel properties that make it comparable to the generic chemical fertilizers.","bio fertilizer, bio leaching, coal fly ash",The utilization of fly ash to produce a blended bio fertilizer with vermicompost is a sustainable and environmentally friendly technology. The blended bio fertilizer from fly ash and vermicompost gives a chemical composition that is comparable to chemical fertilizers with an N: P: K ratio of 4:6:4.,"a.e. bobo department of chemical and process systems engineering, school of engineering and technology, harare institute of technology, zimbabwe arthurboboking@gmail.com m. m. manyuchi* department of operations and quality management, faculty of engineering and the built environment, university of johannesburg, south africa *mercy.manyuchi@gmail.com n. sukdeo department of operations and quality management, faculty of engineering and the built environment, university of johannesburg, south africa nsukdeo@uj.ac.za",
5,Trends In Entrepreneurship Education And Suggestions For  Future Research Direction,"entrepreneurship is vital in economic advancement and global competitiveness. entrepreneurship education has shown a rapid growth worldwide as education provides an environment that will stimulate the growth of the learner; and facilitates innovation and competition. transformative changes in entrepreneurship education provide students with an environment to grow and sharpen their entrepreneurial skills and exploit innovation opportunities. academic entrepreneurship education delivers sustainability within the education system by improving knowledge and competencies of entrepreneurship and provides avenues for more advantageous learning. in this paper recent entrepreneurship education studies were reviewed to understand the trends and development in entrepreneurship education studies. the research mainly focused on the status of innovative methods in entrepreneurship education and outlined current innovative methods that are being implemented to inspire a dynamic and self-regulating attitude and a mindset in learners for new opportunities. among innovative methods, technology-enhanced learning and using various technology platforms are found very helpful in bringing about social awareness and innovation from students. digital technologies and e-skill are outlined very helpful in increasing knowledge retention and engagement in a particular topic in entrepreneurship settings to better prepare students for the challenges that are most certainly ahead in the future. also, it is important to adjust different techniques used in teaching to correspond to the needs of the students with multidisciplinary backgrounds. the paper summarizes future research suggestions on research directions in technology enhanced learning and includes implications of interdependence between learning and economic growth.","digital technology, panama city campus",,"eren ozgen college of business florida state university panama city, florida 32405-1099 usa eozgen@fsu.edu",
6,Optimal Truck Dispatch Scheduling Of Ready Mixed  Concrete: A Case Study From Bolivia,"the use of scheduling techniques in ready mixed concrete (rmc) firms in bolivia is a complex problem. the authors developed a linear model for a bolivian rmc firm taking into account the research context. this model integrated rmc truck dispatch data to decide the optimal rmc supply schedule. the authors used historical dispatching data, interviews, and field measurements to build a database and characterize the firm's demand to build an optimized model. a solution algorithm using solver from excel was developed to efficiently solve the optimal rmc supply scheduling problem. afterward, the solution was compared using actual operational data. the results show that the solution algorithm increases rmc supply efficiency and saves costs.","efficiency, scheduling, optimization","Our study makes two contributions to Latin American and Bolivian literature. First, to the best of our knowledge, this is the first study to develop an optimized RMC supply model. Second, based on Feng et al. (2004) and Albayrak and Albayrak (2016), we propose an optimized supply model for RMC firms. Hence, our findings suggest the usability of optimized models in developing countries, such as Bolivia. Specifically, we developed a flow chart to develop the optimized supply model, performed semi-structured interviews with the firm's mixer truck operators, and collected historical information on truck supply cycle times. Next, using the collected information, we determined the average supply cycle times, and thus we created an optimized linear transportation model based on Feng et al. (2004) and Albayrak and Albayrak. Afterward, we used Solver from Microsoft Excel to solve the model. Then, we performed simulations of both current and optimized supply models using different demand values, districts, and jobs. Later, we implemented the solution in a Microsoft Excel Worksheet to automatically and optimally assign clients to trucks, RMC plants, truck departure and arrival times to construction districts, RMC loading and unloading times, and truck departure and arrival times to RMC plants. Next, we validated the model using random demand values to compare the historical and optimized supply cycle times. The optimized supply model decreases average supply cycle times by 28%. Moreover, our optimized model reduces the RMC supply costs from 10 to 7 USD/m3. All studies have limitations, and ours is no exception. First, future studies can increase the accuracy of our results using RMC geospatial data to develop better scheduling models. Second, our study context was in Cochabamba, a small city with a concentration of construction sites in specific districts. Future studies can determine if our model shows similar performance in bigger cities where construction sites are evenly distributed. We expect that our model will inspire future researchers in Bolivia and Latin America to develop optimized RMC supply models according to the context where they live.","boris christian herbas-torrico jorge andres enriquez-reyes exact sciences and engineering research center (cicei) bolivian catholic university cochabamba, bolivia bherbas@ucb.edu.bo; enriquezjorgeandres@gmail.com",
7,Heritage Hotel Development: How Virtual Reality Could  Support The Sustainable Business Performance,"sustainable business performance needs company’s achievement to any set goals. this achievement needed in every kind of business, including the heritage hotel. therefore, heritage hotel must be able to show some innovative method to attract consumer to buy the product offered. one of the innovative ways is to make virtual reality. this study aim to examine the effect of virtual reality based by user experience queries to heritage hotel, and their impact to sustainable business performance. data collection gained by survey with purposive sampling approach. data was analysed using path analysis – pls. the results showed that virtual reality based on attractiveness and stimulation have no significant effect to heritage hotel, but perspicuity, efficiency, dependability, and novelty have significant effect to heritage hotel. heritage hotel has no significant effect to social performance and economic performance, but it has significant effect to environmental performance.","virtual reality, effectiveness","The adoption of technology in operational activities in the hospitality industry has begun, especially the adoption of technology aimed at promoting hotels. Forms of technology such as room booking services through websites, standalone applications, and third-party service applications are carried out to adjust to the latest technological trends including adjusting to the wishes of guests. Heritage-type hotels also perform this service, namely by creating a Virtual Reality that describes the state of the hotel, showing all the facilities offered by the hotel and the services that will be provided to guests. The study aims to examine the effects that Virtual Reality may have Proceedings of the 3rd South American International Industrial Engineering and Operations Management Conference, Asuncion, Paraguay, July 19-21, 2022","agung gita subakti*, tiurida lily anita, and ganang aditiyo prakoso department of hotel management, faculty of economics and communication, bina nusantara university, jln kh syahdan no 9, kemanggisan, palmerah, jakarta 11480, indonesia email: agsubakti@binus.edu, : tiurida.anita@binus.ac.id, ganang.prakoso@binus.edu andhyka tyaz nugraha department of industrial engineering, faculty of technology production and industrial, institut teknologi sumatera, south lampung, indonesia 35365 email: andhykasriwijaya@gmail.com","References 
Asadi S et al., “Investigating influence of green innovation on sustainability performance: A case on Malaysian        
               hotel industry,” J. Clean. Prod., vol. 258, p. 120860, 2020. 
Bekele. M.K, Pierdicca. R, Frontoni. E, Malinverni. E.S, and Gain. J, “A survey of augmented, virtual, and mixed  
               reality for cultural heritage,” J. Comput. Cult. Herit., vol. 11, no. 2, 2018. 
Buhalis. D and Law. R, “Progress in information technology and tourism management: 20 years on and 10 years  
               after the Internet-The state of eTourism research,” Tour. Manag., vol. 29, no. 4, pp. 609–623, 2008. 
Bilgihan. A, Nusair. K, Okumus. F, and Cobanoglu, C, “Applying flow theory to booking experiences: An  
                integrated model in an online service context,” Inf. Manag., vol. 52, no. 6, pp. 668–678, 2015. 
Calantone. R.J, Tamer. C.S, and Yushan. Z, “Learning orientation, firm innovation capability, and firm  
                 performance,” Ind. Mark. Manag., vol. 31, p. 515 citation_lastpage=524, 2004. 
cornerstone, “Understanding Business Performance Management,” https://www.cornerstoneondemand.com/,    
                 2021. 
Daily. B.F, Bishop. J.W, and Massoud. J. A, “The role of training and empowerment in environmental  
                 performance: A study of the Mexican maquiladora industry,” Int. J. Oper. Prod. Manag., vol. 32, no. 5,                 
                 pp. 631–647, 2012. 
Dangelico. R.M, and Pujari. D, “Mainstreaming green product innovation: Why and how companies integrate  
                  environmental sustainability,” J. Bus. Ethics, vol. 95, no. 3, pp. 471–486, 2010. 
Derisma. D and Hersyah.M, “User Experience Measurement using Augmented Reality Application in Learning  
                  4.0,” 2021. 
DiPietro. R.B, Cao. Y, and Partlow. C, “Green practices in upscale foodservice operations: Customer perceptions   
                  and purchase intentions,” Int. J. Contemp. Hosp. Manag., vol. 25, no. 5, pp. 779–796, 2013,  
Direktorat Pelestarian Cagar Budaya dan Permuseuman, “Sistem Registrasi Nasional Cagar Budaya,” 2016.  
Fairoz. F.M, Hirobumi. T, and Tanaka. Y, “Entrepreneurial Orientation and Business Performance of Small and  
                 Medium Scale Enterprises of Hambantota District Sri Lanka,” Asian Soc. Sci., vol. 6, no. 3, pp. 34–46,            
                 2010. 
Fernando. Y, Jabbour. C, and Wah. W.X, “Pursuing green growth in technology firms through the connections  
                 between environmental innovation and sustainable business performance: Does service capability            
                 matter?,” Resour. Conserv. Recycl., vol. 141, no. July 2018, pp. 8–20, 2019. 
Guttentag. D.A, “Virtual reality: Applications and implications for tourism,” Tour. Manag., vol. 31, no. 5, pp.  
                637–651, 2010. 
Ghozali. H, Partial Least Squares Concepts, Techniques and Applications using the SmartPLS 3.0 Program  
                   (Edition 2). Semarang: Undip., 2015. 
Goldmansachs, “Virtual & Augmented Reality: The Next Big Computing Platform?,” 2016.  
                    https://www.goldmansachs.com/insights/pages/virtual-and-augmented-reality-report.html (accessed      
                    Sep. 15, 2021). 
Haffar. M and Searcy. C, “Classification of Trade-offs Encountered in the Practice of Corporate Sustainability,”"
8,Effort Optimization Model In Warehouse Manual Picking.  Case Study: Tusan Distribuidores,"a recurring and expensive operation in company’s warehouses is the picking. operators who execute this activity perform repetitive physical movements and carry objects constantly, which can trigger musculoskeletal disorders. adittionally, there is a great consumption of energy by the operators, which could have negative consequences in the long term. health damages could reduce the quality of the company’s service and productivity due to the increase in absenteeism of the personnel because of the recovery. the objective of the investigation is the application of an optimization model to reduce energy consumption during picking through the redistribution of product lines within a warehouse. the warehouse under study belongs to a peruvian distributor with several lines of products for mass consumption. the applied model will be the one proposed by diefenbach & glock. the data of the current situation taken were: demand, average weights per line, efforts, distances and locations, which were coded in “a mathematical programming language” (ampl) and solved using the cplex solver. the results show 4.4% reduction in energy expenditure compared to the current distribution and 6.0% compared to randomly generated distributions. finally, the optimal distribution by product lines is presented as a result of the modelling that reduces effort.","picking, optimization model","As picking involves repetitive motion and loading products, it may lead to the development of musculoskeletal disorders and to considerable energy expenditure, which may ultimately bring about negative effects on human health. The issue arises when we try to order the product lines in such a way as to mitigate the abovementioned problems. 1.46 1.46 1.46 1.46 1.46 1.46 1.46 1.46 1.46 1.46 0.35 0.27 0.35 1.46 1.46 1.46 1.46 1.46 1.46 0.27 1.46 1.46 1.46 1.46 Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Disposable Stationery Disposable Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Stationery Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Disposable Alc. Beverages Alc. Beverages Alc. Beverages 1.46 1.46 1.46 1.46 1.46 1.46 1.46 1.46 1.46 0.35 1.46 1.46 1.46 1.46 2.40 2.40 2.40 2.40 1.46 1.46 0.27 0.27 0.27 1.46 0.27 0.27 Kilograms Alc. Beverages Cleaning Cleaning Cleaning Cleaning Alc. Beverages Alc. Beverages Stationery Stationery Stationery Alc. Beverages Stationery Stationery Cleaning Cleaning Alc. Beverages Alc. Beverages 2.40 2.40 1.46 1.46 2.40 2.40 2.40 2.40 2.40 2.40 2.40 Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Stationery Stationery Stationery Stationery Cleaning Stationery Stationery Stationery Level k = 1 2.40 2.40 2.40 2.40 Level k = 2 0.27 0.27 0.27 0.27 Level k = 3 2.40 0.27 0.27 0.27 3.11 3.11 2.40 2.40 0.56 2.40 2.40 0.27 3.11 3.11 2.40 0.27 Beverages Beverages Cleaning Cleaning Canned Food Cleaning Cleaning Stationery Beverages Beverages Cleaning Stationery Beverages Beverages Cleaning Cleaning Canned Food Cleaning Cleaning Stationery Beverages Beverages Cleaning Stationery 3.11 3.11 2.40 2.40 0.56 2.40 2.40 0.27 3.11 3.11 2.40 0.27 0.98 0.98 3.11 3.11 0.98 0.98 3.11 2.40 0.98 0.98 3.11 2.40 Groceries Groceries Beverages Beverages Groceries Groceries Beverages Cleaning Groceries Groceries Beverages Cleaning Groceries Beverages Beverages Groceries Canned Food Beverages Groceries Canned Food Beverages 0.98 3.11 3.11 0.98 0.56 3.11 0.98 0.56 3.11 3.27 0.98 0.98 0.25 0.98 0.98 0.25 0.98 0.98 Plastics Groceries Groceries Others Groceries Groceries Others Groceries Groceries 0.22 0.22 0.22 0.22 0.22 0.22 0.22 0.22 0.22 0.22 0.23 0.28 0.23 0.22 0.22 0.22 0.22 0.22 0.22 0.28 0.22 0.22 0.22 0.22 Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Disposable Stationery Disposable Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Stationery Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Alc. Beverages Disposable Alc. Beverages Alc. Beverages Alc. Beverages 0.22 0.22 0.22 0.22 0.22 0.22 0.22 0.22 0.22 0.23 0.22 0.22 0.22 0.22 0.31 0.31 0.31 0.31 0.22 0.22 0.28 0.28 0.28 0.22 0.28 0.28 Alc. Beverages Cleaning Cleaning Cleaning Cleaning Alc. Beverages Alc. Beverages Stationery Stationery Stationery Alc. Beverages Stationery Stationery Cleaning Cleaning Alc. Beverages Alc. Beverages 0.31 0.31 0.22 0.22 0.31 0.31 0.31 0.31 0.31 0.31 0.31 Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Cleaning Stationery Stationery Stationery Stationery Cleaning Stationery Stationery Stationery Level k = 1 0.31 0.31 0.31 0.31 Level k = 2 0.28 0.28 0.28 0.28 Nivel k = 3 0.31 0.28 0.28 0.28 0.65 0.65 0.31 0.31 1.19 0.31 0.31 0.28 0.65 0.65 0.31 0.28 Beverages Beverages Cleaning Cleaning Canned Food Cleaning Cleaning Stationery Beverages Beverages Cleaning Stationery Beverages Beverages Cleaning Cleaning Canned Food Cleaning Cleaning Stationery Beverages Beverages Cleaning Stationery 0.65 0.65 0.31 0.31 1.19 0.31 0.31 0.28 0.65 0.65 0.31 0.28 1.91 1.91 0.65 0.65 1.91 1.91 0.65 0.31 1.91 1.91 0.65 0.31 Groceries Groceries Beverages Beverages Groceries Groceries Beverages Cleaning Groceries Groceries Beverages Cleaning Groceries Beverages Beverages Groceries Canned Food Beverages Groceries Canned Food Beverages 1.91 0.65 0.65 1.91 1.19 0.65 1.91 1.19 0.65 4.45 1.91 1.91 6.36 1.91 1.91 6.36 1.91 1.91 Plastics Groceries Groceries Others Groceries Groceries Others Groceries Groceries Frequency per hour Proceedings of the 3rd South American International Industrial Engineering and Operations Management Conference, Asuncion, Paraguay, July 19-21, 2022","sebastián tang yep facultad de ingeniería y arquitectura universidad de lima lima, perú 20161413@aloe.ulima.edu.pe mateo gonzález cáceres facultad de ingeniería y arquitectura universidad de lima lima, perú 20160633@aloe.ulima.edu.pe rosa patricia larios-francia facultad de ingeniería y arquitectura universidad de lima lima, perú rlariosf@ulima.edu.pe","References 
Bureau of Labor Statistics, Nonfatal Occupational Injuries and Illnesses Requiring Days Away from Work, 2015 (Issue 
202), 2016 
Cornejo, M. & León, F. Propuesta de mejora para la optimización del desempeño del almacén central de Franco 
Supermercados [Tesis de licenciatura, Universidad Católica San Pablo]. Repositorio institucional de la 
Universidad 
Católica 
San 
Pablo. 
(2017) 
https://repositorio.ucsp.edu.pe/bitstream/UCSP/15441/1/CORNEJO_CATACORA_MEL_OPT.pdf 
Díaz Garay, B., and Noriega, M. T, Manual para el diseño de instalaciones manufactureras y de servicio. In 
Universidad De Lima-Fondo Editorial, vol. 2, issue 4, 2017 
Diefenbach, H., and Glock, C. H, Ergonomic and economic optimization of layout and item assignment of a U-shaped 
order picking zone. Computers and Industrial Engineering, vol. 138, 106094, 2019 
Duque, J.C., Cuellar, M. and Cogollo, J. M., Slotting y picking: una revisión de metodologías y tendencias. Ingeniare. 
Revista chilena de ingeniería, vol. 28, no. 3, pp. 514-527, 2020 
ESAN, 
Gestión 
de 
inventarios 
y 
almacenes. 
Available: 
https://www.esan.edu.pe/apuntes-
empresariales/2016/06/gestion-de-inventarios-y-almacenes/, June 24, 2016 
Fachal, C., and Motti, M. V., La ergonomía y el ámbito laboral. Revista Prevención De Riesgos Laborales, vol. 5, pp. 
2–8, 2016 
Garg, A., Chaffin, D. B., and Herrin, G. D., Prediction Of Metabolic Rates For Manual Materials Handling Jobs. 
American Industrial Hygiene Association Journal, vol. 39, no. 8, pp. 661–674, 1978 
Glock, C. H., Grosse, E. H., Abedinnia, H., and Emde, S., An integrated model to improve ergonomic and economic 
performance in order picking by rotating pallets. European Journal of Operational Research, vol. 273, no. 2, pp. 
516–534, 2019 
Grosse, E. H., Glock, C. H., and Neumann, W. P., Human factors in order picking: a content analysis of the literature. 
International Journal of Production Research, vol. 55, no. 5, pp. 1260–1276, 2017 
Instituto Nacional de Estadística e Informática. Demografía empresarial en el Perú - IV Trimestre de 2020, Available: 
https://www.inei.gob.pe/media/MenuRecursivo/boletines/boletin_demografia_empresarial_3.pdf, 2021 
Instituto Nacional de Estadística e Informática. Producto Bruto Interno Trimestral según Actividad Económica (Nivel 
14) 
2007-2020-IV 
(Valores 
a 
precios 
constantes 
de 
2007). 
Available:  
https://www.inei.gob.pe/estadisticas/indice-tematico/economia/, May 12, 2021 
Jarvis, J. M., and McDowell, E. D., Optimal product layout in an order picking warehouse. IIE Transactions (Institute 
of Industrial Engineers), vol. 23, no. 1, pp. 93–102, 1991 
Kasemset, C., and Meesuk, P., Storage Location Assignment Considering Three-Axis Traveling Distance: A 
Mathematical Model, pp. 499–506, 2014 
Li, H. P., Fang, Z. F., and Ji, S. Y., Research on the slotting optimization of automated stereoscopic warehouse based 
on discrete particle swarm optimization. Proceedings - 2010 IEEE 17th International Conference on Industrial 
Engineering and Engineering Management, IE and EM2010, pp. 1404–1407, 2010"
9,Machine Learning In Finance: An Application Of Predictive  Models To Determine The Payment Probability Of A,"in the last decades, private debt collection has become an important industry in ecuador. debt collection agencies are organizations that manage the process of collecting money from delinquent debts and their performance is often measured by the collection success rate. however, determining which clients will repay their liabilities is a complex process and many times subjectively judged. machine learning (ml) models have been successfully implemented on the financing sector for various applications, however a limited amount of work has been published in the prediction of a client´s debt payment probability. in this study, ml models are trained to predict a client´s payment probability to an ecuadorian debt collection agency the first three months after signing a payment agreement. specifically, a feedforward neural network, logistic regression, and gradient boosting ensemble models are implemented using the semma data mining methodology, which comprises the steps of sample, explore, modify, model, and assess. furthermore, by analyzing the results of the models, relevant features that determine whether a costumer will pay or not its debt are identified. the results show that neural networks perform better than the competing models in terms of classification accuracy.","neural networks, machine learning","In this work, a study was conducted in an Ecuadorian Debt Collection Agency to develop a ML model that predicts the clients that will pay their debt after signing a payment agreement. The problem was formulated as a supervised classification problem, following the SEMMA methodology for data mining projects. In the exploratory data analysis, the distribution of the variables was analyzed as well as the relationship between them. On the modify step, the null values were treated, and a forward stepwise selection method was used to reduce the dimensionality of the dataset and select the most important variables. On the model phase, the SMOTE oversampling technique was applied to the unbalanced data set to reduce the disproportionality of the minority class during training. A logistic regression, gradient boosting ensemble, and neural network model were implemented due to their interpretability and capability to model the response variable. The models were evaluated in the assess phase using the metrics of sensitivity, precision, specificity, ROC curve, and AUC. The results show that the neural network model outperformed the competing models in the prediction of the first- and second-month payment, while the gradient boosting performed best during the third month prediction in terms of sensitivity. Hence, it is recommended to use a neural network to classify customers based on the overall performance on the three months. Furthermore, it was found that the variables that affects if a client will pay the next months after an agreement are transferor, qualification in the risk center, education level, and purchase value. The DCA should put emphasizes in analyzing these variables before buying a debt and determining with which clients to sign first the payment agreement.","client andrés buitrón, celeste rodríguez, maría baldeon calisto universidad san francisco de quito, usfq, colegio de ciencias e ingeniería, departamento de ingeniería industrial and instituto de innovación en productividad y logística catena-usfq, diego de robles s/n y vía interoceánica, quito, ecuador 170901 abuitronc@estud.usfq.edu.ec, mcrodriguez@estud.usfq.edu.ec, mbaldeonc@usfq.edu.ec sebastián bonilla universitat politecnica de catalunya- barcelona tech, facultad de matemáticas y estadística, carrer de jordi girona, 31, barcelona españa sebastian.bonilla@estudiantat.upc.edu",
