,Title,Abstract,Keywords,Conclusion,Authors,References
0,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240010,"there are laws and rights aimed at people with disabilities, especially those with mild intellectual disability (ldd), who actively participate in society but face barriers in learning and participating in various activities. in colombia, where 1.3 million people with disabilities are registered, 16.8% correspond to the category of dil, some of whom are part of the economically active population. despite this, significant employment gaps persist. in order to address this gap, this research focuses on the analysis of the specific problems related to the labor inclusion of people with idl in logistics environments, particularly in cold rooms. the aim is to prevent occupational hazards through the application of industry 4.0 technologies. through the collaboration of the analytics and design research seedbed, with entrepreneurs and experts in the field, significant challenges in labor inclusion in low-temperature environments were identified. the agile scrum methodology was used to develop a prototype of an application that addresses these issues. this prototype meets the functional and non-functional requirements necessary to ensure the protection and prevention of risks for workers with dil who perform functions in refrigerated rooms. this prototype manages to provide an inclusive alternative for people with disability intellectual light, challenging business cultural paradigms, by integrating mobile devices with industry 4.0 technologies, encouraging greater interaction between machines and human beings, thus prioritizing the health and safety of employees in their daily activities.","agile methodology, prototyping","The implementation of the Scrum methodology in the design of the prototype of the mobile application ""DILSA"" has generated significant results and effectively addresses the challenges identified in the labor inclusion of people with mild intellectual disabilities (DIL), particularly in specific environments such as refrigerated rooms. 5.1 User-Centered Design The Scrum methodology, by focusing on ongoing collaboration with the stakeholder and support professionals, has ensured user-centered design. The participation of the Product Owner and the Scrum Team in the definition of requirements and the design by sections has allowed the application to be adapted to the specific needs of people with DIL. 5.2 Adaptability and Flexibility The adaptability and flexibility inherent in Scrum has been instrumental in addressing the changing nature of the requirements and needs of people with DIL. The ability to make continuous adjustments during the design process has made it possible to create a prototype that fits the dynamics and diversity of the capabilities and skills of this user group. 5.3 Integration of Industry 4.0 Technologies The design of the DILSA prototype integrates Industry 4.0 technologies, such as facial recognition using artificial intelligence, RFID technology for location and temperature monitoring, and a repository of pictograms that facilitate communication with people with IDD. This integration reflects the synergy between agile methodologies and cutting- 11","design of a mobile application 4.0 for the prevention of occupational risks in workers with intellectual disabilities in logistics operations in refrigerated warehouses jorge enrique portella cleves sena. suomaya research group, bogotá, colombia jeportela33@misena.edu.co https://orcid.org/0000-0002-2089-5580 juan carlos escobar rodriguez sena. suomaya research group, bogota, colombia jcer@misena.edu.co david stevenson guzmán marín sena. suomaya research group, bogota, colombia dsguzman75@misena.edu.co ilmer cuello garcia sena. suomaya research group, bogotá, colombia icuello@misena.edu.co","References 
American Psychiatric Association, Diagnostic and Statistical Manual of Mental Disorders DSM-IV. MASSON, 1995. 
Antequera Maldonado, M., Manual for the care of students with specific educational support needs derived from 
intellectual disabilities. Ministry of Education, General Directorate of Educational Participation and Innovation, 
2008. 
Arco Tirado, J. L., & Fernández Castillo, A., Manual of Psychological Assessment and Intervention in Special 
Educational Needs. McGraw Hill, 2004. 
Barrio Andrés, M., Internet of Things. Reus. Colombia, E. P. (2018, February 26). Decree 392 of 2018. Retrieved 
from 
http://es.presidencia.gov.co/normativa/normativa/DECRETO%20392%20DEL%2 
026%20FEBRUARY%20DE%202018.pdf 
Corona Foundation, ANDI Foundation, and Alliances for Reconciliation Program., National Report on Inclusive 
Employment INEI, 2019. Retrieved from  
DANE, and GEIH., Labor market, disability, Rolling quarter, February - April 2022. Retrieved from 
http://www.dane.gov.co/files/investigaciones/boletines/ech/ech_poblacion_discapacidad/boletin_GEIH_disca
pacidad_feb22_abr22.pdf 
Didiana Velásquez, L., Alba López, L. M., y Palencia Perez, A. S., Basics of Industries 4.0. Retrieved from 
https://colombiatic.mintic.gov.co/679/articles-124767_recurso_1.pdf 
Garzón, L. E., Borda Villegas, E., Cortés González, J. C., Ospina Solórzano, G. L., and Torres Matiz, A. (12 August 
of 2014).  
12"
1,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240016,"tackling the reduction of carbon footprints in global supply chains presents a significant challenge for many companies, driven by tighter governmental emission standards and increasing environmental consciousness among consumers. therefore, it is crucial to incorporate carbon emissions considerations into supply chain management strategies. this work focuses on supply mode selection for a company that deals with a variety of products, each subject to periodic stochastic demand, with unfulfilled orders being backlogged. the products can be supplied through multiple distinct supply modes, each characterized by its own carbon emission levels, delivery speed, and cost implications. the company needs to allocate order quantities to each supply mode to minimize the costs associated with holding, backlogging, and purchasing, while also ensuring that the carbon emissions from these activities do not exceed a certain limit. we present a novel solution method for this problem, and benchmark it against other methods that are less sophisticated in a comprehensive numerical analysis.","inventory, sustainability, carbon emissions, planning",,"reducing carbon emissions in supply chains melvin drent school of industrial engineering eindhoven university of technology eindhoven, the netherlands m.drent@tue.nl",
2,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240017,"efficiency in companies is an important factor to calculate because it is the key number that makes it easier to have a clearer image of how the company works and what results its operation is providing, especially in companies in the commercial sector that always have constant on real time production, so they are constantly searching for new clients and new guidelines to compete with other companies in the same sector. in this research, the central problem identified is related to the efficiency of the production process, which originates mainly due to the lack of standard procedures, a correct order in the production area and the absence of adequate maintenance on the machine used in printing plastic bottles. with the aim of implementing a continuous improvement model, various lean methodologies will be applied, such as standardized work, slp and autonomous maintenance along with various statistical tools that allowed us to reach the expected results. these techniques were implemented throughout two improvement cycles to optimize the production of plastic bottles and maximize efficiency, achieving important changes in the main kpis outlined in our research going from 74% to 82% of efficiency during the labelling of the plastic bottles, giving us 9% more of the projected profits, reducing costs and increasing monthly sales. therefore, this article seeks to determine what are the necessary improvements that must be implemented to increase productivity in the production area of a company in the commercial sector.","efficiency, standardized work","As evidenced by the financial flow, revenue was calculated based on the average number of customers projected for the first month, as observed in the field during the month of October. In addition, it is estimated that the number of customers will gradually increase month-on-month by 0.90% as the proposal is implemented. By calculating the Net Present Value (NPV), it was assessed whether the investment in the project was favorable or if, on the contrary, investment was not recommended. The NPV yielded a value of 5,576,532, which is greater than zero, indicating that the project will generate a higher return than the opportunity cost of the funds invested. The Internal Rate of Return (IRR) was also calculated, which reached a value of 197%, meaning that it exceeds the opportunity cost. Regarding the Benefit/Cost indicator, a value of 64.22 was obtained, and since it is higher than 1, it is concluded that the project's income will exceed the expenses. Finally, as far as the Payback Period is concerned, this indicator determines the time needed for the company to recoup its investment. In this case, the S/4,730 invested will be recovered in a certain number of days (Table 6). Table 6. Analysis of economic indicators ECONOMIC INDICATORS VNA 5 576 532 IRR E 197% B/C 64.22 PR 0.809 After the respective studies and having applied the engineering tools, our efficiency will increase by 9%, which will positively impact our sales, also increasing our operating profit, generating a very good impact on the company's finances, also taking into account This is still recovering from the year 2020, 2021 and 2022 where its sales fell to negative since schools did not attend in-person classes so parents did not buy plastic bottles or any school supplies. Therefore, in addition to the fact that the company was already in recovery, our improvements have encouraged it to be strengthened and consolidated. In summary, the SLP tool as such and the reorganization of the area that was carried out, favored the new order and how the operators were organized to carry out their tasks since the scope they had improved their times. On the other hand, the manuals and training implemented under standardized work tools have complemented the operators with years of experience in the company and the new income that has come to the company to support with the campaign and with the orders that arrive during these months of the year. Finally, the Autonomous Maintenance tool has allowed the machines used to stop fewer times during a workday and this makes work more fluid, more plastic bottles are produced during a work hour and therefore more boxes come out. a day, thus fulfilling more work orders and meeting the needs of the main clients of the largest retailers in the country. It should be considered in future research or when the subject is dealt with more thoroughly, perhaps to try new tools or even an attempted sand run or some simulation program of the thermal transmission machine. Also, it should be recommended that the company improve the issue of soils as it limits help with the issue of the redistribution of its production area, in addition to being a time bomb with respect to rollover type accidents. On the part of this study, it could be improved with respect to the time that has been given to this report, since probably with a little more time invested, more information could have been collected and more staff trained, which would have made them even more efficient. It is recommended that, in future projects based on this or similar development, key performance indicators (KPIs) should be continuously monitored to assess the efficiency of production areas and detect possible improvements in 26","production management model for increase efficiency by applying lean manufacturing tools as standardized work, autonomous maintenance and slp in a plastic bottle company ana maria meza-cardenas and jorge antonio corzo-chávez facultad de ingeniería universidad de lima, perú 20184677@aloe.ulima.edu.pe, jacorzo@ulima.edu.pe","references for companies 
in other sectors such as mass consumption, construction, health, production and transportation and logistics. 
 
References 
Aguilar-Schlaefli, J., Campos-Campos, Z., Leon-Chavarri, C., & Saenz-Moron, M. Model based on TPM and 
Standardization for the maximization of efficiency in an SME in the plastics sector, 4-8, 2022. 
Angulo-Noel, B., Carretero-Landauro, D., Iturrino-Vilchez, D., Vásquez-Mananita, J., & Geldres-Marchena, T. 
Propuesta De Mejora En El Área De Logística Sobre Los Costos Operativos De Bermanlab S.A.C Trujillo, 2020. 
1–8, 2021 
Bai, Y. Research on Distribution Center Layout Based on SLP. IOP Conference Series: Earth and Environmental 
Science, 330(5), 1–6, 2019.  
Chumpitaz-martínez, E., Eng, B., Sanchez-sotelo, A., Eng, B., León-chavarri, C., & Eng, M. Implementation of 
engineering techniques for reducing waste in Warehousing: A case study in a Peruvian Food Company. 1–8, 
2022. 
Diaz, D. E. A., Garcia, Y. S., Santivanez, G. Q., & Castaneda, E. Optimization Model to Increase the Productive Flow, 
Applying SLP, 5s and Kanban-Conwip Hybrid System in Companies of the Metalworking Sector. 8th 
International Conference on Information Management (ICIM), 186–190, 2022. 
Anthony Lora-Soto, Cristhoffer Morales-Silva, Jose Llontop-Jesus, and Nestor Mamani. Process improvement 
proposal for the reduction of machine setup time in a copper transformation company using lean manufacturing 
tools, 10-11, 2020. 
Leon, E., Torres, V., Collao, M., & Flores, A. Improvement model applying SLP and 5S to increase productivity of 
storaging process in a SME automotive sector in. 219–225, 2022. 
Maxe Aguilar, K. E., & Zabaleta Romero, I. Implementación de las herramientas de Lean Manufacturing orientadas 
a mejorar la productividad en un Molino de Ferreñafe, 6-9, 2023. 
Monsalve Jiménez, M. A., & Tello Ruiz, M. I. Implementación de herramientas Lean manufacturing para mejorar la 
productividad en el almacén de la Empresa Strategycal SAC, Chimbote, 3-6, 2021. 
Peder Johansen Søren Christensen Hasse H. Neve Søren Wandahl. LEAN RENOVATION - A CASE STUDY OF 
PRODUCTIVITY, FLOW, AND TIME IMPROVEMENTS, 1-12, 2021. 
Suhardi, Bambang; Juwita, Eldiana; Astuti, Rahmaniyah Dw. Facility layout improvement in sewing department with 
Systematic Layout planning and ergonomics approach.Watfa, M., & Sawalha, M. Critical success factors for 
lean construction: an empirical study in the UAE. Lean Construction Journal, 1-17, 2021. 
 
Biographies 
Ana María Meza Cárdenas bachelor’s degree in industrial engineering with work experience in companies in the 
foreign trade, mass consumption sectors and gas and oil sector. Interest in logistics, commercial and purchasing areas. 
In my last work I had great contributions to improve processes and giving support to the teamwork. 
 
Jorge Antonio Corzo-Chavez is currently a professor in industrial engineering career at Universidad de Lima, chief 
executive officer at Conquista Lab, and associate consultant at Manpower Group for multinational companies. He 
holds a master’s in business administration from Universidad ESAN (Peru), a Master in Marketing Science from ESIC 
Business & Marketing School (Spain), and is Industrial Engineer from the Universidad de Lima (Peru). He has 
experience in advising industrial and service companies to improve productivity and development of business models. 
He has worked in areas of entrepreneurship and innovation, marketing and commercial for the construction, 
27"
3,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240018,"this research project focuses on enhancing manufacturing efficiency through the application of master production schedule (mps), kaizen, and single minute exchange of die (smed) tools. the company's initial efficiency level of 58.8% is attributed to factors such as a lack of trained personnel, absence of a requirements plans, and wastage of raw materials, primarily due to insufficient inputs during production. to address these issues, the project measured key indicators such as efficiency level, effective production hours, and raw material waste. the engineering tools mps, kaizen, and smed were then employed to create a production and supply tool, implement training plans for operators to reduce losses and reprocessing, and redesign the workshop layout to decrease production times and achieve line production. during the initial two months of implementation (august and september 2023), the project successfully increased the average production efficiency to 76.79%, reduced raw material waste to 2.11 kg per day on average, and extended the effective production time to 7.08 hours per day. the economic benefits of the project were realized, with a 6-month projection demonstrating positive results. in a pessimistic scenario, the net present value (npv) was only $1487.38 lower than without project implementation. in a normal scenario, the project yielded impressive results, including an npv of $15 385.67, an internal rate of return (irr) of 69%, a benefit-cost ratio (b/c) of 4.5, and a payback period of one month and 15 days.","kaizen, textile","At first it was found that the company had a very low level of efficiency, being 17% below the technical gap of the industry, so a diagnosis was made that shows a lack of planning in production and in the supply of materials, which generated stops in production due to stock outages, at the same time, by not having prior planning, the operators, in coordination with the sales team, had to plan on the fly, taking away production time cash. On the other hand, after seeing the results of the implementation of the pilot test, during the months of August and September, of the tools to improve the manufacturing process, it can be concluded that with the implementation an improvement was achieved in the level of efficiency. An average of 8% raw material waste (5.5% less) and effective production time (5.2% more) was achieved. Furthermore, by obtaining results of the indicators above those expected, we can conclude that the project generates economic benefits for the company, by increasing the level of efficiency by 17%. 39","production management model to increase efficiency in the cotton garment manufacturing process applying mps kaizen and smed tools in a sme in the textile sector juan sebastian naranjo-torres, pablo benjamin izaguirre-bendezu and jorge antonio corzo-chavez carrera de ingeniería industrial facultad de ingeniería universidad de lima lima, perú 20182956@aloe.ulima.edu.pe, 20180946@aloe.ulima.edu.pe, jacorzo@ulima.edu.pe","References 
Arredondo, J. E. C., Cruz, G. C., & Eredias, C. A., Development of a strategic planning model through historical 
demand in an expanded polystyrene product company in Proceedings of the 20th LACCEI International Multi-
Conference for Engineering, Education and Technology: “Education, Research and Leadership in Post-pandemic 
Engineering: Resilient, Inclusive and Sustainable Actions.”, 2022. 
Biggeri, M., Borsacchi, L., Braito, L. and Ferrannini, A., Measuring the compliance of management system in 
manufacturing SMEs: An integrated model, Journal of Cleaner, vol. 382, 2022. 
Dasgupta, R., Jain, D. K. and Ranka, D.  Increasing Time Efficiency in Jewellery Industry Using Lean Manufacturing 
Principles. Lecture Notes in Mechanical Engineering, pp. 109-117, 2023. 
Emekdar, E., Açikgöz‐Tufan, H., Şahin, U. K., Bahadir, S. K., Tuluk, B., & Şimşek, A. N., Process improvement and 
efficiency analysis using the Single‐Minute Exchange of Dies method applied to the set‐up and operation of 
screen‐printing machines. Coloration Technology, 139(2), 209–218,2023 
IEES. Industrial textil y confecciones, Available: https://sni.org.pe/wp-content/uploads/2021/03/Presentacion-Textil-
y-confecciones-IEES.pdf,  Accessed on May 12, 2023. 
Kalidas N. and Sridhar R, ADAPTING LEAN MANUFACTURING PRINCIPLES TO TEXTILE DYEING 
MACHINE MANUFACTURING INDUSTRY, Kalahari Journals, pp. 704-708, 2019. 
Romero-Sánchez, J., Martinez-Vilchez, R., Galvez-Zarate, C., and Raymundo, C., Process management model in dry 
cleaning and fabric finishes applying Lean Manufacturing and Kaizen matrix for the textile sector, 2019 IEEE 
39th Central America and Panama Convention, CONCAPAN 2019, vol. 2019-November, 2019. 
Serrano-Ruiz, J. C., Mula, J., & Poler, R., Smart Master Production Schedule for the Supply Chain: A Conceptual 
Framework. Computers, 10(12), 156, 2021. 
Villafana, I., CASE STUDY MANUFACTURE OF COTTON POLO SHIRTS AND JUMPERS, Proceedings of the 
LACCEI international Multi-conference for Engineering, Education and Technology, vol. 2022-December, 
2022. 
Biographies 
Juan Sebastian Naranjo-Torres is an undergraduate student in an Industrial Engineering Study Program at the 
Universidad de Lima following the bachelor’s degree. This scientific research activity has developed since 2022. This 
research is based on the study of literature, application of lean manufacturing tools- such as Kaizen and Single-Minute 
Exchange of Die (SMED) and Master Production Schedule as a productivity tool. 
Pablo Benjamin Izaguirre-Bendezu is an undergraduate student in an Industrial Engineering Study Program at the 
Universidad de Lima following the bachelor’s degree. This scientific research activity has developed since 2022. This 
research is based on the study of literature, application of lean manufacturing tools- such as Kaizen and Single-Minute 
Exchange of Die (SMED) and Master Production Schedule as a productivity tool. 
Jorge Antonio Corzo-Chavez is currently a professor in industrial engineering career at Universidad de Lima, chief 
executive officer at Conquista Lab, and associate consultant at Manpower Group for multinational companies. He 
holds a Master in Business Administration from Universidad ESAN (Perú), a Master in Marketing Science from ESIC 
Business & Marketing School (Spain) and is Industrial Engineer from the Universidad de Lima (Perú). He has 
experience in advising industrial and service companies to improve productivity and development of business models. 
He has worked in areas of entrepreneurship and innovation, marketing and commercial for the construction, 
metalworking, mining, services, and education sectors. His main research interests are lean manufacturing, master 
production schedules, logistics, machine learning, and innovation for small and medium-sized enterprises. 
40"
4,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240019,"the present investigation centers on examining the epidemiological pattern of the covid-19 pathogen within the jurisdiction of the kingdom of saudi arabia. the study places particular emphasis on the environmental variables and healthcare. the study utilizes a combination of objective approaches, spatial analysis techniques, and statistical models. the utilization of geographic information systems (gis) and statistical software is prevalent in analyzing data and creating maps to identify spatial patterns and variations in covid-19. in addition, the study uses artificial intelligence and advanced technology to explore the relationship between access to medical services and the viral epidemiological curve. the examination of the geographical distribution of covid-19 infections indicates that there are spatial discrepancies among different regions. areas with high infection rates, such as riyadh, makkah al- mukarramah, and the eastern province, exhibit concentrations of cases exceeding 100,000. moderate infection rates are observed in regions like medina and asir, while lower rates are found in the northern and southern parts of the kingdom. the findings of hot spot analysis further confirm the concentration of covid-19 in the central region of the kingdom, while cold spots are identified in the northern and southern areas. these spatial patterns provide insights into the distribution and intensity of the virus across the country. the study shows the kingdom's initiatives to restore economic activity and sustainably, including prioritizing essential goods and services, directing government spending to the most affected sectors, and leveraging national talent. these efforts have contributed to the kingdom's economic recovery and growth. the result of the study provides important insights into the dynamics of the virus. it can be a basis for making informed decisions regarding public health interventions and recovery efforts.","covid-19, forecasting",,"covid-19 epidemiological analysis, recovery strategy, and future forecasts in saudi arabia: analysis of sustainability study by artificial intelligence tasnim m adi, doha a al-alatiq, rasha a al-shamrani, almaha b alkhabti wejdan h alkhathami and mona h alfweah undergraduate student in industrial engineering department, college of engineering, university of bisha bisha 61922, saudi arabia 440802544@ub.edu.sa, 440802541@ub.edu.sa, 440802554@ub.edu.sa, 440802550@ub.edu.sa, 440802537@ub.edu.sa, 440802531@ub.edu.sa khaled ali abuhasel full professor in industrial engineering department, college of engineering, university of bisha, bisha 61922, saudi arabia. kabuhasel@ub.edu.sa",
5,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240020,"in the supply chain, every logistic process is important, from the beginning of the production process until the product reaches the final customer, but one of the most relevant is the storage of these products, because if there is not an adequate storage or an inadequate control of skus, this can generate a very large loss at an economic level in the company. in this scientific article a diagnosis of a logistics operator which distributes and stores pharmaceutical products was made, in this diagnosis it was detected that there were certain deficiencies in the processes of receiving and picking and could be made an implementation of tools to optimize these same within the operator. the selected tools were a wms, barcode, handheld and ringscanner; with these tools the times in the logistics activities mentioned above improved significantly, increasing productivity in time and giving the company greater responsiveness in orders and control of all skus, evidenced by a simulation in the software ""arena"".","wms, bar codes, handheld, economic viability","of this segment within the overall model for order reception and registration time (Figure 4). Figure 4. Simulation model for the reception For the shelving area, the following configuration was decided upon (Figure 5): 1. An activity where product data is entered into the system, processing 20 entries at a time. This task takes time following a normal distribution with a mean of 8 minutes and a standard deviation of 2 minutes. The information is also input into the WMS for further processing and to facilitate product location within the warehouse. This activity takes time following a normal distribution with a mean of 5 minutes and a standard deviation of 2 minutes. 2. For the picking process, the same tool is utilized. Orders arrive every 2 hours throughout a day, within an 8- hour shift over 6 days. Upon receiving the order, the picking list is printed, taking time following a normal distribution with a mean of 5 minutes and a standard deviation of 2 minutes. Subsequently, the operators review the optimal route according to the WMS for picking the required products, which takes them 5 minutes. Once the route is established, the 3 operators retrieve their baskets for picking, which takes them an average time of 20 minutes. 3. The same 3 operators then pack everything into a box and proceed with the packaging process, which takes time following a normal distribution with a mean of 10 minutes and a standard deviation of 2 minutes. Figure 5. Simulation model for the shelving area 5.4 Validation The proposed hypothesis was that the productivity of receiving and picking would increase by more than 10%. As a result, it was found that for the receiving area, both activities improved their productivity by 58%, and for the shelving area, it increased by 38% compared to the pre-implementation levels of these tools. Here is a table displaying the proposed results (Table 6): 61","improvement proposal for the reduction of time in reception and picking processes through systematization in a logistics operator diego zavaleta leon and mateo zuloeta ortiz students of engineering, industrial engineering department university of lima 20193698@aloe.ulima.edu.pe, 20192205@aloe.ulima.edu.pe paul angello sanchez soto master’s degree in supply chain management university of lima pasanche@ulima.edu.pe","References  
Al-Shboul, M. A. Design and control order picking route of a retailer warehouse using simulation to increase labour 
productivity. Acta logistica, vol. 10, no.1, pp. 121-133, 2023 
62"
6,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240021,"the surface water at pattensen, turkeyen, guyana (south america) was tested for the presence of heavy metal cations and anions, electrical conductivity, ec, turbidity and salinity in the presence and absence of an adsorbent, ground coconut midrib in its uncarbonized state. metal cations tested for were: fe3+ and al3+, anions tested for were po43- and no3-. other parameters evaluated was free chlorine. the adsorbent, prior to be used was ground, extracted with hexane and subjected to drying. the coconut midrib in its uncarbonised state, was effective in extracting fe, free chlorine, al3+, po43- and no3-. salinity also decreased. for example, the status of the surface water prior to the use of the adsorbent was: al3+ : 0.689mg/l; po43-: 0.90mg/l; no3-: 10.18mg/l; salinity; 0.01mg/l. for the water treated with the absorbent, the respective concentrations were: fe: 0.01mg/l; free chlorine: 0.00mg/l; al: 0.20mg/l; po43- : 0.40mg/l and no3-: 4.56mg/l. salinity was registered at 0.0 mg/l. thus, the adsorbent in its uncarbonized state, was effective in removing cationic and anionic pollutants from the selected surface water.","surface water, cations, anions, adsorbent",,"status of surface water at three selected areas of coastal guyana (south america) and the treatment of the respective water with a suitable adsorbent jagessar, r.c. department of chemistry, faculty of natural sciences, university of guyana, turkeyen campus monaplasir, d. final year biology student, university of guyana, south america, 2021-2022",
7,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240022,"sargassum, though commonly called a seaweed, is a macroalgae originating in the mid-atlantic that affects caribbean coastlines, generating an environmental, economic, and social crisis as it washes up on shores. this article aims to highlight the complexity of the issue and the need to address it in a multidisciplinary way. to best address this issue, a collaboration between academia, government, industry, and society is needed. to support industry efforts, this article highlights various studied uses for the seaweed, including its use as an ingredient in fertilizers, cosmetics, and as a source for terpenes, which can be used in the creation of various synthetic polymers. in this sense, the sargassum problem could be converted into a source of valuable resources. however, the constant arrival of sargassum to beaches has negatively affected local economies as it can make an area undesirable for tourism. due to the large scale of the issue, it can be hard to mitigate. in the dominican republic and mexico, for example, the governments developed monitoring systems to help prepare early responses to the problem. this paper aims to present an initial framework that can be used in future research when addressing the issue of sargassum in the caribbean, broadly covering most of the problems it causes, government and non-government management solutions, and possible uses that are being developed for how to deal with it.","review, life cycle",,"sargassum management and uses in the caribbean: a review emely polet valenzuela, gustavo a. montero ogando and eduardo j. castillo fatule school of industrial engineering universidad nacional pedro henríquez ureña santo domingo, dominican republic ev21-1433@unphu.edu.do, gm21-1447@unphu.edu.do, ec10624@unphu.edu.do",
8,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240024,"large language models (llms) play a crucial role in increasing productivity across various applications, yet concerns about their security persist. we defined a novel research area for llm security – grey box testing, which involved adjustments of partially known information about llms, i.e. parameters such as temperature. this is the first investigation on the impact of temperature on llm security, more specifically, jailbreaking. jailbreak prompts, concatenated with inappropriate questions, were sent into top-performing open-source llms – vicuna, llama 2, and mistral, with benchmarking against chatgpt. experiments were repeated over 5 temperature points: 0.0, 0.25, 0.5, 0.75 and 1.0, revealing a strong correlation between temperature and jailbreaking success. an increase in temperature generally results in higher jailbreaking success for llama 2 and chatgpt, and the converse is true for vicuna and mistral. we revised our hypothesis such that llms with low jailbreak success rate at 0 temperature are more vulnerable to jailbreaking as temperature increases, while llms with high jailbreak success rate at 0 temperature are less susceptible to jailbreaking as temperature rises. this research emphasises the importance of cautious usage of open-source llms and highlights the need for further research under grey box settings in other areas including data extraction and hallucinations.","llm security, jailbreaking, temperature, grey box testing",,"can llms have a fever? investigating the effects of temperature on llm security chan xing yu, james, chan si yu, david and chow ban hoe river valley high school singapore chan_xing_yu_james@students.edu.sg chan_si_yu_david@students.edu.sg chow_ban_hoe@moe.edu.sg poh hui-li phyllis member of technical staff, dso national laboratories singapore 118230 phuili@dso.org.sg",
9,5Th South American Conference On Industrial Engineering And Operations Management  Doi: 10.46254/Sa05.20240026,"this research aims to present a base literature exploration study on the existing relationship between the development of deep learning-based assembly assistance systems to promote quality assurance and quality control in industrial assembly lines. the use of artificial intelligence in industry has become more common with the advance of industry 4.0. understanding that quality assurance is a difficult term to describe and evaluate in industrial contexts due to the difficulty of measurement methods and their limitations, an artificial intelligence approach may lead to total quality control within an assembly process by checking every step and every product assembled within a process. this study aims to understand how to develop an augmented intelligence-based assembly assistance system to guarantee the quality of a product during the assembly process.","innovation, aas",,"state-of-the-art discussion and evaluation on artificial intelligence applied to quality assurance using assembly assistance systems isabel caroline gomes giannecchini technology college (ft) - university of brasília brasília, df 70910-900, brazil isabel.gomes2013@outlook.com sanderson césar macêdo barbalho industrial engineering department technology college (ft) - university of brasília brasília, df 70910-900, brazil sandersoncesar@unb.br",
