,Title,Abstract,Keywords,Conclusion,Authors,References
0,The Implementation Of Lean Manufacturing To Increase  Productivity In A Textile Company: Case Of Study,"nowadays agile methodologies have been developed, and are used in organizations because companies face highly competitive and globalized markets with constant changes (arias, 2020). the paper is going to be based on “lean manufacturing” which is a system that aims to eliminate waste from the process through continuous and systematic improvement, without generating waste or defective products. the case of the study is based on solving the problem of low productivity for a textile company in peru, which had been caused by the excessive waiting times between operations and manual activities with a higher percentage of defective products, for example, 7% in the clothing area. in this paper first, we recollected the actual information like batches, the floor plan, production costs, etc. within we simulated the as-is and after that the as-if. this article uses the “lean manufacturing” methodology and with it, the losses of products in manual processes will be minimized, going from 10% of safety stock to 6% per order. this goal is going to achieve optimizing transfer times between areas and eliminate those activities that do not generate value for the company, using tools such as “5s”, “value stream mapping”, “acceptance control charts”, “just in time”, “process reengineering” and “simulation”. through simulation with the arena software, the results were validated, achieving an improvement in the reduction of times by 5.8% and increased productivity by 4.1% thanks to tools such as vsm, line balance, and control charts. the importance of this study is the findings can be replicated in other papers from the textile industry.","keywords: textile, lean manufacturing, productivity, safety stock","In conclusion, by implementing “Lean Manufacturing” tools (control chart, line balance, VSM, and simulation) it was possible to increase productivity by 4.1% to the total manufacturing time. It was shown that there is an inversely proportional relationship between the application of the “Lean Manufacturing” tools and the total time since, when implementing these tools, the time is reduced by 5.9%. Also, it was possible to reduce the extra margin produced by defectives from an initial 10% to a final 5% due to the application of the VSM; however, a 6% slack will be considered to cover the margin of human error. The increase in productivity with the time variable could be evidenced by simulation with the Arena software, taking an initial simulation sample of 144 units, an improvement of 19.78% of the total time was obtained, and a 51.28% improvement in the finishing area. • Increase productivity by 4.1% to the total manufacturing time. • Reduced waiting time by 5.9%. • Reduce the extra margin produced by defectives from an initial 10% to a final 5%. • Improvement of 19.78% of the total time was obtained, and a 51.28% improvement in the finishing area.","rodriguez-concha iván alberto and rosadio-vela jimena roxana bachelor of industrial engineering, faculty of engineering and architecture universidad de lima lima, lima, perú 20171332@aloe.ulima.edu.pe, 20171371@aloe.ulima.edu.pe ávalos ortecho edilberto miguel professor, faculty of engineering and architecture universidad de lima lima, lima, perú eavalos@ulima.edu.pe",
1,"A Design, Verification, And Testing (Dvt) Protocol For A  Detection System Of Acoustic Signals","detecting acoustic signals can help with daily life to a large extent. depending on a set frequency, one can detect lifesaving emergencies such as intruders or leaks (levine 1999). on top of this, once detection has been made, many different outputs can be created as a result of that detection. once an intruder comes, the system can automatically contact authorities or if a leak is detected, the system can automatically notify the user that the leak has occurred. detecting acoustic signals provides us with the comfort of being able to live more stress-free knowing that there is a system in place ready to detect an emergency at any time. the main question of our research was to come up with a system that detects acoustic signals and outputs a peak frequency after performing a high pass filtering (novick et al. 1999) of the frequency of detected sounds. in this work, we implemented a sound detection system that is fundamental to the functionality of devices such as alarm systems and medical devices. the implemented system is successful in detecting sounds. in addition, we tested the system using a simulink testing and verification system which is the first verification system to be taught in undergraduate engineering programs. it involves a sound-based verification, in which, when the test passes, a particular sound of 400-490 hz will ring. loyola university chicago is now the first university to have successfully completed dvt design verification in an undergraduate engineering program using simulink. this testing and verification system has also proved to be useful in industries and companies as simulink testing is becoming more commonly used because of its powerful model-based design and testing features.","sound, detection, labview","The simplicity of the design allows for a portable and low-risk system that can be used almost anywhere. The system could be used to detect intruders in someone’s home, water leaks from pipes in a building, or the functionality of any appliances that are supposed to make noise or that are not supposed to make noise (Cook and Ali 2012). Overall, the system is functional and extremely versatile. This sound detection system could improve functionality of devices as well as security of businesses and human lives (Sullivan et al. 1990.) Proceedings of the 7th North American International Conference on Industrial Engineering and Operations Management, Orlando, Florida, USA, June 12-14, 2022","sarah ali clinical assistant professor, department of engineering loyola university chicago chicago, illinois, usa sali29@luc.edu","References  
Hackman, C. and Sullivan, D. B., Eds., Time and Frequency Measurement, American Association of Physics Teachers, 
pp. 110-125, College Park MA, USA, November 12-15, 1996. 
Levine, J. Introduction to time and frequency metrology. Review of scientific instruments, pp.2567-2596, Fort Collins 
CO, USA, September 11-13, 1999. 
Novick, A. N et al. High-performance multi-channel time interval counter with an integrated GPS receiver,"
2,"Iran Logistics Market, A Smart Knowledge-Based Logistics  Market With Smart Party Logistics (Spl) Approach","today, due to the expansion of the supply chain network and the development of the level and variety of orders and demand of product owners as active customers at the network level, there is a greater need to implement methods to streamline the response to these customer needs and their orders. in this regard, services related to the logistics industry as a very sensitive industry related to the life of various industries, requires rapid response methods, aggregation and centralization of distributed services in the logistics industry. with the development of artificial intelligence and iot knowledge, it will be possible to provide virtual and artificial communication networks between different levels and layers of the supply chain network through the exchange of information in an agile manner and an artificial supply network consisting of provided logistics and trading services. the purpose of creating a knowledge-based product: iran logistics market is to provide an intelligent platform for providing logistics-trading services in order to create an intelligent value chain through the exchange of information and establishing agile communication between all parts of the supply-warehousing-distribution network. facilitate the flow of logistics at the supply chain level and reduce the time-cost of answering and providing logistics-trading services.","iran, logistics, market, orlando",,"dr. javad khamisabadi department of industrial management, faculty of management, islamic azad university, tehran, iran corresponding author: javad_khamisabadi@yahoo.com mohammad rouhina director of systems management, iran khodro automotive co (ikco), tehran, iran dr. seyed ahmad ghasemi faculty member, tehran institute of humanities and social studies (acecr) seyed mohammad hosseini deputy minister of international affairs mahbak foundation javad heidaran m.a student, department of electronic commerce, islamic azad university, tehran, iran",
3,Lp And Ldr Model Of Aggregate Production Planning  (App): Inclusion Of Aggregate Shortage,in this paper we give a procedure to allow aggregate shortages in the context of lp approach to app. we give two approaches to handle this. it will be worthwhile to explore which approach is better (equation (12) for handling shortages or equation (15)?). an experimental investigation is underway to establish the same. in the next part of the paper we give how to handle shortages in the ldr (linear decision rule) model of app. the concept of aggregate shortage also; and give two ways to handle the same in the context of lp approach to app. on similar lines we give a procedure that enables introduction of aggregate shortages in the ldr model of app also. this is a useful contribution we make.,lp based approach,,"rrk sharma dept of ime iit kanpur 208016 india rrks@iitk.ac.in kk lai president, cyut taiwan laikk.tw@gmail.com",
4,"A New Formulation Of Multi Item Multi Period Capacitated  Lot Sizing Problem With Setup Carryover, Inventory And","consider the standard multi-item, multi-period, capacitated lot sizing problem with setup, inventory and backorders (mimpclspwsib). to this problem we add the issue of setup carry over. this is explained as follows. if an item i is scheduled last in period (t-1), and is scheduled first in period ‘t’, we do not incur setup time and setup cost in period ‘t’. we incur setup cost and setup time only in period ‘t-1’. this results in problem mimpclspwscib. we give here two formulations of problem mimpclspwscib. we discuss the merits of each formulation in this paper.",ahmedabad,,"backorders (mimpclspwscib) rrk sharma and syed moize ali department of industrial and management engineering iit kanpur 208016 india rrks@iitk.ac.in; moizeali@iitk.ac.in; mayank verma barc mumbai india mayankverma.p@gmail.com priyanka modi verma nitie mumbai india priyankaverma.nitie@gmail.com kk lai president, chao yang university of technology taiwan email: laikk.tw@gmail.com",
5,Relating Analytics For Employee Turnover To Strategy Of  Organizations,"companies spend a lot of time and money training their employees, and when they leave, it hurts. when employees leave the company, it's important to know why they're leaving. an organization can't apply the same analytical method for each and every one of its employees, regardless of the industry or kind of business. we created two groups called cost leaders and differentiators to categorize firms based on strategy, structure, and uncertainty. in order to decrease employee turnover, cost leaders utilize 'predictive/prescriptive analytics, whereas differentiation leaders use 'descriptive/diagnostic' analytics to do so. it is critical for hr analytics to pay attention to the organization's strategy and structure.","hr analytics, underperformance",,r.r.k. sharma department of industrial and management engineering iit kanpur india rrks@iitk.ac.in niraj k vishvakarma iiit lucknow india nirajkumar.v@gmail.com sonal gupta department of industrial and management engineering iit kanpur india sonalg@iitk.ac.in ravi gunjan department of industrial and management engineering iit kanpur india rrks@iitk.ac.in kk lai president. cyut taiwan laikk.tw@gmail.com,
6,"New Heuristic For Solving Capacitated Lot Sizing Problem  With Setups, Production, Inventory And Back Orders","here we give standard 0-1 mixed integer linear program of clspspib. in this formulation we eliminate shortage variables and setup (0-1 integer) variables to pose the problem as ‘all real’ linear program in inventory and production variables. based on its solution, we keep select variables as zeros or ones in the original clspspib. we get very good solutions in much reduced cpu time. detailed computational experience is given.","clspwspib, inventory",,"(clspwsipb) rrk sharma department of ime, iit kanpur 208016 india email: rrks@iitk.ac.in vinay singh abv-iiitm gwalior, india email: vinaysingh.iitk@gmail.com saurabh sontakke department of me, iit kanpur 208016 india email: sontakke@iitk.ac.in kk lai president, cyut taiwan email: laikk.tw@gmail.com",
7,Two Formulations For Minimizing Weight-Distance  Objective In Single Vehicle Routing Problem With,"here we consider a single vehicle routing problem (of unlimited capacity) that visits different dealers. as it visits the first dealer, it offloads the demand of first dealer and moves on to second dealer ‘lighter’. in this context we seek to minimize weight-distance of the entire tour. we give two formulations of the above. it results in a ‘cubic’ and ‘quadratic’ terms in the objective function with negative cost coefficients in one formulation and positive cost coefficients (of ‘cubic’ and ‘quadratic’ terms) in other formulation. we give a novel linearization scheme for the resulting two formulations. it will be interesting to see computational performance of the two formulations given in this paper.","vehicle, routing problem, cubic terms, objective function",,"quadratic, cubic objective function and its linearization rrk sharma dept of ime iit kanpur 208016 india rrks@iitk.ac.in vinay singh iiitm gwalior, india vinaysingh.iitk@gmail.com kk lai president, cyut, taiwan laikk.tw@gmail.com",
8,Evaluation Of The Particle Boards For The Construction  Projects: A Hybrid Mcdm Approach,"particleboard (pb) is an essential engineered product, which is often used as a replacement for wood, thus playing a significant role to reduce deforestation and improving environmental sustainability. proper selection of pb is important to make sure that the chosen product has the required durability and sustainability and thus can maintain the quality of the construction work. this study proposes a multi-criteria decision-making (mcdm) approach, to evaluate the selection criteria of pb to aid the decision-makers of the civil construction projects. in this approach, the existing evaluation criteria have been categorized into four criteria- physical properties, mechanical properties, chemical properties, health, and environmental impact. then a best worst method (bwm) has been used to determine the criteria and sub-criteria weights to evaluate the pbs. after that, a weighted product model (wpm) has been applied to generate the final ranking of the products to aid the decision-makers to select the right product. the study finds emission level, moisture content, and toxicity as the most weighted evaluation criteria to select a pb. for this study, the required expert feedback has been collected from the supervisors and managers of different construction firms in bangladesh. the obtained results are expected to benefit the managers, supervisors, and other decision-makers of the construction projects to select the right product for their construction projects to maintain their quality and reputation.","particle board, jute stick",,"md. tanvir siraj, a. b. m. mainul bari department of industrial and production engineering bangladesh university of engineering and technology dhaka 1000, bangladesh. tanvir25392@gmail.com, mainul.ipe@gmail.com muhammad rubayat bin shahadat department of mechanical engineering hajee mohammad danesh science and technology university dinajpur 5200, bangladesh rubayat37.me@hstu.ac.bd noor a masqur islam department of accounting information system jahangirnagar university, dhaka 1342, bangladesh. masqur.bd@gmail.com",
9,Modeling Additive Manufacturing Supply Chain  Considering Customer Product Choices,"this study proposed a utility-driven two-stage stochastic mixed-integer linear programming model to understand how the patient preferences impact the additive manufacturing (am) supply chain design decisions. the goal of the mathematical model is to maximize the utilities derived from the customer preferences by appropriately allocating the am facilities in the targeted region under customer decision and demand uncertainty. the mathematical model is visualized and validated by developing a real-life case study that utilizes the biomedical implants data for mississippi. several sensitivity analyses are conducted to understand how the patients' behavioral decisions (e.g., price-centric versus time- or quality-centric customers) to purchase biomedical implants impact the am supply chain design decisions. experimental results reveal that am supply chain is sensitive to the utility of the patients. for instance, it is observed that in addition to opening a facility in lamar county, an additional am facility is opened in washington county to serve the rural patients in our test region mississippi. the results revealed vital managerial insights that healthcare service providers and interested stakeholders could utilize to provide quality healthcare services by managing patient-centric am facility siting decisions.",choice-model,,"julekha hussain ranta graduate student, department of computational engineering mississippi state university starkville, mississippi, usa jr2507@msstate.edu raed jaradat associate professor, department of industrial & systems engineering mississippi state university starkville, mississippi, usa jaradat@ise.msstate.edu terril c. falls associate director, institute for systems engineering research (iser) mississippi state university starkville, mississippi, usa tcfalls@iser.msstate.edu",
