,Title,Abstract,Keywords,Conclusion,Authors,References
0,Aircraft Engine Remaining Useful Life Prediction  Framework For Industry 4.0,"this article proposes a condition-based maintenance (cbm) approach for aircraft engines and remaining useful life (rul) monitoring, and failure prevention. due to the unavailability of run-to-failure data, turbofan engine simulation data, obtained from nasa repository, is used to train and test our model. data acquisition and management system framework and planning are proposed for online monitoring and rul prediction. in practice, sensor measurements usually suffer from noise contamination, hence the prediction models are challenged by noise contaminated data for both training and testing tasks. this is done to assess their prediction ability in a similar condition of having noisy data. linear and nonlinear prediction models are developed, with performance comparison addressing both regression and classification problems. models performance indices consider both prediction accuracy and percentage of predictions before the actual failure (pbaf). the proposed model considers continuous learning and improvement to account for any further operational changes that affect the model prediction ability. this is reached by ingesting the model with the actual rul during the maintenance of the engine unit, and by comparing it to the predicted one.","failure prediction, engine degradation, iot","and Future work This research proposed a framework for aircraft engine's RUL prediction. This framework included On-line remote monitoring and continuous learning with cloud connection facility. The RUL prediction model parameters are meant to be updated every maintenance operation, which helps improving the accuracy and the predicting capabilities of the model. The sensor noise problem was overcome by our model which affirms its robustness. This promotes its ability to provide reliable predictions with real data that is normally contaminated with noise. The input data were preprocessed before exploring the prediction possibility. The preprocessing included outliers and highly correlated variables removal for reaching better modelling performance. We studied both regression and classification methodologies for performing RUL prediction. The Random Forest classifier showed promising results. It offers safe and conservative condition-based maintenance. It could provide RUL classes prediction, above/below a certain level. This was demonstrated at 20% level of RUL. The classes prediction was achieved at only 1.24% PAAF% and 7.43% general error rate. For the future work, the framework will be validated with real system and embedded sensors. Moreover, spare part stocks, arriving time and downtime to be taken into consideration for a complete maintenance planning system. 5.","hussein a. taha department of mathematics and industrial engineering polytechnique montréal montréal, h3t 1j4, canada hussein.taha@polymtl.ca ahmed h. sakr department of mathematics and industrial engineering polytechnique montréal montréal, h3t 1j4, canada ahmed-1.sakr@polymtl.ca soumaya yacout department of mathematics and industrial engineering polytechnique montréal montréal, h3t 1j4, canada soumaya.yacout@polymtl.ca",
1,Lean Manufacturing Maturity Model For An Automotive  Cluster: A Case Study In Mexico.,"a challenge of automotive enterprises is to achieve a total implementation of lean thinking tools through the manufacturing processes. the automotive cluster of nuevo león (claut) in mexico developed an instrument which evaluates the use of 23 tools distributed in five levels and 279 criterions to measure the maturity level of its member companies in the implementation of lean manufacturing tools. the instrument was made with the collaboration of three companies. this study has the objective to prove, redesign, and standardize this instrument by conducting three rounds of audits with external auditors to a case study in seven companies (oem, tier1, and tier2). the main goal is to decrease the time of evaluation and to standardize it for it to be replicable in different companies of the same industry. the methodology selected was the pdca cycle, and it was replicated twice. the redesign of the instrument was supported on a theoretical basis, using state of the art as bpm maturity model and lean enterprise self-assessment tool (lesat). the results of the audits allow to identify the practical implication of the assessment, and after two cycles led to the improvement of both the application method and the content of the instrument.","maturity model, audit",,"hector david colín-lozano, sonia guerra-loji and martha arely vargas-alvarado b.sc in engineering management university of monterrey nuevo león, méxico hector.colin@udem.edu, sonia.guerral@udem.edu, martha.vargas@udem.edu luz maría valdez-de la rosa, jesús vázquez-hernández engineering management program university of monterrey nuevo león, méxico luz.valdez@udem.edu , jesus.vazquez@udem.edu","References 
AMIA. 
(2018). 
Diálogo 
con 
la 
Industria 
Automotriz 
2018-2024. 
Retrieved 
from 
http://www.amia.com.mx/boletin/dlg20182024.pdf 
Bemelmans, J., Voordijk, H., & Vos, B. (2013). Designing a tool for a valid assessment of purchasing maturity in 
construction. Benchmarking: An International Journal, 20(3), 342– 361. http://doi.org/10.1108/14635771311318126 
Berenguer, J. (2015). Madurez según el Modelo Lean. Unir Revista. Universidad Internacional de la Rioja. Retrieved 
from https://www.unir.net/empresa/revista/noticias/madurez-lean/549201453315/    
Cambridge 
Dictionary. 
(2019). 
Indicator. 
Retrieved 
from 
https://dictionary.cambridge.org/us/dictionary/english/indicator 
Chemweno. P. (2014). Asset maintenance maturity model as a structured guide to maintenance process maturity. 
Centre for Industrial Management/Traffic and Infrastructure. 
Chen, P., Ding, Z., Fu, Z., & Huang, L. (2016). Research into and Application of the Business Process Management 
Maturity Model in Tobacco Production and Management. Revista De La Facultad De Ingeniería U.C.V, 31(10), 126-
137. Retrieved from http://revistadelafacultaddeingenieria.com/index.php/ingenieria/article/viewFile/1154/1156 
CLAUT. (2018). Boletin Mensual Julio 2018. Retrieved from https://indd.adobe.com/view/f5acf9b3-7574-467d-
853d-57fd5f3e72b7 
CLAUT. (2019). Colaborar Competir Crecer. Retrieved from https://www.claut.com.mx/ 
Dos Santos, G. & Tontini, G. (2018). Developing an instrument to measure lean manufacturing maturity and its 
relationship with operational performance. Regional University of Blumenau, Brazil. Total Quality Management & 
Business Excellence, 1-19. 
Grimaud, F., Dolgui, A., & Korytkowski, P. (2014). Exponential Smoothing for Multi-Product Lot-Sizing With 
Heijunka and Varying Demand. Management & Production Engineering Review (MPER), 5(2), 20–26. 
Guth, S. (2010). Implementing Best Practices: The Procurement Maturity Model. Retrieved from 
https://www.instituteforsupplymanagement.org/files/pubs/proceedings/2010procch-guth.pdf 
Hassner-Nahmias, A. (2010). Competencies for Managing Change. International Journal of Project Management, 
28(4), 405-412, doi:10.1016/j.ijproman.2010.01.015 
Kosieradzka, A. (2017). Maturity Model for Production Management. Procedia Engineering 182 (2017) 342-349. 
Faculty of Management, Warsaw University of Technology, Poland 
388"
2,Cluster Factors For Productivity Improvement: A Case  Study For A Home Appliance Cluster In Mexico.,"since the early nineteen hundred several associations have risen. these are cluster associations of concentrated firms belonging to the same industrial sector receiving support from academic institutions and the local government in order to enhance competitiveness. literature seems to be vast on studying the effect of clusters on the competitiveness of members (see karaev, koh, and thomas-szamosi 2007; awad and amro 2017; carrie 1999). however, there is vague formal analysis of the effects that clusters have on members' productivity. therefore, this study aims to analyze whether geographic proximity, social capital and innovation within a cluster affect cluster members' productivity, particularly in a local mexican home appliance industry cluster (clelac). the data for analysis was retrieved using a self-designed survey, applied to current executives from the companies which are members of the cluster. this data was analyzed using the partial least squares algorithm, introducing the construct of productivity as the dependent variable, and the constructs of geographic proximity, social capital, and innovation as the independent variables. the results suggest that geographic proximity and social capital within a cluster affect positively firm’s productivity growth, which proves the first two hypotheses of this study. apart from the hypotheses, two new causal relations were found in the model: proximity and its positive impact on the cluster’s social capital; and social capital’s impact on innovation within the cluster. however, the impact that innovation within the cluster may have on firm’s productivity could not be proven.","productivity, social capital, innovation, cluster. 391",,"karol villarreal, karla guerra, ruben molina b.sc in engineering management universidad de monterrey nuevo leon, mexico karol.villarrealz@udem.edu, karla.guerrad@udem.edu, ruben.molina@udem.edu luz maria valdez de la rosa engineering management department universidad de monterrey nuevo leon, mexico luz.valdez@udem.edu",
3,Improvement Of The Rnp In The Application Of The Fmea In  Automotive Processes,"we determine the prioritization of processes and tasks in automotive companies. the methodology of failure mode analysis and effects was applied, the purpose of the fmea is to take actions to eliminate or reduce failures, starting with the highest-priority ones in order to efficiently identify all possible failures in a design, a manufacturing or assembly process, or a product or service. the traditional failure mode analysis and effects methodology was applied to four different processes in the companies of the automotive industry, finding deficiencies in the calculation of the risk priority number. therefore, the calculation of the risk priority number is modified in the methodology, implementing additional steps, adding a weight to the calculation of the risk priority number. the weighting was determined in the cost function associated with a failure scenario within the process. to do this, the cost of the severity of a defect was calculated, such as the effects on the customer, warranty costs, scrap, etc. secondly, the cost of the occurrence was determined, which indicates what the company is going through when the defect is repaired. the cost of detecting a failure in the system is applied. finally, these factors are balanced. finally, a comparison is made against the traditional methodology to identify the improvement in the prioritization of tasks of failure modes that represent a greater impact on the economy of the company and have a consistent control plan.","fmea, rpn",,"leonardo gabriel hernández-landa, azucena m. garcía-león, rosa e. mata-martinez industrial engineering and management area, facultad de ciencias químicas universidad autónoma de nuevo león san nicolás de los garza, nl. 66451, méxico leogabrielhdz@gmail.com, azucenamgl@yahoo.fr, rosy275705@hotmail.com",
4,"The Importance Of Quality Management System And  Leadership In The South African Restaurant, Fast Food And","south africa, being a developing country, experiences the impact of global competition which has pushed many organizations to develop plans to respond to a continuous competitive global market. the restaurant, fast food, and catering sector is broad within the service industry involving independent restaurants, quick service restaurants and fast food outlets, outsourced catering companies, just to name a few. this study’s objective is to establish the importance of focusing on the fundamentals of quality management practices and the usefulness of leadership practices in the management process of the above-mentioned sector. this study included a quantitative research method under which an empirical investigation was executed following the literature review. the study consisted of the analysis of data collected from questionnaires administered to 65 restaurants in gauteng, south africa. after results analysis and interpretation, it is concluded that the functions of management were not well integrated, mainly the leadership functions. hence, a need to improve specific aspects of the foundations of management approaches in the restaurant, fast food and catering sector is required.","leadership, restaurant",,"catering sector – case of the gauteng region s.c. mukwakungu, a.k. lumbwe, d. niati and c. mbohwa department of quality and operations management university of johannesburg johannesburg, south africa sambilm@uj.ac.za","References 
 
Al Shra'ah, A.E.M., The Impact of Decision-Making Styles on Organizational Learning: An Empirical Study on the 
Public Manufacturing Companies in Jordan. International Journal of Business and Social Science, vol. 6, no. 4, 
2015. 
Ali, A., Leadership and its Influence in Organizations–A Review of Intellections. International Journal of Learning 
and Development, vol 2 no. 6, pp.73-85, 2012. 
An 
Introduction 
to 
Management. 
Boundless 
Business, 
Courses.lumenlearning.com, 
Available: 
https://courses.lumenlearning.com/boundless-business/chapter/an-introduction-to-management/, May 19, 2018. 
Arslan, A. and Staub, S., Theory X and theory Y type leadership behavior and its impact on organizational 
performance: Small business owners in the Şishane Lighting and Chandelier District. Procedia-social and 
behavioral sciences, vol. 75, pp.102-111, 2013. 
Babbie, E., The practice of social research, Belmont, CA: Wadsworth Cengage Learning, 2016. 
Barnard, B., A Case study to examine the application of food cost theories in menu pricing and cost control 
management within a new restaurant operation. University of Nevada, Las Vegas, 2009. 
Bateman, T.S., and Snell, S., Management, leading and collaborating in the competitive world, 8th Edition, Mc Graw-
hill/ Irwin. International edition. pp 19-104, 2007. 
Beukman, T.L., The Effect of Selected Variables on Leadership Behavior within the Framework of a Transformational 
Organisation Paradigm, University of Pretoria, Pretoria, unpublished Doctoral dissertation, available at 
http://upetd.up.ac.za/thesis/available/etd11082005-083347/, December 22, 2005. 
Bhatti, N., Maitlo, G.M., Shaikh, N., Hashmi, M.A., and Shaikh, F.M., The impact of autocratic and democratic 
leadership style on job satisfaction. International Business Research, vol 5, no. 2, p.192, 2012. 
Botha, T., Van Rensburg, M., Du Toit, G.S., and Motlatla, M. D. C., Introduction to business management. Edited by 
Barney Erasmus, Johan Wilhelm Strydom, and Sharon Rudansky-Kloppers. Oxford University Press Southern 
Africa, 2016. 
Carvalho, K.M., Picchi, F., Camarini, G. and Edna, M.Q.O., Benefits in the implementation of safety, health, 
environmental and quality integrated system. International Journal of Engineering and Technology, vol. 7, no. 4, 
p.333-338. 
Ćoćkalo, D. and Bakator, M., Improving Business Performance With Iso 9001: а Review Of Literature аnd Business 
Practice. The European Journal of Applied Economics, vol. 15, no. 1, pp.83-93, 2018.  
Cooper, C.l., Leadership and management in the 21st century, Oxford: Oxford university press, 2005.  
Cortada, J.W., 21st Century Business.’ London Financial Times. USA: Prentice Hall, 2001. 
Dobre, O.I., Employee motivation and organizational performance. Review of Applied Socio- Economic Research, 
vol 5, no. 1, pp 1-8, 2013. 
Ernst, A.T., Jiang, H., Krishnamoorthy, M., and Sier, D., Staff scheduling and rostering: A review of applications, 
methods and models. European journal of operational research, vol 153, no. 1, pp.3-27, 2004. 
404"
5,Factors That Contribute Towards Cost Overruns In An African  Mega-Project,"mega-projects improve the livelihoods of people and boost the country’s economy. when mega-projects are to be constructed, the government notifies the public of the details including the budgeted cost. most of these projects spiral out of control when it comes to budget and time. state-owned entity (soe) mega-projects are funded by taxpayers’ money and as a result of cost overruns, the extra funds required to cover the extra expenses are resourced from other departments’ budgets or borrowed from other countries. developing countries are hit the hardest when it comes to cost overruns in projects. the literature review results show that there are many explanations for cost overruns however these explanations can be summarised into four categories i.e. political, technical, economical and psychological. a case study methodology of one african mega-project is investigated to determine the contributing factors towards cost overruns. data is collected through interviews and company documents. the findings of the case study reveal that variation orders and contractual claims during the execution phase of an african mega-project contribute as factors towards cost overruns. innovative project management measures need to put in place in order to eradicate cost overruns.",cost overruns,"It has been identified from past studies that cost overruns is a persistent problem. Mega-projects seem to be more complex because of the project size, public stakeholders and technology involved. These large projects tend to have a higher risk and therefore increase the chances of failure. Innovative measures need to be put in place that will address cost overruns i.e. improve cost estimation techniques. Project management practices need to be implemented that will manage the projects by tracking and reporting on project progress. Employees and contractors with the required experience should be selected to works on projects of a similar nature, so they will be bringing the skills and lessons - 100,000,000.00 200,000,000.00 300,000,000.00 400,000,000.00 500,000,000.00 600,000,000.00 700,000,000.00 800,000,000.00 - 100,000,000.00 200,000,000.00 300,000,000.00 400,000,000.00 500,000,000.00 600,000,000.00 700,000,000.00 800,000,000.00 PROJECT AREA COSTS Scope claimed Budgeted cost (Tender amount) VOs Contractual claims 412","otumiseng jenny and telukdarie arnesh post graduate school of engineering management university of johannesburg auckland park, 2092, south africa malebyeo@gmail.com, arnesht@uj.ac.za","References 
ABB. (2018). The South African electricity public utility reaches major milestones with the synchronization of 
Coal-fired power station’s Unit 2. Available from: 
http://www.abb.com/cawp/seitp202/148EF110DD42D251C1258267004311E5E.aspx 
Aigbavboa, C., Dosumu, O.S, Sunday, O. (2017). Impact of design errors on variation cost of selected building 
project in Nigeria. Procedia Engineering 196 (2017) 847-856 
Aigbavboa, C., Lusca, N., Thwala, W. (2015). The impacts of variation orders on South Africa public sector 
construction projects. Eight International Conference on Construction in the 21st Century, 27-30 May 2015, 
Thessaloniki, Greece 
Ameh, O., Odusami, K., Soyingbe, A. (2010). Significant factors causing cost overruns in telecommunication 
projects in Nigeria. Journal of Construction in Developing Countries 15(2) 49-67 
Aziz, A., Memon, A., Rahman, I. (2012). The cost factors of large project’s cost overrun: A survey in the southern 
part of Peninsular Malaysia. International Journal of Real Estate Studies, 7(2): 1-15 
Baloyi, L. Bekker, M. (2011). Causes of construction cost and time overruns: The 2010 FIFA World Cup stadia in 
South Africa. Acta Structilia, 18(1):51-67 
Bruzelius, N., Flyberg, B., Rothengutter, W (2002). Big decisions, big risks, improving accountability in 
megaprojects. Transport policy, 9(2), 143-154 
Burns, L.A., Shields, D.R., Shrestha, P.P. (2013). Magnitude of construction cost and schedule overruns in public 
work projects. Journal of Construction Engineering, Vol. 2013 No. 1, pp. 1-9 -Permanent link to this document: 
http://dx.doi.org/10.1155/2013/935978 
Callegari, C., Szklo, A., Schaeffer (2018). Cost overruns and delays in energy mega-projects: How big is big 
enough? Energy Policy 114 (C)): 211-220, DOI:10.1016/j.enpol.2017.11.059. 
Cantarelli, C.C., Flyvberg, B., Molin, E.J.E, van Wee, B. (2010). Cost overruns in large-scale transportation 
infrastructure projects: Explanations and their theoretical embeddedness. European Journal of Transport and 
Infrastructure Research, 10 (1):5-18. 
Edwards, C. (2009). Downsizing Government. Org. 8 January 2017. Available from 
https://www.downsizinggovernment.org/government-cost-overruns 
Flyberg, B. (2009). Survival of the unfittest: Why the worst infrastructure gets built and what we can do about it. 
Oxford review of Economic Policy, vol 25(3) pp 334-367 
Gqirana, T (2015). The South African electricity public utility's Molefe sets ambitious goals. Mail & Guardian. 22 
April 2015 17:17. Available from: http://mg.co.za/article/2015-04-22-The South African electricity public 
utilitys-molefe-sets-ambitious-goals 
Idrus, A.B., Potty, N.S., Ramanathan, C. (2012). Analysis of time and cost overrun in Malaysian construction, 
Advanced Materials Research. 452-453: 1002-1008. 
Idrus, A.B., Ramananthan, C.T., Sambu, N.P., (2011). Risk factors influencing time and cost overrun in multiple 
D&B projects in Malaysia: A case study. Industrial engineering and management engineering management. doi: 
1109/IEEM.20111.6118037. 
Idrus, A.B., Sambu, N.S. (2011). Case study and survey on time and cost overrun in multiple D&B projects. 
National postgraduate conference (NPC). doi: 10.1109/NatPC.2011.6136364. 
Mantshantsha, S. (2016).The South African electricity public utility costs balloon again. Financial Mail. 24 June 
2016. 09:08. Available from: http://www.financialmail.co.za/features/2016/06/24/The South African electricity 
public utility-costs-balloon.-again 
Mena Report. Dec 28, 2016. South Africa on Unit 1 of the Kusile power station connected to the national grid. 
Academic Onefile 
http:\\link.galegroup.com/apps/doc/A475390671/AONE?u=rau_itw&sid=AONE&xid=5bc2ob67. Accessed 9 
June 2018 
413"
6,A Variable Neighbourhood Search Algorithm For Scheduling  Of The Multi-Objective Flexible Manufacturing Systems,"flexible manufacturing systems (fms) have transfigured into a complex system because of its need to accommodate fluctuation in demands and fulfilling customers’ requirements with immediate effects. fms scheduling problem is strongly non-deterministic polynomial-time (np)-hard problem and is usually difficult to find its optimal solution. the performance of a scheduling system, in practice, is not evaluated to satisfy a single objective, but to obtain a trade-off schedule regarding multiple objectives. therefore, in this research, we make use of one of the multiple objective decision-making methods, a global criterion approach, to develop a multi-objective model for solving fms scheduling problems with consideration of three performance measures, namely minimizing mean job tardiness and mean job earliness and also mean machine idle time, simultaneously due to the complexity of the multi-objective model, a variable neighbourhood search (vns) approach is developed for solving the addressed fms scheduling problem. moreover, taguchi method is utilized to tune the parameters of the algorithm and analyze the parameters of the studying problem. the feasibility and adaptability of the proposed heuristic is investigated through a test problem in small and large sizes. finally, the results clearly indicate the superior performance of the proposed vns approach for the problem.",scheduling,,"seyed sina miri nargesi department of industrial engineering, faculty of engineering, science and research branch, islamic azad university, tehran, iran mirinargesy@gmail.com hamidreza mozaffari gilani department of civil engineering, semnan branch, islamic azad university, semnan, iran hamidreza20m@gmail.com seyyed hassan baghaipour department of marketing, manchester business school, manchester, uk seyyedhassanbaghaipour2020@yahoo.com elham amiri department of management, central tehran branch, islamic azad university, tehran, iran elhamamiri948@yahoo.com hamed olfati department of electrical and computer engineering, university of tehran, tehran, iran hamedolfati882@yahoo.com",
7,User Experiences Of The General Population On Accessible  Web Interface,"there have been many lawsuits targeting organizations that have yet to make an effort to make their websites accessible to persons with disabilities. and hence, many vendors have started to make an effort in making their web interfaces accessible to persons with disabilities. many research studies have also emerged, targeting user studies of persons with disabilities on the accessible web interface given the limitations of the web content accessibility guidelines (wcag). considering that the majority of the users comes from the general population, besides employing persons with disabilities, it is critical to also employ the general population in conducting user testing on the accessible web interface. however, existing literature on the perspectives of the general population on the accessible web interface is rather limited, in particular on individual accessibility features implemented according to wcag. obtaining the general population’s insights on individual accessibility features is critical as it enables us to examine the individual accessibility features from the perspectives of the general population with a more critical lens. our preliminary pilot user study findings suggest that the general population regard the accessibility features that they see as either (1) not relevant, (2) no effect or (3) helpful. © ieom society international 417",,"In essence, our pilot user testing study of the general population on accessible web interface seeks to inspire awareness in the human-computer interaction community that the insights of the general population may also be critical in advancing the accessibility features catered for persons with disabilities. Our work aims to advance the existing literature that focuses on employing persons with disabilities in evaluating accessible web interface and overcome the limitations of Web Content Accessibility Guidelines (WCAG). Human’s perspectives have long been seen as a valuable resource in improving usability, and hence, our research seeks to employ the perspectives of all in advancing the usability for persons with disabilities and also the general population. It is hoped that our pilot user study in utilizing the general population in evaluating accessibility features implemented according to WCAG will bring new perspectives to the user interface design community. 6.","jia lin cheoh department of computer science purdue university west lafayette, indiana, usa jcheoh@purdue.edu jiaxin wang department of computer engineering purdue university west lafayette, indiana, usa wang3098@purdue.edu zhibo hou department of electrical engineering purdue university west lafayette, indiana, usa hou70@purdue.edu siqing wei, prof. daniel ferguson, prof. matthew ohland department of engineering education purdue university west lafayette, indiana, usa wei118@purdue.edu​, ​dfergus@purdue.edu​, ​ohland@purdue.edu",
8,Experimental Analysis Of Program Motion Instruction Of  Industrial Robotics,"in this applied research, an experimental study has been conducted to develop a statistical-mathematical based correlation for assessing consistency and processing time of a robotized manufacturing cell simulating of an automated manufacturing system process such as the robotic leaser cutting using an educational robotics test-cell. the correlation is to investigate contributions of programming parameters on the performance of robotized work-cell. processing time has been used to model the manufacturing cycle time and consistency of the operation outs has been used to model the quality in terms cutline consistency. a set of statistical relationships have been used to simulate consistency and cycle time in order to tackle the variability of proposed sources as pieces of time and dimensions that need to be processed in the loaded parts the work-cell; in addition the relationship that suggestively correlates the impacts. a set of experimental tests has been conducted responding to the predicted formulas for the cycle time and consistency. experimentation factors that have been leveled from minimal to maximal values are selected based on the robot’s computer operating system in terms of processing speed, motion properties, and termination types the default characters of the programming. analysis the results shows that the correlation can be used to tradeoff the programming solutions objectively depending on the task design requirements. the contribution of this research work is to introduce a new depiction of optimizable factors of robotic computer programs that directly affect the performance criteria.","industrial robots, manufacturing, factors, responses","As a future work, an approach to optimize the efficiency of the robot regarding final throughput and energy consumption is highly recommended. In automated industrial production, the efficiency of robotic motions directly affects both the final throughput and the energy consumption. Simulating and analyzing the robot trajectories depending on the cycle of processing time and energy consumption can be reduced. • According to the DOE analysis, the termination is more significant and has more correlation than the speed, the optimal parameters are termination 100: Speed 2000 to get the major consistency get the smallest cycle time. • The consistency and the cycle processing time are highly dependent of the variation of motion components. • To build an effective program for the accuracy, manufacturing details are to be prepared relative the consistency movement of the tool. Error issues that impact data is a combination of human and robotic error. Human in terms of hand measuring with no constitutes as a deviation, yet still developed a trend supporting the claim as such. Robot error because of the grip strength of the FANUC robot used. The gripper is not as tight as trying to hold object steady. This causes the tool to be pushed back or forward where the trajectory when process is not consistent and far away from the original path. 5.",,
9,"Medical Tourism In Colombia: A Documentary Analysis Of  The Components Of Economic, Social And","analyzing the components of sustainability from the economic, social and environmental spheres in the framework of the value network of medical tourism, establishes strategic importance to take advantage of the economy that surrounds the tourist destinations in the different regions of colombia. for the case of study, the regions will be analyzed: central formed by the cities of bogotá and medellín, eastern conformed by the city of bucaramanga and pacific by the city of cali. based on the methodology developed by gereffi (1999) in the global value chain approach, gattorna (2009), and hald, (2010) in a dynamic supply chain approach, the characteristics of the different value networks and their interaction with the different stakeholders that will be compared.","medical tourism, global value chain, value networks, sustainability",,"environmental sustainability oscar a. vásquez-bernal and benjamin pinzón-hoyos school of basic science, technology and engineering universidad nacional abierta y a distancia unad bogotá d.c, colombia oscar.vasquez@unad.edu.co, benjamin.pinzon@unad.edu.co william e. mosquera-laverde faculty administrative and economic sciences universidad cooperativa de colombia bogotá d.c, colombia williame.mosquera@campusucc.edu.co","references and the exploratory results that were developed (Figure 1). 
 
 
 
 
 
 
 
 
 
 
436"
